Warrants Market - Daily,,,,,,,,,,,,
XAO 4929.4 at 16:34 14/1/2010  Report at 19:05 Thursday 14/1/2010. Processed 19:31 Thursday 14/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.44,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.16,0.18,0.175,1.5,100,,,,
AMPWOB,6.75,25/02/10,3:1,0.044,0.049,0.063,-,-,,,,
ANZ Banking Grp Last Sale Price $22.40,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.009,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.335,0.365,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.072,0.077,0.085,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.02,0.025,0.045,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.007,0.012,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.525,0.615,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.335,0.365,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.26,0.32,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.23,0.26,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.26,0.265,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.14,0.145,0.17,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.21,0.235,0.21,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.074,0.079,-,-,-,,,,
ASX Ltd Last Sale Price $34.81,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.74,0.785,0.82,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.46,0.50,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.38,0.40,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.78,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,1.005,1.035,1.045,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.355,0.385,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.675,1.685,1.61,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,1.215,1.345,1.33,19,2200,,,,
BHPWOE,41.00,25/02/10,4:1,0.825,0.94,0.96,20,20,,,,
BHPWOF,43.00,25/02/10,4:1,0.51,0.515,0.60,12,100,,,,
BHPVOC,45.00,25/02/10,4:1,0.295,0.37,0.365,8.5,1214,,,,
BHPWZB,46.00,25/02/10,4:1,0.45,0.48,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.765,1.915,1.515,-,-,,,,
BHPVMB,39.00,25/03/10,4:1,1.38,1.515,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,1.14,1.17,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.90,0.93,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.995,2.00,2.13,16.5,30,,,,
BHPWOB,38.50,29/04/10,4:1,1.49,1.495,1.615,7.5,105,,,,
BHPWOG,40.50,29/04/10,4:1,1.14,1.145,1.135,-,-,,,,
BHPVME,41.00,29/04/10,4:1,1.215,1.33,1.195,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.70,0.705,0.79,12,100,,,,
BHPWOI,46.00,29/04/10,4:1,0.47,0.475,0.455,-,-,,,,
BlueScope Steel Last Sale Price $3.09,,,,,,,,,,,,
BSLWOA,3.00,25/03/10,2:1,0.145,0.15,0.145,-,-,,,,
BSLVMA,3.25,25/03/10,2:1,0.10,0.115,0.15,-,-,,,,
BSLWOB,3.50,25/03/10,2:1,0.043,0.048,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $56.79,,,,,,,,,,,,
CBAVZJ,50.00,28/01/10,5:1,1.38,1.41,-,-,-,,,,
CBAWOJ,54.00,25/02/10,5:1,0.605,0.61,0.535,-,-,,,,
CBAVZK,55.00,25/02/10,5:1,0.765,0.795,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.32,0.325,0.28,-,-,,,,
CBAWOL,60.00,25/02/10,5:1,0.155,0.16,0.175,-54.5,513,,,,
CBAVMA,53.00,25/03/10,5:1,0.965,1.165,1.05,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,1.10,1.13,-,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.73,0.905,0.85,-,-,,,,
CBAVZM,55.00,25/03/10,5:1,0.88,0.91,-,-,-,,,,
CBAWOA,50.00,29/04/10,5:1,1.415,1.59,1.545,8.5,1380,,,,
CBAWOB,55.00,29/04/10,5:1,0.78,1.00,0.88,7.5,25,,,,
CBAVME,57.00,29/04/10,5:1,0.77,0.845,0.725,-,-,,,,
CBAWOC,59.00,29/04/10,5:1,0.44,0.53,0.405,-,-,,,,
Computershare Ltd Last Sale Price $11.81,,,,,,,,,,,,
CPUVMA,11.00,25/03/10,2:1,0.61,0.655,-,-,-,,,,
CSL Ltd Last Sale Price $31.57,,,,,,,,,,,,
CSLWZB,32.00,28/01/10,4:1,0.125,0.155,0.25,-,-,,,,
CSLWZC,32.00,25/03/10,4:1,0.34,0.37,-,-,-,,,,
CSLVMA,33.00,25/03/10,4:1,0.255,0.285,0.45,-,-,,,,
Fortescue Metals Grp Last Sale Price $5.28,,,,,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.335,0.345,0.36,-,-,,,,
Insurance Aust Grp Last Sale Price $3.94,,,,,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.084,0.095,0.10,-,-,,,,
Incitec Pivot Last Sale Price $3.64,,,,,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.365,0.385,0.325,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.34,,,,,,,,,,,,
LGLWOD,3.25,25/03/10,2:1,0.18,0.18,0.175,-,-,,,,
LGLVMA,3.50,25/03/10,2:1,0.115,0.12,0.115,-,-,,,,
LGLWOE,3.75,25/03/10,2:1,0.073,0.078,-,-,-,,,,
LGLWOF,4.00,25/03/10,2:1,0.048,0.053,0.047,-,-,,,,
Macq Grp Ltd Last Sale Price $50.43,,,,,,,,,,,,
MQGVZG,50.00,25/02/10,5:1,0.83,0.86,0.785,-,-,,,,
MQGWOB,50.00,25/02/10,6:1,0.535,0.545,0.50,7.5,30,,,,
MQGWOC,60.00,25/02/10,6:1,0.077,0.087,0.15,-,-,,,,
MQGVZH,50.00,25/03/10,5:1,1.295,1.325,-,-,-,,,,
MQGVZI,52.00,25/03/10,5:1,1.12,1.15,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.425,0.435,0.40,7,175,,,,
National Aust Bank Last Sale Price $27.05,,,,,,,,,,,,
NABWZH,32.00,28/01/10,4:1,0.003,0.04,-,-,-,,,,
NABWOJ,28.00,25/02/10,4:1,0.19,0.195,0.285,-,-,,,,
NABWZI,28.00,25/02/10,4:1,0.26,0.29,0.285,-10,100,,,,
NABWOK,30.00,25/02/10,4:1,0.07,0.075,0.086,-,-,,,,
NABWOL,32.00,25/02/10,4:1,0.024,0.029,0.032,-,-,,,,
NABWZJ,28.00,25/03/10,4:1,0.385,0.415,-,-,-,,,,
NABVMA,29.00,25/03/10,5:1,0.215,0.235,0.225,2,200,,,,
NABWZK,30.00,25/03/10,4:1,0.22,0.25,-,-,-,,,,
NABVMB,31.00,25/03/10,5:1,0.105,0.12,-,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.345,0.35,0.47,-,-,,,,
NABWOB,30.50,29/04/10,4:1,0.195,0.20,0.20,-,-,,,,
NABVME,33.00,29/04/10,5:1,0.093,0.105,0.13,-,-,,,,
NABWOC,33.00,29/04/10,4:1,0.08,0.085,0.086,-1.9,400,,,,
Newcrest Min Last Sale Price $36.48,,,,,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.97,1.00,1.005,-13,80,,,,
NCMWOC,35.00,25/03/10,4:1,0.885,0.89,0.945,-,-,,,,
NCMVMB,37.00,25/03/10,4:1,0.725,0.755,0.885,-,-,,,,
NCMWOD,37.50,25/03/10,4:1,0.55,0.64,0.595,-8,100,,,,
NCMVZC,38.00,25/03/10,4:1,0.735,0.765,-,-,-,,,,
NCMWOE,40.00,25/03/10,4:1,0.345,0.35,0.44,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.715,0.74,0.65,-,-,,,,
News Corp Last Sale Price $17.12,,,,,,,,,,,,
NWSVMA,16.00,25/03/10,4:1,0.46,0.475,0.385,-,-,,,,
NWSVME,18.00,29/04/10,4:1,0.275,0.29,0.455,-,-,,,,
Oil Search Ltd Last Sale Price $6.08,,,,,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.14,0.155,0.15,-5,100,,,,
OSHVME,7.50,29/04/10,2:1,0.069,0.079,0.06,-,-,,,,
OZ Minerals Last Sale Price $1.21,,,,,,,,,,,,
OZLWOA,1.25,25/03/10,2:1,0.056,0.061,-,-,-,,,,
OZLWOB,1.45,25/03/10,2:1,0.027,0.032,-,-,-,,,,
Paladin Energy Last Sale Price $4.19,,,,,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.255,0.275,0.26,-,-,,,,
PDNVME,5.00,29/04/10,2:1,0.135,0.15,0.16,-,-,,,,
Qantas Airways Last Sale Price $2.93,,,,,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.235,0.255,0.26,-,-,,,,
QANVME,3.50,29/04/10,2:1,0.039,0.046,0.048,-,-,,,,
QBE Insurance Grp Last Sale Price $24.57,,,,,,,,,,,,
QBEVMA,23.00,25/03/10,4:1,0.56,0.62,0.56,-,-,,,,
QBEWOA,23.00,25/03/10,4:1,0.48,0.485,0.49,1,400,,,,
QBEVMB,25.00,25/03/10,4:1,0.285,0.315,0.285,-,-,,,,
QBEWOD,26.00,25/03/10,4:1,0.13,0.15,0.21,-,-,,,,
QBEVME,27.00,29/04/10,4:1,0.17,0.195,0.27,-,-,,,,
