Warrants Market - Daily,,,,,,,,,,,,
XAO 4689.6 at 16:47 17/12/2009  Report at 19:05 Thursday 17/12/2009. Processed 20:13 Thursday 17/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.35,,,,,,,,,,,,
AMPWOF,6.25,17/12/09,3:1,0.047,-,0.03,-,-,,,,
AMPWOE,6.75,17/12/09,3:1,0.001,-,0.044,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.18,0.19,0.19,3,150,,,,
AMPWOB,6.75,25/02/10,3:1,0.068,0.073,0.07,2.2,140,,,,
ANZ Banking Grp Last Sale Price $21.58,,,,,,,,,,,,
ANZWOG,17.00,17/12/09,4:1,1.09,-,1.50,-,-,,,,
ANZWOI,21.00,17/12/09,4:1,0.09,-,0.13,-,-,,,,
ANZWOH,23.00,17/12/09,4:1,0.001,0.001,0.001,-3.4,1450,,,,
ANZWZF,23.00,17/12/09,4:1,-,-,-,-,-,,,,
ANZWZE,24.00,17/12/09,4:1,0.001,-,0.41,-,-,,,,
ANZWZG,25.00,28/01/10,4:1,0.039,0.044,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.31,0.33,0.31,2,60,,,,
ANZWOK,24.50,25/02/10,4:1,0.086,0.091,0.091,-0.4,710,,,,
ANZWOL,26.50,25/02/10,4:1,0.032,0.04,0.033,-0.7,225,,,,
ANZWOJ,28.50,25/02/10,4:1,0.016,0.021,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.56,0.565,0.575,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.295,0.30,0.345,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.22,0.225,0.21,-10.5,2378,,,,
ASX Ltd Last Sale Price $34.23,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.785,0.79,0.71,-,-,,,,
