Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4954.6 at 2011-04-01T16:38:44. Report at Friday, April 1, 2011. Processed Saturday at 2011-04-02T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.75,
AIOVMA,1.80,23/06/11,1:1,.096,.105,,,,,
,
Amcor Last Sale Price $7.27,
AMCTMC,4.50,23/06/11,1:1,2.83,2.86,2.63,,,,
,
AMP Last Sale Price $5.54,
AMPTMC,3.50,23/06/11,1:1,2.10,2.14,,,,,
,
ANZ Banking Grp Last Sale Price $23.87,
ANZWOG,23.00,26/05/11,4:1,.33,.34,.315,,,,
ANZVZL,25.00,26/05/11,4:1,.061,.07,,,,,
ANZWOH,25.00,26/05/11,4:1,.13,.135,.135,+1,300,,
ANZWOI,27.00,26/05/11,4:1,.038,.043,.11,,,,
ANZTMA,17.00,23/06/11,1:1,6.95,,8.24,,,,
ANZTMC,17.00,23/06/11,1:1,6.68,,7.93,,,,
ANZVMA,23.00,23/06/11,4:1,.39,.41,.35,,,,
ANZVZN,24.00,23/06/11,4:1,.18,.205,,,,,
ANZVMB,25.00,23/06/11,4:1,.17,.185,.18,,,,
ANZVZM,25.00,23/06/11,4:1,.088,.097,.10,,,,
ANZVMC,27.00,23/06/11,4:1,.067,.074,.055,,,,
ANZWOJ,23.00,28/07/11,4:1,.485,.49,,,,,
ANZWOK,25.00,28/07/11,4:1,.255,.26,,,,,
ANZWOL,27.00,28/07/11,4:1,.12,.125,,,,,
,
ASX Last Sale Price $34.40,
ASXTMC,20.50,23/06/11,1:1,14.40,14.68,,,,,
,
Alumina Last Sale Price $2.50,
AWCTMC,1.00,23/06/11,1:1,1.53,1.54,,,,,
AWCVMA,2.50,23/06/11,1:1,.225,.23,.18,,,,
,
BHP Billiton Last Sale Price $46.68,
BHPWOM,44.00,28/04/11,4:1,.85,.855,.865,+3,1000,,
BHPWON,46.00,28/04/11,4:1,.535,.54,.535,+4,1000,,
BHPWOO,48.00,28/04/11,4:1,.285,.295,.275,,,,
BHPVOA,50.00,28/04/11,4:1,.13,.135,.09,,,,
BHPVZN,46.00,26/05/11,4:1,.56,.60,.59,+20,200,,
BHPTMC,25.00,23/06/11,1:1,22.09,22.26,,,,,
BHPTMD,31.00,23/06/11,1:1,16.07,16.24,14.10,,,,
BHPVMA,38.00,23/06/11,4:1,2.36,2.40,,,,,
BHPVMB,42.00,23/06/11,4:1,1.50,1.535,1.135,,,,
BHPWOA,45.00,23/06/11,4:1,1.025,1.03,1.025,+21.5,125,,
BHPWZB,45.00,23/06/11,4:1,.825,.855,,,,,
BHPWZA,46.50,23/06/11,4:1,.63,.66,,,,,
BHPWOB,47.00,23/06/11,4:1,.73,.735,.70,,,,
BHPVMC,48.00,23/06/11,4:1,.52,.545,.31,,,,
BHPWOG,49.00,23/06/11,4:1,.495,.50,,,,,
