Warrants Market - Daily,,,,,,,,,,,,
XAO 5017.9 at 16:36 14/4/2010  Report at 19:06 Wednesday 14/4/2010. Processed 19:26 Wednesday 14/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.84,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.039,0.045,-,-,-,,,,
AMP Ltd Last Sale Price $6.51,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.13,0.155,0.135,-1.5,250,,,,
AMPWOD,6.75,27/05/10,3:1,0.066,0.071,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.91,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.605,0.615,0.58,9.5,600,,,,
ANZVZA,24.00,29/04/10,4:1,0.54,0.57,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.255,0.265,0.18,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.16,0.17,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.043,0.048,0.026,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.75,0.76,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.335,0.345,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.09,0.094,0.059,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.095,0.125,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.725,0.73,0.665,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.565,0.575,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.445,0.45,0.42,4.5,150,,,,
ANZWMB,26.00,24/06/10,4:1,0.255,0.26,0.20,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.23,0.235,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.45,0.46,0.415,-,-,,,,
