Warrants Market - Daily,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:05 Friday 23/4/2010. Processed 19:26 Friday 23/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.76,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.015,-,-,-,-,,,,
AMP Ltd Last Sale Price $6.29,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.091,0.096,0.091,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.036,0.041,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.20,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.485,0.495,0.575,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.33,0.36,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.125,0.145,0.095,-3,12,,,,
ANZVME,26.00,29/04/10,3:1,0.027,0.03,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.001,0.011,0.014,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.565,0.64,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.19,0.23,0.195,-16.5,160,,,,
ANZUMC,27.00,27/05/10,4:1,0.03,0.046,0.059,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.044,0.058,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.605,0.615,0.595,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.405,0.465,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.345,0.35,0.325,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.145,0.175,0.145,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.155,0.165,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.335,0.375,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.175,0.205,0.185,-,-,,,,
ASX Ltd Last Sale Price $33.50,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.004,-,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.016,-,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.97,,,,,,,,,,,,
BHPWOG,40.50,29/04/10,4:1,0.43,0.44,0.39,-22.5,20,,,,
BHPVME,41.00,29/04/10,4:1,0.305,-,0.30,-4,180,,,,
BHPWOA,42.50,29/04/10,4:1,0.095,0.105,0.091,-120.4,500,,,,
BHPWOH,43.50,29/04/10,4:1,0.019,0.029,0.02,-6,2034,,,,
BHPWOB,44.50,29/04/10,4:1,0.005,0.015,1.235,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.024,0.04,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,-,0.011,0.059,-,-,,,,
BHPUMA,42.00,27/05/10,4:1,0.39,0.435,0.40,-2.5,500,,,,
BHPUMB,44.00,27/05/10,4:1,0.18,0.21,0.18,-2,400,,,,
BHPVZD,45.00,27/05/10,4:1,0.18,0.21,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.072,0.087,0.13,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.08,1.09,1.20,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.71,0.72,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.43,0.47,0.53,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.40,0.405,0.38,-32,150,,,,
BHPVOD,45.00,24/06/10,4:1,0.23,0.24,0.22,-34,80,,,,
BHPWMB,45.00,24/06/10,4:1,0.24,0.27,0.35,-,-,,,,
