Warrants Market - Daily,,,,,,,,,,,,
XAO 4520.7 at 16:38 9/2/2010  Report at 19:05 Tuesday 9/2/2010. Processed 19:33 Tuesday 9/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.25,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.09,0.095,0.125,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.01,0.015,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $20.57,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.044,0.058,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.004,0.01,0.019,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.011,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.001,0.011,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.165,0.185,0.17,-5.5,530,,,,
ANZWZJ,23.00,25/03/10,4:1,0.093,0.105,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.049,0.058,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.049,0.063,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.076,0.073,0.074,-2.6,6600,,,,
ANZVZA,24.00,29/04/10,4:1,0.195,0.22,-,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.032,0.037,0.035,-1,450,,,,
ANZVME,26.00,29/04/10,3:1,0.047,0.055,0.054,-10.6,1100,,,,
ANZWOC,26.50,29/04/10,4:1,0.016,0.021,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.15,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.68,0.725,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.38,0.41,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.295,0.32,-,-,-,,,,
