Warrants Market - Daily,,,,,,,,,,,,
XAO 4403.7 at 16:35 2/6/2010  Report at 19:05 Wednesday 2/6/2010. Processed 19:17 Wednesday 2/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.57,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.085,0.09,0.082,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.044,0.049,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.09,,,,,,,,,,,,
ANZUMD,20.00,24/06/10,4:1,0.58,0.595,0.59,-12,100,,,,
ANZUMF,20.00,24/06/10,4:1,0.58,-,0.495,-,-,,,,
ANZUME,22.00,24/06/10,4:1,0.24,0.28,0.35,-,-,,,,
ANZUMG,22.00,24/06/10,4:1,0.24,-,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.086,0.096,0.085,-6,600,,,,
ANZUMH,24.00,24/06/10,4:1,0.062,-,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.071,0.076,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.063,0.08,0.071,-0.9,600,,,,
ANZWOE,24.50,24/06/10,4:1,0.017,0.027,0.017,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.008,-,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.006,0.016,0.064,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.455,0.48,0.48,-1,300,,,,
ANZWOH,24.50,23/09/10,4:1,0.25,0.265,0.28,-1,36,,,,
ANZWMH,26.00,23/09/10,4:1,0.155,0.175,0.21,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.125,0.135,-,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.076,0.089,0.078,-0.2,300,,,,
ASX Ltd Last Sale Price $30.21,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.255,0.27,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.079,0.085,0.086,-,-,,,,
BHP Billiton Ltd Last Sale Price $37.83,,,,,,,,,,,,
BHPUMD,32.00,24/06/10,4:1,1.47,1.525,1.56,24.5,197,,,,
BHPUME,36.00,24/06/10,4:1,0.63,0.70,0.73,-,-,,,,
BHPWOJ,38.00,24/06/10,4:1,0.295,0.305,0.295,-6,3941,,,,
BHPWOK,39.00,24/06/10,4:1,0.185,0.19,0.205,-1,2941,,,,
BHPUMF,40.00,24/06/10,4:1,0.125,0.155,0.16,1,140,,,,
BHPVZE,40.00,24/06/10,4:1,0.205,0.23,0.26,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.059,0.069,0.085,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.019,-,0.035,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.02,0.036,0.036,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.004,-,0.01,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.003,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,-,-,0.024,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,0.001,-,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.20,1.22,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.81,0.825,0.825,-20.5,2000,,,,
BHPWOE,39.50,26/08/10,4:1,0.56,0.58,0.56,-6,100,,,,
BHPWOF,41.00,26/08/10,4:1,0.415,0.43,0.47,-11.5,50,,,,
BHPWON,43.00,26/08/10,4:1,0.245,0.255,-,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.19,0.20,0.20,-1,60,,,,
BHPVOA,47.50,26/08/10,4:1,0.087,0.11,0.09,-3.5,100,,,,
BHPUMH,34.00,23/09/10,4:1,1.44,1.51,1.595,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.865,0.92,0.975,-10,100,,,,
BHPUMJ,42.00,23/09/10,4:1,0.415,0.45,0.515,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.145,-,0.18,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.105,0.125,0.12,-1,600,,,,
