Warrants Market - Daily,,,,,,,,,,,,
XAO 4887.9 at 16:40 23/3/2010  Report at 19:05 Tuesday 23/3/2010. Processed 19:16 Tuesday 23/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.88,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.07,0.085,-,-,-,,,,
AMP Ltd Last Sale Price $6.30,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.13,0.135,0.13,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.066,0.071,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.45,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,1.145,-,0.985,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.61,0.64,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.48,-,0.24,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.36,0.39,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.56,0.565,0.425,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.57,0.60,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.26,0.265,0.255,9.5,400,,,,
ANZVME,26.00,29/04/10,3:1,0.245,0.265,0.19,2.5,150,,,,
ANZWOC,26.50,29/04/10,4:1,0.085,0.09,0.05,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.695,0.72,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.34,0.345,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.125,0.14,-,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.57,1.575,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.695,0.70,0.53,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.555,0.575,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.445,0.45,-,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.28,0.295,-,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.475,0.49,-,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.29,0.305,-,-,-,,,,
ASX Ltd Last Sale Price $35.70,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.001,-,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.001,-,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.018,-,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.215,0.26,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.06,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.495,-,1.58,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.34,0.37,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.077,-,0.20,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.069,0.083,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.85,1.855,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,1.26,1.265,1.235,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.82,0.825,0.86,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.785,0.835,0.71,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.335,0.37,0.32,4.5,1150,,,,
BHPVZC,46.00,29/04/10,4:1,0.425,0.455,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.13,0.135,0.125,2.5,1050,,,,
BHPUMA,42.00,27/05/10,4:1,0.72,0.765,-,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.445,0.48,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.26,0.285,-,-,-,,,,
BHPWOJ,37.50,24/06/10,4:1,1.725,1.73,1.76,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.41,1.415,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.015,1.02,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.72,0.765,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.68,0.685,0.665,3.5,70,,,,
BHPVOD,45.00,24/06/10,4:1,0.475,0.48,0.51,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.485,0.515,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.315,0.32,0.315,3,250,,,,
BHPWMH,46.00,23/09/10,4:1,0.705,0.74,-,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.545,0.575,-,-,-,,,,
BlueScope Steel Last Sale Price $2.85,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.063,0.068,-,-,-,,,,
BSLVMA,3.00,25/03/10,2:1,0.001,-,0.15,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.001,0.011,0.001,-0.4,500,,,,
BSLUMA,3.00,27/05/10,1:1,0.15,0.17,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.27,0.275,0.265,2,2000,,,,
BSLWOC,3.00,24/06/10,2:1,0.125,0.13,-,-,-,,,,
Brambles Ltd Last Sale Price $7.55,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.23,0.235,-,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.12,0.125,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $56.70,,,,,,,,,,,,
CBAVMA,53.00,25/03/10,5:1,0.685,-,0.52,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,0.79,0.82,0.585,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.295,-,0.215,-,-,,,,
CBAVZM,55.00,25/03/10,5:1,0.40,0.43,-,-,-,,,,
CBAWOA,50.00,29/04/10,5:1,1.46,1.465,1.30,-,-,,,,
CBAWOB,55.00,29/04/10,5:1,0.595,0.60,0.60,14,1060,,,,
