Warrants Market - Daily,,,,,,,,,,,,
XAO 4664.9 at 16:38 21/9/2010  Report at 19:05 Tuesday 21/9/2010. Processed 19:24 Tuesday 21/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.64,,,,,,,,,,,,
AIOWMA,1.80,27/01/11,1:1,0.066,0.069,0.125,0.5,2000,,,,
AMP Ltd Last Sale Price $5.09,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.012,0.022,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.005,0.015,0.005,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.035,0.04,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.017,0.022,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.80,,,,,,,,,,,,
ANZVMB,20.00,23/09/10,4:1,0.945,-,0.935,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.45,-,0.39,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.315,0.33,0.36,-,-,,,,
ANZVMD,24.00,23/09/10,4:1,0.029,0.03,0.096,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.011,0.04,0.063,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.003,0.023,0.064,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.001,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.001,0.016,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
ANZVZG,25.00,28/10/10,4:1,0.053,0.064,-,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.505,0.51,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.285,0.29,0.32,-,400,,,,
ANZVZH,25.00,25/11/10,4:1,0.071,0.081,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.14,0.145,0.155,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.062,0.067,-,-,-,,,,
ANZVMF,21.00,27/01/11,4:1,0.865,0.87,-,-,-,,,,
ANZVMG,23.00,27/01/11,4:1,0.515,0.52,-,-,-,,,,
ANZVMH,25.00,27/01/11,4:1,0.265,0.275,0.315,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.18,0.19,0.175,-,-,,,,
ANZUMA,22.00,24/03/11,4:1,0.775,0.785,-,-,-,,,,
ANZUMB,24.00,24/03/11,4:1,0.49,0.495,0.485,-,-,,,,
ASX Ltd Last Sale Price $30.86,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
ASXUMD,31.00,24/03/11,4:1,0.575,0.585,-,-,-,,,,
Alumina Ltd Last Sale Price $1.87,,,,,,,,,,,,
AWCWMA,1.80,27/01/11,1:1,0.27,0.275,0.315,-,-,,,,
