Warrants Market - Daily,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:06 Friday 17/9/2010. Processed 22:50 Friday 17/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.64,,,,,,,,,,,,
AIOWMA,1.80,27/01/11,1:1,0.115,0.125,0.12,-,2000,,,,
AMP Ltd Last Sale Price $5.07,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.02,0.03,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.005,0.015,0.005,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.038,0.043,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.018,0.023,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.83,,,,,,,,,,,,
ANZVMB,20.00,23/09/10,4:1,0.95,-,0.935,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.455,-,0.39,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.36,0.365,0.36,-,21,,,,
ANZVMD,24.00,23/09/10,4:1,0.07,-,0.096,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.046,0.06,0.063,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.028,0.043,0.064,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.001,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,-,0.016,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
ANZVZG,25.00,28/10/10,4:1,0.06,0.074,-,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.54,0.545,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.31,0.315,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.16,0.165,0.155,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.073,0.078,-,-,-,,,,
ANZVMF,21.00,27/01/11,4:1,0.875,0.885,-,-,-,,,,
ANZVMG,23.00,27/01/11,4:1,0.54,0.55,-,-,-,,,,
ANZVMH,25.00,27/01/11,4:1,0.305,0.315,0.315,-15.5,25,,,,
ANZVMI,26.00,27/01/11,4:1,0.215,0.225,0.175,-,-,,,,
ANZUMA,22.00,24/03/11,4:1,0.795,0.81,-,-,-,,,,
ANZUMB,24.00,24/03/11,4:1,0.52,0.53,0.485,-,-,,,,
ASX Ltd Last Sale Price $30.52,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.004,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
ASXUMD,31.00,24/03/11,4:1,0.56,0.565,-,-,-,,,,
Alumina Ltd Last Sale Price $1.90,,,,,,,,,,,,
AWCWMA,1.80,27/01/11,1:1,0.29,0.30,0.315,-,-,,,,
AWE Ltd Last Sale Price $1.63,,,,,,,,,,,,
