Warrants Market - Daily,,,,,,,,,,,,
XAO 4706.7 at 16:47 20/11/2009  Report at 19:05 Friday 20/11/2009. Processed 19:18 Friday 20/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.33,,,,,,,,,,,,
AMPWMM,6.50,26/11/09,3:1,0.032,0.03,0.064,-,-,,,,
AMPWOF,6.25,17/12/09,3:1,0.10,0.12,0.11,-2,1600,,,,
AMPWOE,6.75,17/12/09,3:1,0.033,0.053,0.037,-1.1,1983,,,,
AMPWOA,6.00,25/02/10,3:1,0.205,0.21,0.215,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.092,0.097,0.105,-,-,,,,
ANZ Banking Grp Last Sale Price $21.75,,,,,,,,,,,,
ANZWMA,20.00,26/11/09,3:1,0.595,-,1.35,-,-,,,,
ANZWMF,22.00,26/11/09,3:1,0.11,-,0.32,-,-,,,,
ANZWZD,22.00,26/11/09,4:1,0.074,0.088,0.31,-,-
ANZWZC,25.00,26/11/09,4:1,0.001,-,0.041,-,-
ANZWOG,17.00,17/12/09,4:1,1.225,1.25,1.50,-,-
ANZWOI,21.00,17/12/09,4:1,0.325,0.40,0.315,-10.5,440
ANZWOH,23.00,17/12/09,4:1,0.074,0.079,0.072,-3.8,1878
ANZWZE,24.00,17/12/09,4:1,0.063,0.072,0.41,-,-
ANZWZF,26.00,17/12/09,4:1,0.035,0.044,-,-,-
ANZWZG,27.00,28/01/10,4:1,0.105,0.13,-,-,-
ANZWOK,24.50,25/02/10,4:1,0.17,0.18,0.165,-4.5,2776
ANZWOL,26.50,25/02/10,4:1,0.071,0.076,0.145,-,-
ANZWOJ,28.50,25/02/10,4:1,0.036,0.041,0.038,-2.7,700
ANZVMA,22.00,25/03/10,3:1,0.68,0.685,0.68,-,100
ANZVMB,24.00,25/03/10,3:1,0.395,0.40,-,-,-
ANZVME,26.00,29/04/10,3:1,0.29,0.295,0.29,-,31
ASX Ltd Last Sale Price $32.60,,,,,,,,
ASXWMC,35.00,26/11/09,4:1,0.023,0.03,0.05,-,-
ASXWMD,40.00,26/11/09,4:1,0.001,-,0.245,-,-
ASXVMA,33.00,25/03/10,4:1,0.64,0.645,-,-,-
ASXVMB,35.00,25/03/10,4:1,0.425,0.43,-,-,-
ASXVME,37.00,29/04/10,4:1,0.355,0.36,-,-,-
Billabong Intl Last Sale Price $10.12,,,,,,,,
BBGWMB,11.00,26/11/09,2:1,0.043,-,0.145,-,-
BHP Billiton Ltd Last Sale Price $40.03,,,,,,,,
BHPWMG,37.00,26/11/09,4:1,0.775,-,0.77,-,-
BHPVZK,38.00,26/11/09,4:1,0.575,-,0.88,-,-
BHPVZL,40.00,26/11/09,4:1,0.355,0.385,-,-,-
BHPWME,40.00,26/11/09,4:1,0.205,-,0.31,-,-
BHPWMF,42.00,26/11/09,4:1,0.049,0.14,0.14,-,-
BHPVZN,34.00,17/12/09,4:1,1.64,1.67,-,-,-
BHPWON,35.00,17/12/09,4:1,1.395,1.405,1.535,-,-
BHPVZM,36.00,17/12/09,4:1,1.255,1.285,-,-,-
BHPWOO,37.50,17/12/09,4:1,0.84,0.845,0.795,-15.5,30
BHPVOA,40.00,17/12/09,4:1,0.36,0.385,0.36,-9,200
BHPVOB,42.50,17/12/09,4:1,0.14,0.145,0.19,-,-
BHPWZA,40.00,28/01/10,4:1,0.98,1.01,-,-,-
BHPVZO,44.00,28/01/10,4:1,0.595,0.625,-,-,-
BHPWOC,37.00,25/02/10,4:1,1.255,1.26,1.065,-,-
BHPWOD,39.00,25/02/10,4:1,0.91,0.915,0.965,-,-
BHPWOE,41.00,25/02/10,4:1,0.66,0.665,-,-,-
BHPWOF,43.00,25/02/10,4:1,0.455,0.46,0.55,-,-
BHPVOC,45.00,25/02/10,4:1,0.305,0.31,0.29,-9.5,100
BHPVMA,37.00,25/03/10,4:1,1.395,1.40,-,-,-
BHPVMB,39.00,25/03/10,4:1,1.10,1.105,-,-,-
BHPVME,41.00,29/04/10,4:1,1.025,1.03,-,-,-
BlueScope Steel Last Sale Price $2.91,,,,,,,,
BSLWMC,3.50,26/11/09,1:1,0.001,-,0.14,-,-
BSLWOE,3.00,17/12/09,2:1,0.057,0.062,0.045,-1.6,500
BSLWOF,3.50,17/12/09,2:1,0.008,0.013,0.028,-,-
BSLVMA,3.25,25/03/10,2:1,0.11,0.115,-,-,-
Brambles Ltd Last Sale Price $6.52,,,,,,,,
BXBWMA,7.50,26/11/09,2:1,0.001,-,0.465,-,-
C'wlth Bank  of Aust  Last Sale Price $52.76,,,,,,,,
CBAWMC,46.00,26/11/09,5:1,1.355,-,1.88,-,-
CBAWMD,48.00,26/11/09,5:1,0.96,-,1.335,-,-
CBAVZF,53.00,26/11/09,5:1,0.295,0.325,1.375,-,-
CBAVZG,55.00,26/11/09,5:1,0.14,0.17,0.145,-5.5,200
CBAVZH,46.00,17/12/09,5:1,1.47,1.50,-,-,-
CBAWOH,47.50,17/12/09,5:1,1.105,1.175,1.155,-,-
CBAWOI,50.00,17/12/09,5:1,0.675,0.69,0.67,-5,1882
CBAVZI,52.00,17/12/09,5:1,0.65,0.68,0.74,-,-
CBAWOG,53.00,17/12/09,5:1,0.32,0.33,0.32,-5,350
CBAVZJ,50.00,28/01/10,5:1,1.225,1.255,-,-,-
CBAWOL,51.00,25/02/10,5:1,0.80,0.835,0.805,-8,1040
CBAWOJ,54.00,25/02/10,5:1,0.485,0.52,0.47,-7.5,250
CBAWOK,57.00,25/02/10,5:1,0.305,0.325,1.60,-,-
CBAVMA,53.00,25/03/10,5:1,0.905,0.91,-,-,-
CBAVMB,55.00,25/03/10,5:1,0.71,0.715,-,-,-
CBAVME,57.00,29/04/10,5:1,0.66,0.665,-,-,-
Computershare Ltd Last Sale Price $10.52,,,,,,,,
CPUWMB,10.50,26/11/09,2:1,0.125,-,-,-,-
CPUVMA,11.00,25/03/10,2:1,0.41,0.415,-,-,-
CSL Ltd Last Sale Price $31.53,,,,,,,,
CSLVZO,32.00,26/11/09,4:1,0.14,0.17,0.615,-,-
CSLWMA,34.00,26/11/09,4:1,0.011,-,0.135,-,-
CSLWZA,36.00,17/12/09,4:1,0.007,0.04,0.012,-,-
CSLWZB,32.00,28/01/10,4:1,0.36,0.40,0.53,-,-
CSLVMA,33.00,25/03/10,4:1,0.425,0.43,-,-,-
Fortescue Metals Grp Last Sale Price $4.22,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.18,0.185,-,-,-
Insurance Aust Grp Last Sale Price $3.92,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.125,0.13,0.125,-,6000
Incitec Pivot Last Sale Price $2.88,,,,,,,,
IPLWMB,3.50,26/11/09,2:1,0.001,-,0.11,-,-
IPLVMA,3.00,25/03/10,2:1,0.165,0.17,-,-,-
Lihir Gold Ltd Last Sale Price $3.58,,,,,,,,
LGLWMB,2.75,26/11/09,2:1,0.41,-,0.31,-,-
LGLWOB,3.25,17/12/09,2:1,0.185,0.19,0.185,-,-
LGLWOA,3.50,17/12/09,2:1,0.11,0.115,0.395,-,-
LGLWOC,3.75,17/12/09,2:1,0.064,0.069,-,-,-
LGLVMA,3.50,25/03/10,2:1,0.25,0.255,-,-,-
Macq Grp Ltd Last Sale Price $48.01,,,,,,,,
MQGVZD,60.00,26/11/09,5:1,0.001,-,0.032,-,-
MQGVZE,55.00,17/12/09,5:1,0.18,0.205,0.205,-7.5,239
MQGVZF,65.00,17/12/09,5:1,0.014,0.04,0.061,-,-
MQGWOB,50.00,25/02/10,6:1,0.66,0.67,0.69,-5.5,65
MQGWOC,60.00,25/02/10,6:1,0.205,0.215,0.21,-3.5,239
National Aust Bank Last Sale Price $28.69,,,,,,,,
NABWMD,26.00,26/11/09,5:1,0.54,-,0.88,-,-
NABWME,28.00,26/11/09,5:1,0.195,-,0.26,-,-
NABWMF,30.00,26/11/09,5:1,0.026,0.03,0.023,-1.7,100
NABWZC,30.00,26/11/09,4:1,0.085,0.10,0.23,-,-
NABWZE,31.00,26/11/09,4:1,0.047,0.061,0.84,-,-
NABWOH,26.00,17/12/09,4:1,0.795,0.825,0.725,-7,160
NABWOI,30.00,17/12/09,4:1,0.12,0.135,0.095,-3,700
NABWZF,30.00,17/12/09,4:1,0.18,0.205,0.225,-,-
NABWOG,32.50,17/12/09,4:1,0.021,0.026,0.06,-,-
NABWZG,34.00,17/12/09,4:1,0.054,0.063,-,-,-
NABWZH,32.00,28/01/10,4:1,0.33,0.36,-,-,-
NABWOJ,28.00,25/02/10,4:1,0.67,0.695,0.65,-,-
NABWOK,30.00,25/02/10,4:1,0.345,0.425,0.355,-5.5,80
NABWOL,32.00,25/02/10,4:1,0.225,0.24,0.22,-,-
NABVMA,29.00,25/03/10,5:1,0.51,0.515,-,-,-
NABVMB,31.00,25/03/10,5:1,0.34,0.345,-,-,-
NABVME,33.00,29/04/10,5:1,0.28,0.285,-,-,-
Newcrest Min Last Sale Price $35.84,,,,,,,,
NCMWMA,32.00,26/11/09,4:1,0.965,-,0.835,-,-
NCMVZA,35.00,26/11/09,4:1,0.38,0.41,0.42,-10,140
NCMWOA,33.00,17/12/09,4:1,0.895,0.91,0.945,6,6
NCMWOB,37.00,17/12/09,4:1,0.27,0.28,0.26,-6,65
NCMVZB,40.00,17/12/09,4:1,0.27,0.295,-,-,-
NCMVMA,35.00,25/03/10,4:1,1.15,1.16,-,-,-
NCMVMB,37.00,25/03/10,4:1,0.925,0.935,-,-,-
NCMVME,39.00,29/04/10,4:1,0.885,0.89,-,-,-
News Corp Last Sale Price $15.74,,,,,,,,
NWSWMA,15.00,26/11/09,4:1,0.21,-,0.31,-,-
NWSVMA,16.00,25/03/10,4:1,0.38,0.385,-,-,-
NWSVME,18.00,29/04/10,4:1,0.24,0.245,-,-,-
Origin Energy Last Sale Price $16.00,,,,,,,,
ORGWMA,16.00,26/11/09,4:1,0.068,-,0.255,-,-
Oil Search Ltd Last Sale Price $5.87,,,,,,,,
OSHWMA,6.00,26/11/09,2:1,0.053,-,0.07,-,-
OSHVMA,6.50,25/03/10,2:1,0.20,0.205,-,-,-
OSHVME,7.50,29/04/10,2:1,0.10,0.105,-,-,-
Paladin Energy Last Sale Price $4.22,,,,,,,,
PDNWMA,4.50,26/11/09,1:1,0.079,-,0.21,-,-
PDNVMA,4.00,25/03/10,2:1,0.355,0.36,-,-,-
