Warrants Market - Daily,,,,,,,,,,,,
XAO 4586.5 at 17:04 3/8/2010  Report at 19:05 Tuesday 3/8/2010. Processed 19:13 Tuesday 3/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.37,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.095,0.10,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.024,0.029,0.03,-,-,,,,
ANZ Banking Grp Last Sale Price $23.37,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.165,0.19,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.895,0.93,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.48,0.51,0.415,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.43,0.435,0.435,3.5,100,,,,
ANZVMD,24.00,23/09/10,4:1,0.185,0.205,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.175,0.20,0.30,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.175,0.175,0.17,-0.5,1700,,,,
ANZWMH,26.00,23/09/10,4:1,0.044,0.052,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.059,0.064,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.006,-,0.007,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,1.055,1.085,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.71,0.735,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.44,0.46,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.255,0.27,0.175,-,-,,,,
ASX Ltd Last Sale Price $29.73,,,,,,,,,,,,
