Warrants Market - Daily,,,,,,,,,,,,
XAO 4542.1 at 16:36 28/7/2010  Report at 19:05 Wednesday 28/7/2010. Processed 19:12 Wednesday 28/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.086,0.091,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.023,0.028,0.03,-,-,,,,
ANZ Banking Grp Last Sale Price $23.23,,,,,,,,,,,,
ANZVZD,24.00,28/07/10,4:1,0.001,0.04,-,-,-,,,,
ANZVZE,24.00,25/08/10,4:1,0.18,0.205,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.90,0.945,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.51,0.545,0.415,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.44,0.45,0.305,-,-,,,,
ANZVMD,24.00,23/09/10,4:1,0.225,0.25,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.305,0.33,-,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.185,0.19,0.185,2.5,1070,,,,
ANZWMH,26.00,23/09/10,4:1,0.078,0.091,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.068,0.073,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.018,-,0.095,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,1.06,1.105,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.725,0.765,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.465,0.495,0.47,6.5,25,,,,
ANZVMI,26.00,27/01/11,4:1,0.28,0.30,0.175,-,-,,,,
ASX Ltd Last Sale Price $29.00,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.05,0.057,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.002,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.50,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.20,,,,,,,,,,,,
BHPVZF,42.00,28/07/10,4:1,0.001,0.04,-,-,-,,,,
BHPVZG,40.00,25/08/10,4:1,0.525,0.555,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.415,1.42,1.40,43,72,,,,
BHPWOD,37.50,26/08/10,4:1,0.88,0.885,0.815,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.495,0.50,0.45,3,120,,,,
BHPWOF,41.00,26/08/10,4:1,0.305,0.31,0.29,3,320,,,,
BHPWON,43.00,26/08/10,4:1,0.14,0.145,0.13,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.063,0.068,0.058,-5.7,100,,,,
BHPVOA,47.50,26/08/10,4:1,0.023,0.025,0.019,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.655,1.70,1.61,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.885,0.92,0.665,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.53,0.56,0.365,-,-,,,,
BHPVZH,40.00,23/09/10,4:1,0.69,0.715,-,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.34,0.365,0.335,-,-,,,,
BHPVMG,44.00,23/09/10,4:1,0.145,0.16,0.125,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.10,0.11,0.105,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.058,0.066,0.052,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,1.06,1.09,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.80,0.83,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.61,0.635,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.41,0.43,0.41,-,-,,,,
BlueScope Steel Last Sale Price $2.40,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.115,0.12,0.12,-,2440,,,,
BSLWOE,2.65,26/08/10,2:1,0.033,0.038,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.185,0.195,0.185,-,-,,,,
Brambles Ltd Last Sale Price $5.45,,,,,,,,,,,,
