Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5214.9 at 2013-10-02T16:52:36. Report at Wednesday, October 2, 2013. Processed Thursday at 2013-10-03T01:00:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $30.90,
ANZVMA,30.00,24/10/13,4:1,.325,.35,.40,,,,
ANZVRD,30.00,24/10/13,4:1,.405,.41,.345,,,,
ANZVRE,30.00,28/11/13,4:1,.455,.46,,,,,
ANZVMB,31.00,19/12/13,4:1,.215,.24,.235,-2.5,230,,
ANZWOA,30.00,30/01/14,4:1,.515,.52,.555,,,,
ANZWOB,32.00,30/01/14,4:1,.285,.29,,,,,
,
BHP Billiton Last Sale Price $35.31,
BHPVRH,34.00,24/10/13,4:1,.55,.56,,,,,
BHPVRG,35.00,24/10/13,4:1,.385,.39,.51,,,,
BHPVMA,38.00,24/10/13,4:1,.024,.054,.04,-1,1450,,
BHPVRI,37.00,28/11/13,4:1,.365,.375,,,,,
BHPVMB,37.00,19/12/13,4:1,.275,.30,.32,,,,
BHPWOG,36.00,30/01/14,4:1,.69,.695,,,,,
BHPWOH,38.00,30/01/14,4:1,.47,.475,,,,,
BHPWOI,40.00,30/01/14,4:1,.305,.31,,,,,
,
C'wlth Bank of Aust Last Sale Price $71.67,
CBAVRD,74.00,24/10/13,4:1,.14,.145,.175,,,,
CBAVMA,75.00,24/10/13,4:1,.092,.115,.265,,,,
CBAVRE,75.00,28/11/13,4:1,.635,.64,,,,,
CBAVMB,75.00,19/12/13,4:1,.395,.435,.40,+1.5,150,,
CBAWOA,74.00,30/01/14,5:1,.82,.825,.81,,,,
CBAWOB,77.00,30/01/14,5:1,.585,.59,,,,,
,
Fortescue Metals Grp Last Sale Price $4.78,
FMGVRC,4.00,24/10/13,2:1,.42,.43,.245,,,,
FMGVRA,4.75,28/11/13,2:1,.245,.255,,,,,
FMGWOA,4.50,30/01/14,3:1,.29,.295,,,,,
FMGWOB,5.00,30/01/14,3:1,.205,.21,,,,,
,
Fonterra S/H Fund Last Sale Price $6.23,
FSFWCA,3.00,27/02/14,1:1,3.10,,,,,,
,
Macquarie Grp Last Sale Price $48.23,
MQGVRC,47.00,28/11/13,4:1,.845,.86,.845,+.5,200,,
MQGWOA,49.00,30/01/14,4:1,.93,.935,1.045,,,,
MQGWOB,52.00,30/01/14,4:1,.64,.645,.645,,,,
,
