Warrants Market - Daily,,,,,,,,,,,,
XAO 4694.9 at 16:36 1/3/2010  Report at 19:05 Monday 1/3/2010. Processed 19:39 Monday 1/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.98,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.125,0.13,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.065,0.07,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $23.59,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.595,0.62,0.33,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.32,0.35,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.205,0.225,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.185,0.215,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.27,0.275,0.18,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.435,0.465,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.125,0.13,0.12,8.5,300,,,,
ANZVME,26.00,29/04/10,3:1,0.155,0.17,0.05,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.049,0.054,0.041,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.155,1.16,1.11,16,20,,,,
ANZWOD,23.00,24/06/10,4:1,0.455,0.46,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.29,0.295,-,-,-,,,,
ASX Ltd Last Sale Price $35.90,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.16,0.17,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.05,0.055,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.10,0.105,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.98,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.065,1.105,1.00,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.415,0.445,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.16,0.175,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.245,0.275,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.415,1.42,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,0.93,0.935,1.075,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.59,0.595,0.58,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.64,0.665,0.625,-17.5,2000,,,,
BHPWOH,43.50,29/04/10,4:1,0.25,0.275,0.275,2.5,2150,,,,
BHPVZC,44.00,29/04/10,4:1,0.62,0.65,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.135,0.185,0.135,-,1188,,,,
BHPWOJ,37.50,24/06/10,4:1,1.42,1.425,-,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.175,1.18,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.875,0.88,0.79,-,-,,,,
