Warrants Market - Daily,,,,,,,,,,,,
XAO 4665.9 at 16:35 24/2/2010  Report at 19:05 Wednesday 24/2/2010. Processed 19:27 Wednesday 24/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.99,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.016,-,0.08,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.001,-,0.019,-,-,,,,
AMPWOC,6.25,27/05/10,3:1,0.14,0.145,0.14,-,72,,,,
AMPWOD,6.75,27/05/10,3:1,0.083,0.088,0.095,-,-,,,,
ANZ Banking Grp Last Sale Price $22.52,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.12,0.15,0.10,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.001,-,0.003,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,-,0.001,-,250,,,,
ANZWOJ,28.50,25/02/10,4:1,-,-,0.001,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.375,0.42,0.38,-7,360,,,,
ANZWZJ,23.00,25/03/10,4:1,0.20,0.23,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.115,0.14,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.105,0.135,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.175,0.18,0.18,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.325,0.355,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.079,0.084,0.035,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.10,0.12,0.05,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.032,0.037,0.041,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,0.96,0.965,0.95,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.345,0.35,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.21,0.215,-,-,-,,,,
ASX Ltd Last Sale Price $36.61,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.175,0.205,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.061,0.074,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.105,0.12,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.88,,,,,,,,,,,,
BHPWOC,37.00,25/02/10,4:1,0.955,-,0.995,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.455,-,0.465,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.04,-,0.33,-,-,,,,
BHPWOF,43.00,25/02/10,4:1,0.001,0.001,0.001,-1.3,1000,,,,
BHPVOC,45.00,25/02/10,4:1,0.001,0.001,0.001,-,430,,,,
BHPWZB,46.00,25/02/10,4:1,0.001,0.04,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.01,1.06,1.10,5,40,,,,
BHPVZA,42.00,25/03/10,4:1,0.405,0.435,0.475,-,700,,,,
BHPVMB,43.00,25/03/10,4:1,0.155,0.175,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.245,0.275,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.33,1.335,1.275,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,0.87,0.875,1.075,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.56,0.565,0.58,-19,100,,,,
BHPVME,41.00,29/04/10,4:1,0.605,0.635,0.80,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.245,0.25,0.25,-10.5,2752,,,,
BHPVZC,44.00,29/04/10,4:1,0.595,0.625,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.125,0.165,0.145,-4.5,164,,,,
BHPWOJ,37.50,24/06/10,4:1,1.35,1.355,-,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.115,1.125,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.825,0.83,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.58,0.585,-,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.42,0.43,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.305,0.31,-,-,-,,,,
BlueScope Steel Last Sale Price $2.44,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.026,0.031,-,-,-,,,,
BSLVMA,3.00,25/03/10,2:1,0.002,-,0.15,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.011,0.016,0.027,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.155,0.16,-,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.067,0.072,-,-,-,,,,
Brambles Ltd Last Sale Price $7.19,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.185,0.19,-,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.11,0.115,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $54.00,,,,,,,,,,,,
CBAWOJ,54.00,25/02/10,5:1,0.095,0.12,0.12,-2.5,107,,,,
CBAVZK,55.00,25/02/10,5:1,0.031,0.045,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.001,0.001,0.001,-0.8,430,,,,
CBAWOL,60.00,25/02/10,5:1,-,-,0.015,-,-,,,,
CBAVMA,53.00,25/03/10,5:1,0.51,0.605,0.52,-4.5,17,,,,
CBAVZL,53.00,25/03/10,5:1,0.585,0.615,0.475,-,-,,,,
