Warrants Market - Daily,,,,,,,,,,,,
XAO 4789.3 at 16:47 3/12/2009  Report at 19:05 Thursday 3/12/2009. Processed 19:23 Thursday 3/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.25,,,,,,,,,,,,
AMPWOF,6.25,17/12/09,3:1,0.06,0.065,0.056,-,-,,,,
AMPWOE,6.75,17/12/09,3:1,0.011,-,0.044,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.17,0.175,0.16,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.068,0.073,0.065,-0.4,1626,,,,
ANZ Banking Grp Last Sale Price $22.20,,,,,,,,,,,,
ANZWOG,17.00,17/12/09,4:1,1.315,1.325,1.50,-,-,,,,
ANZWOI,21.00,17/12/09,4:1,0.35,0.355,0.285,-,-,,,,
ANZWOH,23.00,17/12/09,4:1,0.057,0.062,0.062,-,-,,,,
ANZWZF,23.00,17/12/09,4:1,0.095,0.105,-,-,-
ANZWZE,24.00,17/12/09,4:1,0.036,0.041,0.41,-,-
ANZWZG,25.00,28/01/10,4:1,0.115,0.145,-,-,-
ANZWZH,22.00,25/02/10,4:1,0.465,0.49,0.505,-,-
ANZWOK,24.50,25/02/10,4:1,0.165,0.17,0.16,-1,63
ANZWOL,26.50,25/02/10,4:1,0.071,0.076,0.075,-,-
ANZWOJ,28.50,25/02/10,4:1,0.033,0.038,0.038,-,-
ANZVMA,22.00,25/03/10,3:1,0.705,0.72,0.66,-,-
ANZVMB,24.00,25/03/10,3:1,0.405,0.435,0.42,-,70
ANZVME,26.00,29/04/10,3:1,0.30,0.325,0.315,-,-
ASX Ltd Last Sale Price $33.33,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.67,0.72,0.685,-3.5,50
ASXVMB,35.00,25/03/10,4:1,0.445,0.485,-,-,-
ASXVME,37.00,29/04/10,4:1,0.37,0.40,-,-,-
BHP Billiton Ltd Last Sale Price $42.47,,,,,,,,
BHPWON,35.00,17/12/09,4:1,1.895,1.895,1.84,43,250
BHPWOO,37.50,17/12/09,4:1,1.27,1.275,1.23,8.5,98
BHPVOA,40.00,17/12/09,4:1,0.69,0.695,0.63,4,218
BHPVZN,42.00,17/12/09,4:1,0.43,0.46,-,-,-
BHPVOB,42.50,17/12/09,4:1,0.24,0.245,0.22,3.5,1434
BHPVZM,44.00,17/12/09,4:1,0.215,0.245,-,-,-
BHPWZA,40.00,28/01/10,4:1,1.115,1.14,0.895,-,-
BHPVZO,44.00,28/01/10,4:1,0.60,0.625,-,-,-
BHPWOC,37.00,25/02/10,4:1,1.59,1.595,1.335,-,-
BHPWOD,39.00,25/02/10,4:1,1.185,1.19,1.135,3.5,45
BHPWOE,41.00,25/02/10,4:1,0.87,0.875,0.685,-,-
BHPWOF,43.00,25/02/10,4:1,0.60,0.605,0.535,-,-
BHPVOC,45.00,25/02/10,4:1,0.43,0.435,0.425,12.5,195
BHPWZB,46.00,25/02/10,4:1,0.60,0.625,-,-,-
BHPVMA,37.00,25/03/10,4:1,1.785,1.845,-,-,-
BHPVMB,39.00,25/03/10,4:1,1.44,1.495,-,-,-
BHPVME,41.00,29/04/10,4:1,1.32,1.365,1.285,22,50
BlueScope Steel Last Sale Price $2.88,,,,,,,,
BSLWOE,3.00,17/12/09,2:1,0.027,0.032,0.038,-,-
BSLWOF,3.50,17/12/09,2:1,0.001,0.005,0.028,-,-
BSLVMA,3.25,25/03/10,2:1,0.091,0.105,0.096,-0.9,500
C'wlth Bank  of Aust  Last Sale Price $54.11,,,,,,,,
CBAVZH,46.00,17/12/09,5:1,1.63,-,1.515,-,-
CBAWOH,47.50,17/12/09,5:1,1.35,1.37,0.905,-,-
CBAWOI,50.00,17/12/09,5:1,0.865,0.885,0.91,-10.5,300
CBAVZI,52.00,17/12/09,5:1,0.585,0.61,0.74,-,-
CBAWOG,53.00,17/12/09,5:1,0.37,0.39,0.465,-1,251
CBAVZJ,50.00,28/01/10,5:1,1.175,1.20,-,-,-
CBAWOL,51.00,25/02/10,5:1,0.935,0.94,0.92,-8,3960
CBAWOJ,54.00,25/02/10,5:1,0.55,0.555,0.545,-8.5,50
CBAVZK,55.00,25/02/10,5:1,0.78,0.805,-,-,-
CBAWOK,57.00,25/02/10,5:1,0.345,0.35,0.37,-,-
CBAVMA,53.00,25/03/10,5:1,0.975,1.045,1.08,-,-
CBAVMB,55.00,25/03/10,5:1,0.765,0.83,0.775,-9.5,33
