Warrants Market - Daily,,,,,,,,,,,,
XAO 5011.6 at 16:37 12/4/2010  Report at 19:05 Monday 12/4/2010. Processed 21:09 Monday 12/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.87,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.052,0.055,-,-,-,,,,
AMP Ltd Last Sale Price $6.42,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.13,0.135,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.059,0.064,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.36,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.485,0.49,0.485,1,200,,,,
ANZVZA,24.00,29/04/10,4:1,0.445,0.475,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.17,0.175,0.18,2.5,500,,,,
ANZVME,26.00,29/04/10,3:1,0.10,0.105,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.022,0.027,0.026,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.63,0.635,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.255,0.26,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.06,0.063,0.059,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.077,0.091,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.625,0.63,0.595,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.47,0.475,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.365,0.37,0.375,2.5,220,,,,
ANZWMB,26.00,24/06/10,4:1,0.195,0.20,0.20,-,250,,,,
ANZWOF,26.00,24/06/10,4:1,0.175,0.18,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.385,0.39,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.215,0.22,-,-,-,,,,
ASX Ltd Last Sale Price $34.12,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.094,0.097,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.069,0.072,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $44.45,,,,,,,,,,,,
BHPWOG,40.50,29/04/10,4:1,1.025,1.04,0.915,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.925,0.93,0.99,-,-,,,,
BHPWOA,42.50,29/04/10,4:1,0.61,0.62,1.295,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.385,0.395,0.385,5.5,2220,,,,
BHPWOB,44.50,29/04/10,4:1,0.285,0.295,1.235,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.315,0.345,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.095,0.094,0.09,1.7,105,,,,
BHPUMA,42.00,27/05/10,4:1,0.85,0.855,-,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.515,0.52,-,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.50,0.53,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.28,0.285,0.28,3,160,,,,
BHPWOK,39.00,24/06/10,4:1,1.60,1.615,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.175,1.19,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.84,0.845,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.785,0.795,0.70,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.525,0.535,0.56,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.555,0.56,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.32,0.33,0.29,-,-,,,,
BHPWOJ,48.50,24/06/10,4:1,0.225,0.235,1.76,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.80,0.805,0.805,5.5,100,,,,
BHPWMI,48.00,23/09/10,4:1,0.595,0.60,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.95,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.165,0.17,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.275,0.28,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.12,0.125,-,-,-,,,,
Brambles Ltd Last Sale Price $7.26,,,,,,,,,,,,
