Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4753.0 at 2011-05-17T16:38:23. Report at Tuesday, May 17, 2011. Processed Wednesday at 2011-05-18T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Last Sale Price $1.54,
AIOVMA,1.80,23/06/11,1:1,.005,,.07,,,,
,
Amcor Last Sale Price $6.91,
AMCTMC,4.50,23/06/11,1:1,2.44,2.46,2.92,,,,
,
AMP Last Sale Price $5.23,
AMPTMC,3.50,23/06/11,1:1,1.74,1.77,,,,,
,
ANZ Banking Grp Last Sale Price $22.49,
ANZWOG,23.00,26/05/11,4:1,.052,.057,.051,+.6,2501,,
ANZVZL,25.00,26/05/11,4:1,,.04,,,,,
ANZWOH,25.00,26/05/11,4:1,.011,.021,.017,,,,
ANZWOI,27.00,26/05/11,4:1,.01,.02,.015,,,,
ANZTMA,17.00,23/06/11,1:1,5.58,,8.24,,,,
ANZTMC,17.00,23/06/11,1:1,5.63,5.68,5.52,,,,
ANZVMA,23.00,23/06/11,4:1,.13,.145,.36,,,,
ANZVMB,25.00,23/06/11,4:1,.026,,.055,,,,
ANZVZM,25.00,23/06/11,4:1,.006,.04,.085,,,,
ANZVZN,26.00,23/06/11,4:1,.001,.04,.19,,,,
ANZVMC,27.00,23/06/11,4:1,.001,,.055,,,,
ANZWOJ,23.00,28/07/11,4:1,.28,.285,.265,,,,
ANZWOK,25.00,28/07/11,4:1,.11,.115,.099,,,,
ANZWOL,27.00,28/07/11,4:1,.035,.04,,,,,
,
ASX Last Sale Price $31.40,
ASXTMC,20.50,23/06/11,1:1,11.15,11.30,,,,,
,
Alumina Last Sale Price $2.34,
AWCTMC,1.00,23/06/11,1:1,1.32,,1.46,,,,
AWCVMA,2.50,23/06/11,1:1,.065,.082,.165,,,,
,
BHP Billiton Last Sale Price $44.15,
BHPVZN,48.00,26/05/11,4:1,.001,.04,.59,,,,
BHPTMC,25.00,23/06/11,1:1,19.22,19.44,19.34,-20,200,,
BHPTMD,31.00,23/06/11,1:1,13.23,13.47,15.93,,,,
BHPVMA,38.00,23/06/11,4:1,1.635,1.685,,,,,
BHPVMB,42.00,23/06/11,4:1,.805,.855,.73,,,,
BHPWOA,45.00,23/06/11,4:1,.36,.365,.365,+7,1210,,
BHPWOB,47.00,23/06/11,4:1,.20,.215,.195,+3,100,,
BHPWZB,47.00,23/06/11,4:1,.115,.125,.088,,,,
BHPVMC,48.00,23/06/11,4:1,.11,.125,.086,,,,
BHPWOG,49.00,23/06/11,4:1,.088,.093,.10,,,,
BHPWZA,49.00,23/06/11,4:1,.031,.04,.06,,,,
BHPVMD,50.00,23/06/11,4:1,.051,.061,.17,,,,
BHPWOH,51.00,23/06/11,4:1,.039,.044,.047,,,,
BHPVME,53.00,23/06/11,4:1,.014,,.20,,,,
BHPWOI,46.00,25/08/11,4:1,.605,.61,.60,-1,30,,
BHPWOJ,48.00,25/08/11,4:1,.405,.41,,,,,
BHPWOK,50.00,25/08/11,4:1,.26,.265,.305,,,,
BHPWOL,52.00,25/08/11,4:1,.12,.16,.16,+.5,40,,
,
Boart Longyear Last Sale Price $4.39,
BLYTMC,2.00,23/06/11,1:1,2.36,,2.61,,,,
BLYVMA,4.50,23/06/11,1:1,.195,.22,.23,,,,
,
Bank of Qld Last Sale Price $9.04,
BOQTMC,6.00,23/06/11,1:1,3.09,3.13,,,,,
,
BlueScope Steel Last Sale Price $1.50,
BSLTMC,1.50,23/06/11,1:1,.12,.135,.225,,,,
BSLWOE,2.25,23/06/11,2:1,.011,.016,.059,,,,
BSLWOF,2.75,23/06/11,2:1,,,,,,,
BSLWOG,1.90,25/08/11,2:1,.028,.033,.067,,,,
BSLWOH,2.25,25/08/11,2:1,.014,.019,,,,,
,
Brambles Last Sale Price $7.00,
BXBTMC,4.00,23/06/11,1:1,3.02,3.05,,,,,
,
C'wlth Bank of Aust Last Sale Price $51.89,
CBAWOA,51.00,26/05/11,5:1,.295,.30,.61,,,,
CBAWOB,54.00,26/05/11,5:1,.039,.044,.039,-2,100,,
CBAVZK,56.00,26/05/11,4:1,,,.049,,,,
CBAWOC,57.00,26/05/11,5:1,,,.205,,,,
CBATME,34.00,23/06/11,1:1,18.06,18.21,,,,,
CBATMD,42.00,23/06/11,1:1,10.10,10.24,,,,,
CBAVMA,48.00,23/06/11,4:1,1.145,1.18,1.18,,,,
CBAVMB,51.00,23/06/11,4:1,.58,.605,,,,,
CBAVMC,53.00,23/06/11,4:1,.30,.32,,,,,
CBAVME,54.00,23/06/11,4:1,.20,.215,,,,,
CBAVZM,54.00,23/06/11,4:1,.13,.14,.39,,,,
CBAVZL,55.00,23/06/11,4:1,.066,.073,,,,,
