Warrants Market - Daily,,,,,,,,,,,,
XAO 4563.0 at 16:38 10/8/2010  Report at 19:05 Tuesday 10/8/2010. Processed 19:24 Tuesday 10/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.52,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.12,0.125,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.025,0.03,0.03,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.095,0.10,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.05,0.055,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.63,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.072,0.077,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.74,0.755,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.35,0.36,0.455,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.29,0.295,0.305,-5.5,800,,,,
ANZVMD,24.00,23/09/10,4:1,0.105,0.11,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.095,0.10,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.091,0.096,0.10,-3,620,,,,
ANZWMH,26.00,23/09/10,4:1,0.017,0.03,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.027,0.032,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.425,0.43,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.25,0.255,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.135,0.14,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.068,0.073,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.92,0.93,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.595,0.605,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.355,0.36,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.19,0.20,0.205,-2,100,,,,
ASX Ltd Last Sale Price $29.95,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.041,0.044,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.56,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.73,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.46,0.485,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.405,1.41,1.57,-10.5,162,,,,
BHPWOD,37.50,26/08/10,4:1,0.82,0.825,0.815,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.41,0.415,0.58,-,-,,,,
BHPWOF,41.00,26/08/10,4:1,0.21,0.215,0.25,-11.5,1770,,,,
BHPWON,43.00,26/08/10,4:1,0.065,0.07,0.135,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.017,0.022,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.006,0.011,0.02,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.72,1.725,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.84,0.845,0.96,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.50,0.515,0.63,-,-,,,,
BHPVZH,40.00,23/09/10,4:1,0.45,0.475,-,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.255,0.27,0.31,-3.5,150,,,,
BHPVMG,44.00,23/09/10,4:1,0.11,0.12,0.12,-2.5,370,,,,
BHPWMH,46.00,23/09/10,4:1,0.054,0.059,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.013,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,1.335,1.34,-,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,0.955,0.96,-,-,-,,,,
BHPWOG,40.00,28/10/10,4:1,0.64,0.645,-,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.395,0.40,-,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.24,0.245,0.33,-,-,,,,
BHPVOB,39.00,23/12/10,4:1,1.05,1.055,-,-,-,,,,
BHPVOC,42.00,23/12/10,4:1,0.655,0.66,-,-,-,,,,
BHPVOF,46.00,23/12/10,4:1,0.305,0.31,-,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,1.065,1.08,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.805,0.82,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.605,0.615,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.40,0.41,0.415,-4.5,1200,,,,
BlueScope Steel Last Sale Price $2.39,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.10,0.105,0.125,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.02,0.025,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.165,0.17,0.195,-,-,,,,
Brambles Ltd Last Sale Price $5.36,,,,,,,,,,,,
BXBWOC,7.25,26/08/10,3:1,0.001,0.011,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,-,0.011,-,-,-,,,,
BXBVME,5.00,23/09/10,1:1,0.515,0.53,0.57,-3.5,400,,,,
