Warrants Market - Daily,,,,,,,,,,,,
XAO 4465.4 at 16:35 16/8/2010  Report at 19:05 Monday 16/8/2010. Processed 19:22 Monday 16/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.069,0.074,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.009,0.014,0.03,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.061,0.066,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.031,0.036,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.16,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.02,0.04,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.645,0.65,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.285,0.29,0.455,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.195,0.20,0.18,-1,400,,,,
ANZVMD,24.00,23/09/10,4:1,0.084,0.087,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.036,0.045,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.049,0.054,0.049,-0.5,1000,,,,
ANZWMH,26.00,23/09/10,4:1,0.014,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.014,0.019,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.355,0.36,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.195,0.20,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.10,0.105,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.049,0.054,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.835,0.84,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.535,0.54,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.315,0.32,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.175,0.18,0.175,-,-,,,,
ASX Ltd Last Sale Price $29.12,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.01,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.45,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.00,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.27,0.305,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.235,1.245,1.225,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.645,0.655,0.63,-7.5,582,,,,
BHPWOE,39.50,26/08/10,4:1,0.255,0.26,0.265,-6.5,100,,,,
BHPWOF,41.00,26/08/10,4:1,0.09,0.095,0.11,-,-,,,,
BHPWON,43.00,26/08/10,4:1,0.017,0.022,0.135,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.005,0.01,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.001,0.011,0.02,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.545,1.55,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.685,0.69,0.66,-30,1800,,,,
BHPVMF,40.00,23/09/10,4:1,0.37,0.375,0.405,-,-,,,,
BHPVZH,40.00,23/09/10,4:1,0.285,0.325,0.30,-7,185,,,,
BHPUMJ,42.00,23/09/10,4:1,0.165,0.17,0.165,-4.5,400,,,,
BHPVMG,44.00,23/09/10,4:1,0.06,0.063,0.056,-1.7,860,,,,
BHPWMH,46.00,23/09/10,4:1,0.018,-,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.003,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,1.175,1.18,1.125,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,0.815,0.82,0.77,-,-,,,,
BHPWOG,40.00,28/10/10,4:1,0.52,0.525,-,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.305,0.31,-,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.17,0.175,0.33,-,-,,,,
