Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4939.5 at 16:36 5/1/2010  Report at 19:05 Tuesday 5/1/2010. Processed 20:41 Tuesday 5/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.70,2.70,ONT,1300 Smiles Ltd,2.70,,37,2.67,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.16,,-,0.16,0.18,-,,-,-0.10,-,1.07,15.0
0.09,0.015,0.018,0.018,FCS,4C Sec Solution,0.018,0.2,1111,0.016,0.021,-,,-,0.03,-,-4.2,-
0.48,0.191,0.465,0.45,ABP,Abacus Prop stpld,0.465,1,43315,0.46,0.465,5.75,,-,0.62,12.37,-11.81,-
0.44,0.43,0.44,0.44,ABPNA,  new,0.44,0.5,500,0.44,0.445,-,,-,-,-,-,-
1.44,0.90,-,-,ALR,Aberdeen Leaders,1.40,,-,1.385,1.40,9,f,-,1.45,6.43,-21.34,-
2.54,0.42,2.18,2.14,ACR,Acrux Ltd,2.18,3,849,2.18,2.20,-,,-,0.09,-,-4.84,-
0.10,0.017,0.05,0.05,ACW,Actinogen Ltd,0.05,,920,0.05,0.085,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.014,0.014,ACU,Acuvax Ltd,0.014,-0.2,1028,0.014,0.019,-,,-,-,-,-0.43,-
0.84,0.325,0.58,0.555,ADA,Adacel Tech,0.56,1,190,0.555,0.59,-,,-,0.22,-,8.2,6.8
0.34,0.165,-,-,AAU,Adcorp Aust,0.235,,-,0.235,0.245,1,,0.45,0.08,4.26,0.45,52.2
3.01,1.445,2.74,2.71,ABC,Adelaide Brighton,2.72,-1,12333,2.71,2.72,14,f,1.49,1.15,5.15,20.8,13.1
1.76,1.10,-,-,AYT,Adelaide Managed unt,1.335,,-,1.35,1.40,15.47,,0.81,1.81,11.59,12.59,10.6
0.142,0.058,0.065,0.065,ADQ,ADG Global Supply,0.065,0.5,85,0.046,0.065,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,0.002,-,-,,-,-,-,-,-
0.016,0.004,0.01,0.01,ADL,Admerex Ltd,0.01,0.1,3190,0.009,0.01,-,,-,0.01,-,-2.68,-
