Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4686.5 at 16:47 9/11/2009  Report at 19:05 Monday 9/11/2009. Processed 19:28 Monday 9/11/2009.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.00,2.20,-,-,ONT,1300 Smiles Ltd,2.73,,-,2.65,2.70,11.4,f,1.64,0.13,4.18,18.7,14.6,
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.18,,-,0.17,0.18,-,,-,-0.10,-,1.07,16.8,
0.09,0.015,-,-,FCS,4C Sec Solution,0.022,,-,0.022,0.045,-,,-,0.03,-,-4.2,-,
0.48,0.147,0.43,0.41,ABP,Abacus Prop stpld,0.43,2,29108,0.425,0.43,7.75,,-,0.62,18.02,-11.81,-,
1.44,0.90,1.36,1.35,ALR,Aberdeen Leaders,1.355,,450,1.34,1.355,9,f,-,1.47,6.64,-21.34,-,
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.015,-,-,,-,-0.01,-,-0.33,-,
2.20,0.38,2.20,2.09,ACR,Acrux Ltd,2.20,14,7280,2.19,2.20,-,,-,0.09,-,-4.84,-,
0.10,0.017,-,-,ACW,Actinogen Ltd,0.059,,-,0.059,0.062,-,,-,0.05,-,-2.32,-,
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-,
0.05,0.016,0.019,0.019,ACU,Acuvax Ltd,0.019,,6779,0.019,0.02,-,,-,-,-,-0.43,-,
0.84,0.30,-,-,ADA,Adacel Tech,0.53,,-,0.535,0.55,-,,-,0.22,-,8.2,6.5
0.345,0.165,0.295,0.295,AAU,Adcorp Aust,0.295,,100,0.285,0.295,1,,0.45,0.08,3.39,0.45,65.6
3.01,1.445,2.78,2.71,ABC,Adelaide Brighton,2.77,5,8542,2.75,2.78,14,f,1.49,1.15,5.05,20.8,13.3
1.76,1.10,-,-,AYT,Adelaide Managed unt,1.315,,-,1.315,1.365,15.47,,0.81,1.78,11.76,12.59,10.4
0.20,0.061,-,-,ADQ,ADG Global Supply,0.083,,-,0.083,0.09,-,,-,-,-,-8.68,-
0.03,0.004,0.013,0.013,ADL,Admerex Ltd,0.013,,100,0.013,0.015,-,,-,0.01,-,-2.68,-
3.22,1.65,3.22,3.22,ADG,Adtrans Grp,3.22,,10,3.18,3.22,16,f,1.74,2.37,4.97,27.9,11.5
0.012,0.003,0.009,0.009,ASC,Adultshop Com,0.009,,4482,0.008,0.009,-,,-,0.04,-,-0.28,-
0.002,0.002,-,-,ASCO,  opt dec11,0.002,,-,0.002,0.003,-,,-,-,-,-,-
0.038,0.005,0.032,0.03,ABV,Adv Braking Tech,0.032,0.2,1170,0.03,0.032,-,,-,0.01,-,-0.36,-
0.62,0.28,0.595,0.595,AMT,Adv Surg Dsgn & Mnft,0.595,,103,0.595,0.625,-,,-,0.20,-,-2.9,-
0.08,0.02,0.08,0.07,AES,Advanced Energy,0.08,1.7,63,0.062,0.08,-,,-,0.01,-,-0.06,-
0.10,0.031,0.067,0.062,ACE,Advanced Engine,0.067,0.7,1000,0.057,0.067,-,,-,-0.04,-,-1.9,-
0.124,0.013,0.057,0.057,ANM,Advanced Magnesium,0.057,,39,0.057,0.059,-,,-,0.01,-,-3.07,-
0.31,0.15,-,-,ASW,Advanced Share,0.31,,-,0.295,0.35,2,f,1.05,0.09,6.45,2.1,14.8
0.185,0.05,0.13,0.13,AEI,Aeris Environmental,0.13,,1000,0.11,0.13,-,,-,0.01,-,-2.31,-
1.67,0.545,-,-,AVE,Aevum Ltd,1.35,,-,1.35,1.395,4,,-,2.07,2.96,-9.7,-
0.001,0.001,0.001,0.001,AFT,AFT Corp,0.001,,5000,0.001,0.001,-,,-,-,-,-0.03,-
15.80,12.83,13.90,13.61,AGK,AGL Energy Ltd,13.72,19,16024,13.72,13.80,54,f,6.63,6.00,3.94,358,3.8
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.15,,-,0.155,0.17,2.42,,-,0.38,16.13,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.45,,-,2.25,2.40,5,,3.56,3.31,2.04,17.79,13.8
0.22,0.04,0.20,0.19,AGI,Ainsworth Game Tech,0.20,0.5,551,0.19,0.20,-,,-,0.02,-,-4.45,-
1.12,0.55,1.06,1.02,AIZ,Air New Zealand fpo nz,1.02,,24,1.02,1.06,5.22,,0.31,1.18,5.12,1.61,63.4
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.11,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,4.70,4.38,AJL,AJ Lucas Grp,4.48,8,981,4.43,4.60,10.5,f,23.78,2.11,2.34,249.7,1.8
0.765,0.095,0.69,0.655,ACL,Alchemia Ltd,0.655,-4.5,2149,0.655,0.665,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,44.00,,-,-,46.00,31.58,,-,-,0.72,-251.67,-
2.36,1.416,2.19,2.18,LEP,ALE Prop Grp stpld,2.19,,1150,2.17,2.19,30,,1.05,3.08,13.70,31.51,7.0
6.03,0.60,5.00,4.75,ALS,Alesco Corp,4.96,20,4294,4.91,4.96,7,f,-,0.49,1.41,-13.94,-
0.285,0.10,0.145,0.135,ABQ,Allied Brands Ltd,0.145,-0.5,3610,0.14,0.145,0.5,f,5.60,0.05,3.45,2.8,5.2
0.07,0.001,-,-,ABQO,  opt dec10,0.005,,-,0.003,0.10,-,,-,-,-,-,-
0.078,0.017,0.068,0.063,AMA,Allomak Ltd,0.068,,2225,0.063,0.069,2.1,,-,-0.23,30.88,-43.5,-
0.09,0.015,-,-,AEA,Altera Res Ltd,0.05,,-,0.049,0.05,-,,-,-,-,-3.25,-
1.45,0.575,1.01,1.01,AIQ,Alternative Invest unt,1.01,-1,6,1.00,1.02,47,,-,1.45,46.53,-33.96,-
0.675,0.245,0.27,0.265,ALU,Altium Ltd,0.27,1.5,434,0.255,0.29,2,,-,0.12,7.41,-0.47,-
6.15,3.598,6.00,5.82,AHD,Amalgamated Hldgs,5.94,14,197,5.94,5.98,32,f,1.67,4.48,5.39,53.5,11.1
1.65,1.58,1.65,1.58,AHDR,  rts23novd,1.60,-5,20,1.60,1.70,-,,-,-,-,-,-
0.52,0.32,-,-,AMO,Ambertech Ltd,0.49,,-,0.49,0.52,3.5,f,1.69,0.57,7.14,5.9,8.3
0.38,0.096,0.36,0.36,AMB,Ambition Grp Ltd,0.36,1,13,0.36,0.385,1.5,,-,0.13,4.17,-52.3,-
0.72,0.43,0.68,0.68,AMH,Amcil Ltd,0.68,,254,0.67,0.69,2,f,1.31,0.72,2.94,2.63,25.9
0.25,0.096,0.225,0.215,AMM,Amcom Telecomm,0.215,-0.5,1783,0.215,0.22,0.8,f,2.81,0.18,3.72,2.25,9.6
0.055,0.002,0.046,0.043,AMMO,  opt dec09,0.045,-0.1,4300,0.045,0.046,-,,-,-,-,-,-
6.082,3.50,5.58,5.44,AMC,Amcor Ltd,5.50,1,67437,5.47,5.50,34,,0.74,1.61,6.18,25.3,21.7
3.00,1.30,3.00,2.75,AEC,Ammtec Ltd,3.00,27,651,2.95,3.00,16,f,1.69,0.77,5.33,27.1,11.1
1.265,0.64,1.06,1.04,AGF,AMP Capital China unt,1.06,1,2461,1.06,1.065,3.9,,1.12,1.21,3.68,4.35,24.4
6.97,3.52,6.12,5.66,AMP,AMP Ltd,6.12,25,335069,6.10,6.13,30,p,0.99,0.67,4.90,29.6,20.7
0.39,0.075,0.245,0.24,ANQ,Anaeco Ltd,0.24,-0.5,218,0.23,0.24,-,,-,0.02,-,-5.6,-
0.023,0.003,-,-,ANQO,  opt may10,0.003,,-,0.001,-,-,,-,-,-,-,-
0.016,0.001,-,-,ANQOA,  opt may12,0.004,,-,0.001,-,-,,-,-,-,-,-
0.08,0.019,0.058,0.05,ALT,Analytica Ltd,0.058,0.8,5857,0.055,0.058,-,,-,-,-,-0.6,-
13.38,7.51,10.35,10.17,ANN,Ansell Ltd,10.35,7,7069,10.16,10.35,28,,3.19,1.98,2.71,89.2,11.6
0.065,0.02,0.042,0.042,ANO,Antaria Ltd,0.042,,245,0.042,0.05,-,,-,0.03,-,0.77,5.5
0.015,0.004,-,-,ADO,Anteo Diagnostics,0.01,,-,0.008,0.01,-,,-,0.01,-,-1.1,-
0.004,0.004,-,-,ADOO,  opt sep10,0.004,,-,0.002,0.004,-,,-,-,-,-,-
-,-,-,-,ADOOA,  opt feb11,-,,-,-,0.009,-,,-,-,-,-,-
0.075,0.028,0.063,0.061,ANP,Antisense Therapeutic,0.061,-0.4,2165,0.061,0.065,-,,-,0.01,-,-0.46,-
25.25,11.83,23.10,22.51,ANZ,ANZ Banking Grp,22.66,26,96618,22.65,22.67,102,f,1.67,10.72,4.50,170.4,13.3
10.80,4.45,10.20,10.20,APE,AP Eagers Ltd,10.20,5,87,10.20,10.70,44,f,0.82,8.41,4.31,36.1,28.3
0.081,0.01,-,-,APP,APA Financial,0.02,,-,0.016,-,-,,-,-,-,-3.7,-
3.30,2.43,3.13,3.06,APA,APA Grp stpld,3.09,6,13928,3.07,3.10,31,,0.52,1.18,10.03,16.2,19.1
