Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4949.5 at 16:36 20/4/2010  Report at 19:06 Tuesday 20/4/2010. Processed 19:18 Tuesday 20/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.88,,-,2.81,2.88,12.5,f,1.54,0.08,4.34,19.23,15.0
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.075,0.14,-,,-,-0.08,-,3.28,3.0
0.06,0.015,-,-,FCS,4C Sec Solution,0.017,,-,0.018,0.019,-,,-,0.01,-,-2.77,-
0.275,0.25,0.25,0.25,AAY,Aacl Hldgs Ltd,0.25,,1250,0.20,0.25,-,,-,-,-,-,-
0.48,0.28,0.41,0.405,ABP,Abacus Prop stp,0.41,0.5,18562,0.405,0.41,5.75,,-,0.60,14.02,-2.32,-
1.47,1.09,1.45,1.44,ALR,Aberdeen Leaders,1.445,2,176,1.43,1.445,9,f,0.85,1.38,6.23,7.67,18.8
2.60,0.58,2.28,2.24,ACR,Acrux Ltd,2.25,2,3480,2.23,2.28,-,,-,0.06,-,-2.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.037,,-,0.036,0.04,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,0.012,0.012,ACU,Acuvax Ltd,0.012,,1125,0.012,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.60,0.59,ADA,Adacel Tech,0.60,3,336,0.57,0.61,-,,-,0.21,-,2.7,22.2
