Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:05 Friday 30/7/2010. Processed 20:36 Friday 30/7/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.55,3.20,3.11,ONT,1300 Smiles Ltd,3.20,-6,38,3.20,3.25,12.5,f,1.54,0.08,3.91,19.23,16.6,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.04,0.09,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.034,-,,-,0.01,-,-2.77,-,
0.275,0.07,0.09,0.08,AAY,Aacl Hldgs Ltd,0.08,1,1100,0.072,0.08,-,,-,-,-,-,-,
0.48,0.33,0.415,0.41,ABP,Abacus Prop stp,0.415,,28513,0.41,0.415,3.9,,-,0.60,9.40,-2.32,-,
1.47,1.20,1.235,1.235,ALR,Aberdeen Leaders,1.235,-0.5,3,1.235,1.245,9.5,f,0.81,1.21,7.69,7.67,16.1,
2.60,1.17,1.98,1.93,ACR,Acrux Ltd,1.95,-1,654,1.93,1.95,-,,-,0.06,-,-2.84,-,
0.095,0.027,-,-,ACW,Actinogen Ltd,0.027,,-,0.031,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.003,0.003,0.003,ACU,Acuvax Ltd,0.003,,13367,0.002,0.003,-,,-,-,-,-0.37,-,
0.84,0.30,-,-,ADA,Adacel Tech,0.35,,-,0.32,0.34,-,,-,0.21,-,2.7,13.0,
0.305,0.145,0.19,0.185,AAU,Adcorp Aust,0.19,2.5,82,0.19,0.195,-,,-,0.07,-,-2.18,-,
3.20,2.31,3.19,3.16,ABC,Adelaide Brighton,3.17,,15968,3.15,3.17,13.5,f,1.51,1.21,4.26,20.4,15.5,
1.45,1.095,-,-,AYT,Adelaide Managed unt,1.42,,-,1.41,1.43,16.02,,0.43,1.79,11.28,6.83,20.8,
0.118,0.052,-,-,ADQ,ADG Global Supply,0.065,,-,0.062,0.08,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.008,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.005,-,,-,-,-,-0.4,-,
3.70,2.35,3.50,3.50,ADG,Adtrans Grp,3.50,10,168,3.50,3.70,20,f,1.86,2.44,5.71,37.1,9.4,
0.015,0.005,0.012,0.012,ASC,Adultshop Com,0.012,-0.2,10000,0.011,0.013,-,,-,0.02,-,-0.19,-,
0.005,0.002,0.003,0.003,ASCO,  opt dec11,0.003,,16850,0.003,0.004,-,,-,-,-,-,-,
0.038,0.015,0.021,0.019,ABV,Adv Braking Tech,0.019,,5420,0.019,0.02,-,,-,-,-,-0.32,-,
0.64,0.31,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.50,0.54,-,,-,0.22,-,-0.1,-,
0.125,0.032,0.043,0.043,AES,Advanced Energy,0.043,-0.2,441,0.043,0.045,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.044,,-,0.031,0.047,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.052,0.051,ANM,Advanced Magnesium,0.052,0.1,1011,0.052,0.053,-,,-,0.02,-,-2.64,-,
0.695,0.235,0.62,0.62,ASW,Advanced Share,0.62,2,340,0.62,0.65,2.75,f,1.15,0.11,4.44,3.16,19.6,
0.16,0.055,-,-,AEI,Aeris Environmental,0.055,,-,0.065,0.075,-,,-,-,-,-2.05,-,
1.67,1.01,1.10,1.09,AVE,Aevum Ltd,1.09,-1,314,1.09,1.125,4,,1.05,2.07,3.67,4.2,26.0,
0.002,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.01,-,
15.69,13.37,14.80,14.70,AGK,AGL Energy Ltd,14.77,7,11884,14.71,14.80,57,f,0.47,6.21,3.86,27,54.7,
0.175,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,0.16,2.12,,-,0.38,16.31,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.05,,-,-,2.04,-,,-,4.89,-,14.09,14.5,
16.50,13.95,-,-,ENY,Aii200energy etf unt,14.83,,-,14.59,14.67,-,,-,-,-,-,-,
5.09,4.18,4.47,4.44,FIN,Aii200financials etf unt,4.47,-2,152,4.46,4.48,-,,-,-,-,-,-,
5.98,4.83,-,-,FIX,Aii200finxareit etf unt,5.18,,-,5.18,5.21,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.45,,-,3.42,3.45,-,,-,-,-,-,-,
5.65,4.60,5.09,5.06,RSR,Aii200res etf unt,5.06,-4,211,5.03,5.07,-,,-,-,-,-,-,
4.83,3.90,4.30,4.30,MAM,Aii300metals&Min etf unt,4.30,2,69,4.26,4.29,-,,-,-,-,-,-,
0.22,0.075,0.084,0.084,AGI,Ainsworth Game Tech,0.084,,23,0.09,0.105,-,,-,0.01,-,-4.95,-,
1.145,0.83,-,-,AIZ,Air New Zealand,0.89,,258,0.87,0.92,5.17,,0.75,1.12,5.81,3.9,22.8,
0.11,0.10,-,-,AIG,Aircruising Aust,0.11,,-,0.02,0.08,-,,-,-0.11,-,-8.38,-,
5.60,2.00,2.12,2.06,AJL,AJ Lucas Grp,2.07,-1,411,2.07,2.09,5.5,,2.91,1.32,2.66,16,12.9,
0.81,0.345,0.54,0.48,ACL,Alchemia Ltd,0.54,6,2893,0.50,0.54,-,,-,0.09,-,-4.6,-,
47.10,12.50,12.75,12.75,AAI,Alcoa Inc cdi,12.75,,48,12.75,13.84,11.4,,-,-,0.89,-14.02,-,
2.43,1.90,2.07,2.06,LEP,ALE Prop Grp stp,2.06,-1,115,2.06,2.07,27,,3.55,2.39,13.11,95.98,2.1,
5.91,2.25,2.61,2.55,ALS,Alesco Corp,2.61,-3,2628,2.58,2.64,7,,-,0.60,2.68,-132.84,-,
0.205,0.01,0.165,0.16,AJX,Alexium Int Grp,0.16,,1210,0.16,0.17,-,,-,-,-,-0.13,-,
0.105,0.041,0.059,0.058,AEJ,Alinta Energy Grp stp,0.058,-0.1,2154,0.058,0.06,-,,-,-1.53,-,-58.71,-,
0.245,0.024,0.046,0.044,ABQ,Allied Brands Ltd,0.044,-0.1,26868,0.041,0.043,0.5,,4.60,0.06,11.36,2.3,1.9,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,-,-,AEA,Altera Res Ltd,0.27,,-,0.21,0.27,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.15,,-,-,0.15,-,,-,-,-,-,-,
1.45,0.91,-,-,AIQ,Alternative Invest unt,1.075,,-,1.08,1.135,47,,-,1.45,43.72,-44.5,-,
0.39,0.20,0.24,0.23,ALU,Altium Ltd,0.23,1.5,6319,0.225,0.29,-,,-,0.09,-,-6.97,-,
0.078,0.019,0.043,0.038,AMA,AMA Grp Ltd,0.038,0.1,11440,0.037,0.041,-,,-,-0.09,-,7.75,0.5,
6.24,4.42,5.81,5.69,AHD,Amalgamated Hldgs,5.81,10,173,5.71,5.81,35,f,1.96,4.65,6.02,68.5,8.5,
0.63,0.34,0.395,0.395,AMO,Ambertech Ltd,0.395,5.5,80,0.39,0.40,5.5,f,1.69,0.61,13.92,9.3,4.2,
0.42,0.20,-,-,AMB,Ambition Grp Ltd,0.29,,-,0.18,0.28,-,,-,0.14,-,-13.07,-,
104.17,102.00,-,-,AKS,Amcbf One,102.00,,-,100.05,102.00,-,,-,-,-,-,-,
104.00,103.19,-,-,AKU,Amcbf Thr,103.19,,-,102.20,103.19,-,,-,-,-,-,-,
102.69,101.00,-,-,AKT,Amcbf Two,102.69,,-,100.05,101.95,-,,-,-,-,-,-,
0.72,0.58,0.645,0.645,AMH,Amcil Ltd,0.645,1,125,0.645,0.65,2,f,1.87,0.70,3.10,3.73,17.3,
0.355,0.17,0.325,0.305,AMM,Amcom Telecomm,0.315,0.5,10641,0.315,0.32,0.9,f,3.09,0.18,2.86,2.78,11.3,
7.04,4.473,6.63,6.52,AMC,Amcor Ltd,6.56,-3,65011,6.55,6.61,29.5,,0.71,2.25,4.50,20.9,31.4,
3.61,2.01,3.61,3.60,AEC,Ammtec Ltd,3.60,,622,3.60,3.61,16.5,f,1.18,1.05,4.58,19.39,18.6,
1.26,0.675,0.885,0.855,AGF,AMP Capital China unt,0.865,1,6098,0.865,0.885,8.47,,1.18,0.99,9.79,10.02,8.6,
6.97,5.06,5.34,5.29,AMP,AMP Ltd,5.30,-1,67075,5.29,5.31,30,p,1.24,0.80,5.66,37.1,14.3,
