Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5316.3 at 2014-01-10T16:39:06. Report at Friday, January 10, 2014. Processed Saturday at 2014-01-11T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.25,5.26,6.59,6.59,ONT,1300 Smiles,6.59,+3,1,6.56,6.59,18.50,f,1.45,.62,2.81,26.90,24.5,,
2.26,1.423,2.07,2.04,TIX,360 Cap Indust Fund ord unt,2.05,-2,709,2.05,2.07,13.65,,1.82,.02,6.66,24.80,8.3,,
.79,.465,.68,.67,TGP,360 Capital Grp stp,.67,-2,551,.67,.68,6.25,,-,.58,9.33,-7.40,-,,
.60,.35,-,-,NNW,99 Wuxian cdi,.38,-,-,.385,.39,-,,-,-,-,-,-,,
.006,.001,-,-,AYI,A1 Invest & Res,.001,-,-,.001,.002,-,,-,-,-,-.66,-,,
2.51,2.095,2.36,2.34,ABP,Abacus Prop stp,2.35,-,4689,2.34,2.35,16.50,,.83,2.32,7.02,13.68,17.2,,
1.385,1.16,1.355,1.345,ALR,Aberdeen Leaders,1.35,+.5,131,1.325,1.35,9.25,f,.32,1.22,6.85,2.97,45.5,,
1.10,.55,.96,.96,AKG,Academies A'asia,.96,-1.5,105,.94,1.09,5.00,f,1.36,.10,5.21,6.80,14.1,,
4.12,2.18,2.77,2.68,ACR,Acrux,2.71,-,3227,2.68,2.71,8.00,,.52,.14,2.95,4.16,65.1,,
.048,.01,-,-,ACW,Actinogen,.03,-,-,.02,.03,-,,-,-,-,-.36,-,,
.001,.001,-,-,ACWOA,  opt sep15,-,-,-,-,-,-,,-,-,-,-,-,,
.57,.241,-,-,ADA,Adacel Tech,.49,-,-,.375,.49,-,,-,.13,-,1.00,49.0,,
.15,.058,-,-,AAU,Adcorp Aust,.058,-,-,.052,.065,-,,-,.02,-,-11.20,-,,
3.88,3.13,3.77,3.745,ABC,Adelaide Brighton,3.76,+2,5660,3.75,3.77,16.50,f,1.41,1.30,4.39,23.20,16.2,,
.07,.009,-,-,ADQ,ADG Global Supply,.018,-,-,.015,.018,-,,-,.04,-,-.38,-,,
.185,.019,.17,.157,AHZ,ADMEDUS,.16,-.5,58461,.16,.165,-,,-,.01,-,-.21,-,,
.155,.024,.125,.12,ADJ,Adslot,.12,+.5,48484,.12,.125,-,,-,.01,-,-.94,-,,
.024,.013,.015,.015,ABV,Adv Braking Tech,.015,-,10200,.014,.015,-,,-,-,-,-.08,-,,
.12,.05,-,-,AMT,Adv Surg Dsgn & Mnft,.05,-,-,.05,-,-,,-,.09,-,-1.49,-,,
.758,.619,-,-,ASW,Advanced Share Reg,.70,-,-,.67,.695,3.70,f,1.00,.14,5.29,3.70,18.9,,
.205,.10,-,-,AEI,Aeris Environmental,.145,-,-,.14,.145,-,,-,-.01,-,-.77,-,,
1.26,.98,1.24,1.18,AFJ,Affinity Education,1.21,-,1442,1.21,1.23,-,,-,-,-,-,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.042,.017,-,-,AHA,AG Financial,.042,-,-,.035,.045,-,,-,.06,-,-9.81,-,,
.037,.012,.021,.018,AGX,Agenix,.021,-,6003,.019,.021,-,,-,-,-,-.67,-,,
.01,.001,-,-,AGXO,  opt jun15,.001,-,-,.002,.012,-,,-,-,-,-,-,,
16.60,13.85,15.13,14.945,AGK,AGL Energy,15.09,+1,5253,15.09,15.10,63.00,f,1.12,7.56,4.17,70.70,21.3,,
.145,.073,.10,.10,AGJ,Agricultural Land unt,.10,-.5,250,.096,.10,2.82,,-,.12,28.20,-5.99,-,,
.084,.054,.078,.078,APW,AIMS Prop Sec Fund unt,.078,-,448,.078,.079,-,,-,.12,-,-6.38,-,,
4.79,2.56,4.46,4.34,AGI,Ainsworth Game Tech,4.42,-4,1284,4.40,4.42,8.00,,2.00,.54,1.81,16.00,27.6,,
1.535,.945,1.535,1.51,AIZ,Air New Zealand,1.51,+.5,138,1.51,1.535,6.73,,2.08,1.33,4.46,13.98,10.8,,
1.893,.75,1.05,1.025,AJL,AJ Lucas Grp,1.05,+5,60,1.005,1.05,-,,-,.40,-,-97.60,-,,
.675,.285,.575,.545,ACL,Alchemia,.545,-.5,821,.545,.555,-,,-,.05,-,-1.60,-,,
11.50,7.50,-,-,AAI,Alcoa Inc cdi,11.01,-,-,11.10,11.99,7.60,,1.59,-,.69,12.06,91.3,,
2.94,2.28,2.82,2.80,LEP,ALE Prop Grp stp,2.82,+2,383,2.81,2.82,16.00,,.51,1.90,5.67,8.21,34.3,,
.19,.04,.17,.17,AJX,Alexium Int'l,.17,+.5,228,.17,.18,-,,-,-.02,-,-1.74,-,,
.28,.10,.185,.185,AEB,Algae.Tec,.185,-.5,500,.18,.185,-,,-,-,-,-2.00,-,,
.06,.06,-,-,AEBO,  opt jan14,-,-,-,-,.03,-,,-,-,-,-,-,,
2.33,1.275,1.38,1.35,AQZ,Alliance Aviation,1.35,-3,312,1.34,1.40,10.40,f,2.25,1.36,7.70,23.40,5.8,,
12.272,7.86,8.765,8.58,ALQ,ALS,8.60,-21,6471,8.60,8.65,46.00,p,1.17,-.07,5.35,53.73,16.0,,
.205,.055,-,-,AIQ,Alternative Invest unt,.20,-,-,.20,.205,-,,-,.34,-,3.45,5.8,,
2.90,.86,2.47,2.40,ALU,Altium,2.46,+5,870,2.42,2.47,11.00,,.13,.05,4.47,1.43,172.0,,
.425,.26,.34,.325,AMA,AMA Grp,.34,-.5,406,.325,.345,1.60,p,1.47,.04,4.71,2.36,14.4,,
8.92,6.97,8.20,8.14,AHD,Amalgamated Hldgs,8.16,+1,100,8.14,8.20,42.00,f,1.29,5.36,5.15,54.30,15.0,,
.29,.18,.20,.20,AMO,Ambertech,.20,-,1040,.20,.23,-,,-,.35,-,-7.10,-,,
.20,.15,.18,.18,AMB,Ambition Grp,.18,-,28,.10,.18,-,,-,.18,-,-1.33,-,,
81.89,79.50,-,-,AKY,AMCB Fund No 5,80.83,-,-,81.22,-,489.00,f,.83,81.22,6.05,404.00,20.0,,
1.019,.795,.93,.92,AMH,AMCIL,.93,+2,109,.915,.93,3.00,f,1.21,.92,3.23,3.63,25.6,,
2.20,1.445,2.12,2.08,AMM,Amcom Telco,2.09,-3,6250,2.08,2.09,5.50,f,1.55,.34,2.63,8.50,24.6,,
10.79,7.502,10.65,10.37,AMC,Amcor,10.38,-15,27827,10.38,10.44,40.00,,1.24,.94,3.85,49.80,20.8,,
5.79,4.155,4.44,4.40,AMP,AMP,4.43,-,30143,4.43,4.44,24.00,p,1.03,1.18,5.42,24.80,17.9,,
.87,.605,.815,.805,AGF,AMP Capital China unt,.81,-,1716,.80,.81,2.34,,-,.96,2.89,-2.93,-,,
101.13,100.02,100.61,100.61,AYK,Aust Master Fund No 4,100.61,+39,1,100.61,-,-,f,-,-,-,-,-,,
101.67,100.35,-,-,AYD,Aust Masters YF1,101.21,-,-,101.74,-,395.00,f,.01,100.99,3.90,4.42,2289.8,,
