Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4516.5 at 16:37 11/6/2010  Report at 19:05 Friday 11/6/2010. Processed 19:26 Friday 11/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.15,2.50,-,-,ONT,1300 Smiles Ltd,3.05,,-,3.06,3.20,12.5,f,1.54,0.08,4.10,19.23,15.9,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.071,0.14,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.03,,-,-,0.028,-,,-,0.01,-,-2.77,-,
0.275,0.20,-,-,AAY,Aacl Hldgs Ltd,0.21,,-,0.15,0.21,-,,-,-,-,-,-,
0.48,0.33,0.39,0.38,ABP,Abacus Prop stp,0.39,0.5,26948,0.385,0.39,5.75,,-,0.60,14.74,-2.32,-,
1.47,1.17,-,-,ALR,Aberdeen Leaders,1.305,,-,1.29,1.31,9,f,0.85,1.46,6.90,7.67,17.0,
2.60,1.05,1.90,1.85,ACR,Acrux Ltd,1.865,0.5,799,1.85,1.87,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.04,,-,0.027,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,-,-,ACU,Acuvax Ltd,0.004,,-,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,-,-,ADA,Adacel Tech,0.47,,-,0.41,0.46,-,,-,0.21,-,2.7,17.4,
0.305,0.17,0.175,0.17,AAU,Adcorp Aust,0.175,0.5,783,0.175,0.18,1,,-,0.07,5.71,-2.18,-,
3.01,2.03,2.79,2.70,ABC,Adelaide Brighton,2.72,-2,17271,2.71,2.77,13.5,f,1.51,1.21,4.96,20.4,13.3,
1.565,1.10,1.51,1.46,AYT,Adelaide Managed unt,1.46,-3,819,1.46,1.51,16.02,,0.43,1.79,10.97,6.83,21.4,
