Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 19:34 Friday 18/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.70,2.70,ONT,1300 Smiles Ltd,2.70,,2,2.65,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.14,,-,0.15,0.18,-,,-,-0.10,-,1.07,13.1
0.09,0.015,0.02,0.02,FCS,4C Sec Solution,0.02,-0.3,-,0.019,0.02,-,,-,0.03,-,-4.2,-
0.48,0.152,0.435,0.395,ABP,Abacus Prop stpld,0.435,3,101726,0.43,0.435,7.75,,-,0.62,17.82,-11.81,-
1.44,0.90,-,-,ALR,Aberdeen Leaders,1.39,,-,1.35,1.375,9,f,-,1.45,6.47,-21.34,-
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.01,-,-,,-,-0.01,-,-0.33,-
2.54,0.42,2.15,2.05,ACR,Acrux Ltd,2.10,-7,1803,2.10,2.15,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.05,,-,0.05,0.085,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.012,0.012,ACU,Acuvax Ltd,0.012,,350,0.012,0.016,-,,-,-,-,-0.43,-
0.84,0.325,0.53,0.505,ADA,Adacel Tech,0.505,-2.5,608,0.505,0.52,-,,-,0.22,-,8.2,6.2
0.345,0.165,0.24,0.24,AAU,Adcorp Aust,0.24,,70,0.24,0.25,1,,0.45,0.08,4.17,0.45,53.3
