Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4403.7 at 16:35 2/6/2010  Report at 19:05 Wednesday 2/6/2010. Processed 19:15 Wednesday 2/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.06,2.50,3.06,3.06,ONT,1300 Smiles Ltd,3.06,1,100,3.06,3.10,12.5,f,1.54,0.08,4.08,19.23,15.9,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.061,0.11,-,,-,-0.08,-,3.28,3.4,
0.06,0.015,-,-,FCS,4C Sec Solution,0.035,,-,0.03,0.035,-,,-,0.01,-,-2.77,-,
0.275,0.20,-,-,AAY,Aacl Hldgs Ltd,0.21,,-,0.155,0.21,-,,-,-,-,-,-,
0.48,0.325,0.39,0.38,ABP,Abacus Prop stp,0.385,0.5,48300,0.38,0.385,5.75,,-,0.60,14.94,-2.32,-,
1.47,1.17,1.27,1.23,ALR,Aberdeen Leaders,1.23,-5,947,1.23,1.31,9,f,0.85,1.46,7.32,7.67,16.0,
2.60,1.05,1.97,1.90,ACR,Acrux Ltd,1.94,-2.5,1716,1.94,1.95,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.04,,-,0.027,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,0.005,0.005,ACU,Acuvax Ltd,0.005,,310,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,-,-,ADA,Adacel Tech,0.42,,-,0.42,0.44,-,,-,0.21,-,2.7,15.6,
0.305,0.17,-,-,AAU,Adcorp Aust,0.19,,-,0.18,0.20,1,,-,0.07,5.26,-2.18,-,
3.01,2.03,2.74,2.67,ABC,Adelaide Brighton,2.68,-4,11913,2.67,2.70,13.5,f,1.51,1.21,5.04,20.4,13.1,
1.565,1.10,1.485,1.475,AYT,Adelaide Managed unt,1.475,,428,1.475,1.485,16.02,,0.43,1.78,10.86,6.83,21.6,
0.123,0.058,-,-,ADQ,ADG Global Supply,0.059,,-,0.056,0.065,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.004,0.009,-,,-,-,-,-,-,
0.016,0.004,-,-,ADL,Admerex Ltd,0.004,,-,0.004,0.005,-,,-,-,-,-0.4,-,
3.70,2.10,-,-,ADG,Adtrans Grp,3.50,,-,3.50,3.62,20,f,1.86,2.44,5.71,37.1,9.4,
0.015,0.004,0.009,0.009,ASC,Adultshop Com,0.009,,3242,0.009,0.01,-,,-,0.02,-,-0.19,-,
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.003,-,,-,-,-,-,-,
0.038,0.009,-,-,ABV,Adv Braking Tech,0.021,,-,0.019,0.021,-,,-,-,-,-0.32,-,
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.33,,-,0.25,0.35,-,,-,0.22,-,-0.1,-,
0.125,0.02,0.065,0.065,AES,Advanced Energy,0.065,1.5,250,0.035,0.065,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.037,,-,0.03,0.037,-,,-,-0.05,-,-2.58,-,
0.124,0.019,0.052,0.05,ANM,Advanced Magnesium,0.05,,51,0.05,0.056,-,,-,0.02,-,-2.64,-,
0.44,0.22,0.375,0.375,ASW,Advanced Share,0.375,-0.5,290,0.375,0.39,2.75,f,1.15,0.11,7.33,3.16,11.9,
0.185,0.061,0.061,0.061,AEI,Aeris Environmental,0.061,,53,0.063,0.072,-,,-,-,-,-2.05,-,
1.67,0.795,1.16,1.14,AVE,Aevum Ltd,1.16,3,249,1.16,1.20,4,,1.05,2.07,3.45,4.2,27.6,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,26396,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.07,14.21,13.95,AGK,AGL Energy Ltd,14.07,1,15068,13.95,14.18,57,f,0.47,6.21,4.05,27,52.1,
0.19,0.13,-,-,AGJ,Agricultural Land unt,0.15,,-,0.15,0.165,2.12,,-,0.38,14.13,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.00,,-,-,2.25,-,,-,4.89,-,14.09,14.2,
16.50,14.36,14.44,14.44,ENY,Aii200energy etf unt,14.44,8,5,14.33,14.42,-,,-,-,-,-,-,
5.09,4.32,-,-,FIN,Aii200financials etf unt,4.32,,-,4.36,4.38,-,,-,-,-,-,-,
5.98,5.08,-,-,FIX,Aii200finxareit etf unt,5.08,,-,5.02,5.07,-,,-,-,-,-,-,
3.97,3.48,-,-,IDD,Aii200industrials etf unt,3.48,,-,3.39,3.41,-,,-,-,-,-,-,
5.65,4.60,-,-,RSR,Aii200res etf unt,4.89,,-,4.84,4.87,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.18,,-,4.07,4.09,-,,-,-,-,-,-,
0.22,0.065,-,-,AGI,Ainsworth Game Tech,0.10,,-,0.10,0.12,-,,-,0.01,-,-4.95,-,
1.145,0.67,-,-,AIZ,Air New Zealand,0.95,,-,0.925,0.94,5.17,,0.75,1.12,5.44,3.9,24.4,
0.11,0.10,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.11,-,-8.38,-,
5.60,2.00,2.36,2.28,AJL,AJ Lucas Grp,2.31,-4,272,2.31,2.39,5.5,,2.91,1.32,2.38,16,14.4,
0.81,0.299,0.56,0.55,ACL,Alchemia Ltd,0.55,-3,519,0.55,0.585,-,,-,0.09,-,-4.6,-,
47.10,14.50,17.87,17.00,AAI,Alcoa Inc cdi,17.00,-96,2,15.50,17.50,11.61,,-,-,0.68,-137.14,-,
2.43,1.871,2.18,2.15,LEP,ALE Prop Grp stp,2.15,-1,626,2.15,2.16,27,,3.55,2.39,12.56,95.98,2.2,
5.91,2.37,2.77,2.61,ALS,Alesco Corp,2.70,6,4434,2.70,2.76,14,f,-,0.65,5.19,-17.36,-,
0.205,0.01,0.12,0.115,AJX,Alexium Int Grp,0.12,,68,0.12,0.13,-,,-,-,-,-0.13,-,
0.125,0.045,0.054,0.052,AEJ,Alinta Energy Grp stp,0.053,,40149,0.053,0.054,-,,-,-1.53,-,-58.71,-,
0.245,0.071,0.077,0.074,ABQ,Allied Brands Ltd,0.076,,4110,0.074,0.076,0.5,,4.60,0.06,6.58,2.3,3.3,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.002,-,,-,-,-,-,-,
0.36,0.037,0.28,0.26,AEA,Altera Res Ltd,0.26,-4,370,0.245,0.26,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt jan12,0.16,,-,0.07,0.165,-,,-,-,-,-,-,
1.45,0.91,1.02,1.02,AIQ,Alternative Invest unt,1.02,1,64,1.01,1.05,47,,-,1.44,46.08,-44.5,-,
0.405,0.20,-,-,ALU,Altium Ltd,0.265,,-,0.24,0.265,2,,-,0.09,7.55,-6.97,-,
0.078,0.019,0.049,0.046,AMA,AMA Grp Ltd,0.049,0.1,3488,0.049,0.05,-,,-,-0.09,-,7.75,0.6,
6.24,3.73,5.74,5.62,AHD,Amalgamated Hldgs,5.62,-8,1696,5.58,5.75,35,f,1.96,4.65,6.23,68.5,8.2,
0.63,0.385,-,-,AMO,Ambertech Ltd,0.475,,-,0.39,0.475,5.5,f,1.69,0.61,11.58,9.3,5.1,
0.42,0.165,-,-,AMB,Ambition Grp Ltd,0.37,,-,0.20,0.36,-,,-,0.14,-,-13.07,-,
0.72,0.53,0.64,0.64,AMH,Amcil Ltd,0.64,2,446,0.625,0.64,2,,-,0.77,3.13,-1.14,-,
0.355,0.14,0.315,0.315,AMM,Amcom Telecomm,0.315,,1931,0.31,0.315,0.9,f,3.09,0.18,2.86,2.78,11.3,
6.76,4.276,6.34,6.25,AMC,Amcor Ltd,6.28,6,66922,6.27,6.30,29.5,,0.71,2.25,4.70,20.9,30.0,
3.40,1.83,3.40,3.34,AEC,Ammtec Ltd,3.35,-3,190,3.35,3.40,16.5,f,1.18,1.05,4.93,19.39,17.3,
1.265,0.675,0.75,0.74,AGF,AMP Capital China unt,0.75,0.5,1487,0.75,0.76,8.47,,1.18,1.14,11.29,10.02,7.5,
6.97,4.55,5.69,5.56,AMP,AMP Ltd,5.57,-5,83668,5.57,5.62,30,p,1.24,0.80,5.39,37.1,15.0,
0.35,0.175,0.18,0.175,ANQ,Anaeco Ltd,0.175,-0.5,1000,0.175,0.20,-,,-,-,-,-5.5,-,
0.004,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,-,-,,-,-,-,-,-,
0.115,0.019,0.036,0.033,ALT,Analytica Ltd,0.036,0.1,4684,0.03,0.039,-,,-,-,-,-0.24,-,
13.48,8.16,12.73,12.36,ANN,Ansell Ltd,12.51,-29,8736,12.40,12.79,29,,2.82,1.92,2.32,81.7,15.3,
0.065,0.029,-,-,ANO,Antaria Ltd,0.035,,-,0.035,0.04,-,,-,0.04,-,1.46,2.4,
0.105,0.005,0.061,0.055,ADO,Anteo Diagnostics,0.058,0.3,83381,0.057,0.058,-,,-,-,-,-0.8,-,
0.07,0.001,0.047,0.041,ADOO,  opt sep10,0.046,0.5,8057,0.042,0.046,-,,-,-,-,-,-,
0.025,0.005,-,-,ADOOA,  opt feb11,0.005,,-,0.005,-,-,,-,-,-,-,-,
0.20,0.014,0.015,0.015,ANP,Antisense Therapeutic,0.015,0.1,3000,0.014,0.015,-,,-,-,-,-0.55,-,
26.23,15.68,22.35,21.94,ANZ,ANZ Banking Grp,22.09,-21,59715,22.05,22.10,108,f,1.34,9.99,4.89,144.8,15.3,
13.55,7.00,12.70,12.50,APE,AP Eagers Ltd,12.70,19,43,12.70,13.00,62,f,1.96,8.81,4.88,121.6,10.4,
0.023,0.009,-,-,APP,APA Financial,0.012,,-,0.012,0.017,-,,-,-,-,0.1,12.0,
3.79,2.60,3.61,3.50,APA,APA Grp stp,3.50,-15,8648,3.50,3.59,31.75,,0.79,-,9.07,25,14.0,
0.115,0.03,0.033,0.032,AEZ,APN European Retail stp,0.032,,1740,0.032,0.033,-,,-,0.24,-,-11.22,-,
2.61,1.32,2.25,2.18,APN,APN News & Media,2.20,-3,19081,2.17,2.23,4,f,4.17,-0.78,1.82,16.7,13.2,
0.41,0.15,-,-,APD,APN Prop Grp,0.18,,-,0.20,0.24,1.25,f,-,0.21,6.94,-17.88,-,
0.04,0.007,0.008,0.008,AOP,Apollo Cons,0.008,0.1,2650,0.007,0.008,-,,-,-,-,0.18,4.4,
0.058,0.008,0.012,0.008,APB,Arafura Pearls,0.01,,10230,0.01,0.014,-,,-,0.12,-,-7.66,-,
6.19,3.176,5.75,5.57,ARP,ARB Corp,5.69,6,283,5.55,5.75,17.5,f,2.31,1.22,3.08,40.44,14.1,
1.845,1.00,1.06,1.005,AAD,Ardent Leisure stp,1.02,-3.5,8271,1.015,1.03,14.3,,0.19,1.10,14.02,2.73,37.4,
7.05,5.61,5.90,5.82,ARG,Argo Invest,5.83,-2,1338,5.82,5.83,25,f,-,6.54,4.29,-11.1,-,
0.878,0.006,0.075,0.075,ASV,Argus Solutions,0.075,,1050,0.075,0.09,-,,-,-,-,-0.44,-,
0.37,0.215,0.24,0.24,ARA,Ariadne Aust,0.24,,47,0.24,0.25,1,,-,0.32,4.17,-2.46,-,
5.75,3.37,4.19,3.99,ALL,Aristocrat Leisure,4.04,-3,25955,4.01,4.10,4.5,,-,0.07,1.11,-31.3,-,
0.025,0.009,-,-,AEM,Artist & Entertain,0.01,,-,0.01,0.012,-,,-,-,-,-1.54,-,
0.30,0.10,-,-,AKW,Arturus Capital,0.125,,-,0.13,0.13,-,,-,0.25,-,21.65,0.6,
0.345,0.12,0.29,0.285,APH,Ascent Pharmahealth,0.285,-0.5,150,0.275,0.295,-,,-,0.06,-,3.7,7.7,
1.94,1.169,1.63,1.585,AIO,Asciano Grp stp,1.595,-2,76917,1.595,1.60,-,,-,0.10,-,-41.9,-,
0.43,0.065,-,-,AFA,ASF Grp Ltd,0.105,,-,0.09,0.13,-,,-,0.02,-,-1.19,-,
1.48,0.555,1.32,1.30,ASZ,ASG Grp Ltd,1.32,,763,1.30,1.35,6,f,1.57,0.06,4.55,9.43,14.0,
0.267,0.007,-,-,AJJ,Asia Liver Trans,0.10,,-,0.017,0.099,0.5,,-,0.01,5.00,-0.25,-,
0.002,0.001,-,-,AJJO,  opt sep10,-,,-,-,-,-,,-,-,-,-,-,
1.06,0.97,1.04,1.04,AUF,Asian Masters Fund,1.04,1,1035,1.04,1.05,1,f,-,0.99,0.96,-1.19,-,
0.37,0.17,-,-,AKF,ASK Funding Ltd,0.21,,-,0.21,0.26,1.3,,2.46,0.34,6.19,3.2,6.6,
0.575,0.27,0.485,0.475,APZ,Aspen Grp stp,0.48,0.5,5934,0.48,0.485,4.19,,-,0.68,8.73,-3.37,-,
0.256,0.10,-,-,ASP,Aspermont Ltd,0.10,,-,0.11,0.17,-,,-,-0.03,-,0.88,11.4,
1.15,0.75,1.00,0.90,AIR,Astivita Renewables,1.00,10,470,0.91,1.00,-,,-,0.38,-,8.23,12.2,
0.80,0.51,0.515,0.515,AKR,Astra Capital Ltd,0.515,0.5,35,0.515,0.66,-,,-,1.62,-,-1.87,-,
0.515,0.32,0.36,0.355,AJA,Astro Jap Prop stp,0.355,,8082,0.35,0.355,8.5,,-,0.76,23.94,-36.49,-,
2.70,1.61,1.90,1.90,ATR,Astron Ltd,1.90,,50,1.87,1.92,-,,-,2.90,-,-11.79,-,
37.90,30.00,30.55,30.11,ASX,ASX Ltd,30.21,-17,6630,30.20,30.30,163.6,f,1.10,3.19,5.42,180.6,16.7,
