Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5254.3 at 2014-01-24T16:41:36. Report at Friday, January 24, 2014. Processed Tuesday at 2014-01-28T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.25,5.41,6.62,6.61,ONT,1300 Smiles,6.62,+1,90,6.57,6.62,18.50,f,1.45,.62,2.79,26.90,24.6,,
2.24,.380,2.06,2.04,TIX,360 Cap Indust Fund ord unt,2.04,-,247,2.04,2.05,18.30,,1.36,.02,8.97,24.80,8.2,,
.79,.465,.69,.66,TGP,360 Capital Grp stp,.67,-.5,235,.67,.69,3.50,,-,.58,5.22,-7.40,-,,
.60,.35,.375,.36,NNW,99 Wuxian cdi,.36,-2.5,1000,.36,.375,-,,-,-,-,-,-,,
.006,.001,-,-,AYI,A1 Invest & Res,.001,-,-,.001,.002,-,,-,-,-,-.66,-,,
2.51,2.12,2.28,2.25,ABP,Abacus Prop stp,2.27,+1,2475,2.26,2.27,16.50,,.83,2.32,7.27,13.68,16.6,,
1.385,1.18,1.365,1.32,ALR,Aberdeen Leaders,1.365,+3.5,330,1.32,1.365,9.25,f,.32,1.16,6.78,2.97,46.0,,
1.10,.55,.95,.95,AKG,Academies A'asia,.95,+2,150,.905,1.00,5.00,f,1.36,.10,5.26,6.80,14.0,,
4.12,2.18,2.45,2.36,ACR,Acrux,2.37,-2,11598,2.37,2.41,8.00,,.52,.14,3.38,4.16,57.0,,
.048,.01,-,-,ACW,Actinogen,.027,-,-,.02,.027,-,,-,-,-,-.36,-,,
.001,.001,-,-,ACWOA,  opt sep15,-,-,-,-,.02,-,,-,-,-,-,-,,
.57,.241,-,-,ADA,Adacel Tech,.49,-,-,.40,.45,-,,-,.13,-,1.00,49.0,,
.15,.058,-,-,AAU,Adcorp Aust,.065,-,-,.06,.07,-,,-,.02,-,-11.20,-,,
3.88,3.13,3.72,3.66,ABC,Adelaide Brighton,3.68,+1,5673,3.66,3.69,16.50,f,1.41,1.30,4.48,23.20,15.9,,
.07,.009,.012,.012,ADQ,ADG Global Supply,.012,-.2,150,.012,.015,-,,-,.04,-,-.38,-,,
.185,.021,.16,.155,AHZ,ADMEDUS,.155,-,9596,.155,.16,-,,-,.01,-,-.21,-,,
.155,.024,.125,.12,ADJ,Adslot,.12,-.5,18642,.12,.125,-,,-,.01,-,-.94,-,,
.024,.013,-,-,ABV,Adv Braking Tech,.015,-,-,.015,.017,-,,-,-,-,-.08,-,,
.12,.05,-,-,AMT,Adv Surg Dsgn & Mnft,.05,-,-,.04,-,-,,-,.09,-,-1.49,-,,
.758,.619,-,-,ASW,Advanced Share Reg,.69,-,-,.68,.70,3.70,f,1.00,.14,5.36,3.70,18.6,,
.205,.10,.14,.14,AEI,Aeris Environmental,.14,-,499,.135,.14,-,,-,-.01,-,-.77,-,,
1.43,.98,1.40,1.37,AFJ,Affinity Education,1.40,+2,536,1.375,1.40,-,,-,-,-,-,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.045,.017,.045,.045,AHA,AG Financial,.045,+.3,200,.036,.045,-,,-,.06,-,-9.81,-,,
.042,.012,.03,.028,AGX,Agenix,.03,+.1,10600,.029,.03,-,,-,-,-,-.67,-,,
.01,.001,-,-,AGXO,  opt jun15,.005,-,-,.005,.01,-,,-,-,-,-,-,,
16.60,13.85,15.15,15.00,AGK,AGL Energy,15.14,+3,8037,15.05,15.14,63.00,f,1.12,7.56,4.16,70.70,21.4,,
.145,.073,.11,.11,AGJ,Agricultural Land unt,.11,+1,596,.10,.11,2.82,,-,.12,25.64,-5.99,-,,
.084,.054,.077,.077,APW,AIMS Prop Sec Fund unt,.077,-.1,970,.077,.079,-,,-,.12,-,-6.38,-,,
4.79,2.80,4.42,4.32,AGI,Ainsworth Game Tech,4.34,-2,758,4.34,4.36,8.00,,2.00,.54,1.84,16.00,27.1,,
1.63,.98,-,-,AIZ,Air New Zealand,1.61,-,-,1.59,1.625,6.73,,2.08,1.33,4.18,13.98,11.5,,
1.733,.75,1.15,1.11,AJL,AJ Lucas Grp,1.13,+1,297,1.11,1.135,-,,-,.40,-,-97.60,-,,
.675,.285,.595,.57,ACL,Alchemia,.57,-2.5,670,.57,.585,-,,-,.05,-,-1.60,-,,
13.70,7.50,-,-,AAI,Alcoa Inc cdi,13.70,-,-,13.05,13.70,7.60,,-,-,.55,-239.16,-,,
2.94,2.29,2.87,2.785,LEP,ALE Prop Grp stp,2.80,-,15241,2.78,3.60,16.20,,1.52,1.96,5.79,24.62,11.4,,
.19,.04,-,-,AJX,Alexium Int'l,.17,-,-,.17,.18,-,,-,-.02,-,-1.74,-,,
