Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4544.8 at 16:34 1/2/2010  Report at 19:05 Monday 1/2/2010. Processed 19:25 Monday 1/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.75,,-,2.68,2.75,11.4,f,1.64,0.13,4.15,18.7,14.7
0.19,0.105,-,-,TQH,3Q Hldgs Ltd,0.145,,-,0.10,0.16,-,,-,-0.10,-,1.07,13.6
0.083,0.015,-,-,FCS,4C Sec Solution,0.018,,-,0.018,0.023,-,,-,0.03,-,-4.2,-
0.48,0.216,0.39,0.375,ABP,Abacus Prop stpld,0.38,-1,64124,0.375,0.38,5.75,,-,0.62,15.13,-11.81,-
1.45,0.90,1.395,1.395,ALR,Aberdeen Leaders,1.395,,25,1.36,1.39,9,f,-,1.52,6.45,-21.34,-
2.54,0.42,2.00,1.93,ACR,Acrux Ltd,1.93,-7,1990,1.93,1.98,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.06,,-,0.05,0.075,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.017,0.015,ACU,Acuvax Ltd,0.015,-0.2,800,0.015,0.017,-,,-,-,-,-0.43,-
0.84,0.325,0.47,0.45,ADA,Adacel Tech,0.45,-2,566,0.45,0.46,-,,-,0.22,-,8.2,5.5
0.31,0.165,0.21,0.21,AAU,Adcorp Aust,0.21,0.5,55,0.21,0.23,1,,0.45,0.08,4.76,0.45,46.7
3.01,1.445,2.47,2.38,ABC,Adelaide Brighton,2.41,-6,19488,2.38,2.42,14,f,1.49,1.15,5.81,20.8,11.6
1.76,1.10,1.37,1.32,AYT,Adelaide Managed unt,1.32,-5,510,1.30,1.36,15.47,,0.81,1.78,11.72,12.59,10.5
0.142,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.06,0.064,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,-,0.02,-,,-,-,-,-,-
0.016,0.004,0.008,0.008,ADL,Admerex Ltd,0.008,,200,0.008,0.009,-,,-,0.01,-,-2.68,-
3.53,1.65,-,-,ADG,Adtrans Grp,3.50,,-,3.40,3.70,16,f,1.74,2.37,4.57,27.9,12.5
0.014,0.003,0.01,0.009,ASC,Adultshop Com,0.01,,15910,0.01,0.011,-,,-,0.04,-,-0.28,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.004,-,,-,-,-,-,-
0.038,0.005,0.024,0.024,ABV,Adv Braking Tech,0.024,-0.1,500,0.024,0.025,-,,-,0.01,-,-0.36,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.38,0.50,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.05,,-,0.05,0.065,-,,-,0.01,-,-0.06,-
0.093,0.031,0.051,0.051,ACE,Advanced Engine,0.051,-0.2,1000,0.049,0.054,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.07,0.067,ANM,Advanced Magnesium,0.068,,161,0.068,0.069,-,,-,0.01,-,-3.07,-
0.435,0.15,0.395,0.39,ASW,Advanced Share,0.39,-2,685,0.39,0.40,2,f,1.05,0.09,5.13,2.1,18.6
0.185,0.05,-,-,AEI,Aeris Environmental,0.105,,-,0.10,0.105,-,,-,0.01,-,-2.31,-
