Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4847.5 at 16:36 22/3/2010  Report at 19:06 Monday 22/3/2010. Processed 19:09 Monday 22/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.89,2.89,ONT,1300 Smiles Ltd,2.89,-1,2,2.81,2.89,12.5,f,1.54,0.08,4.33,19.23,15.0
0.18,0.10,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.095,0.14,-,,-,-0.08,-,3.28,3.0
0.07,0.015,0.017,0.017,FCS,4C Sec Solution,0.017,,62,0.017,0.02,-,,-,0.01,-,-2.77,-
0.48,0.265,0.415,0.405,ABP,Abacus Prop stp,0.405,-1.5,59667,0.405,0.41,5.75,,-,0.60,14.20,-2.32,-
1.45,1.05,-,-,ALR,Aberdeen Leaders,1.40,,-,1.36,1.40,9,f,0.85,1.38,6.43,7.67,18.3
2.60,0.46,2.49,2.35,ACR,Acrux Ltd,2.37,-11,7563,2.36,2.37,-,,-,0.06,-,-2.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.042,,-,0.033,0.05,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,0.001,-,,-,-,-,-,-
0.05,0.011,0.012,0.011,ACU,Acuvax Ltd,0.012,,1301,0.012,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.36,0.35,ADA,Adacel Tech,0.35,,224,0.35,0.38,-,,-,0.21,-,2.7,13.0
0.31,0.18,0.19,0.19,AAU,Adcorp Aust,0.19,-0.5,389,0.19,0.23,1,,-,0.07,5.26,-2.18,-
3.01,1.84,2.60,2.54,ABC,Adelaide Brighton,2.57,-4,11968,2.54,2.60,13.5,f,1.51,1.21,5.25,20.4,12.6
1.545,1.10,-,-,AYT,Adelaide Managed unt,1.32,,-,1.32,1.33,13.82,,0.49,1.79,10.47,6.83,19.3
0.123,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.06,0.068,-,,-,0.02,-,-11.08,-
0.013,0.01,-,-,ADQO,  opt mar11,0.012,,-,0.008,0.028,-,,-,-,-,-,-
0.016,0.005,-,-,ADL,Admerex Ltd,0.005,,-,0.004,0.006,-,,-,-,-,-0.4,-
3.70,2.00,-,-,ADG,Adtrans Grp,3.70,,-,3.51,3.66,20,f,1.86,2.44,5.41,37.1,10.0
0.015,0.004,0.011,0.011,ASC,Adultshop Com,0.011,-0.1,17645,0.01,0.012,-,,-,0.02,-,-0.19,-
0.005,0.002,-,-,ASCO,  opt dec11,0.004,,-,0.004,0.005,-,,-,-,-,-,-
0.038,0.006,0.022,0.02,ABV,Adv Braking Tech,0.02,-0.2,11429,0.02,0.023,-,,-,-,-,-0.32,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.54,,-,0.54,0.59,-,,-,0.22,-,-0.1,-
0.085,0.02,-,-,AES,Advanced Energy,0.057,,-,0.05,0.058,-,,-,0.01,-,-0.09,-
0.093,0.031,0.048,0.047,ACE,Advanced Engine,0.048,,825,0.047,0.048,-,,-,-0.05,-,-2.58,-
0.124,0.019,0.06,0.057,ANM,Advanced Magnesium,0.057,-0.3,256,0.057,0.06,-,,-,0.02,-,-2.64,-
0.435,0.15,0.40,0.39,ASW,Advanced Share,0.39,-1,700,0.39,0.405,2.75,f,1.15,0.11,7.05,3.16,12.3
0.185,0.054,-,-,AEI,Aeris Environmental,0.088,,-,0.088,0.095,-,,-,-,-,-2.05,-
1.67,0.725,1.12,1.115,AVE,Aevum Ltd,1.12,-1,1901,1.115,1.12,4,,1.05,2.07,3.57,4.2,26.7
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,5000,0.001,0.002,-,,-,-,-,-0.01,-
15.46,13.07,15.05,14.85,AGK,AGL Energy Ltd,14.90,-19,9838,14.89,14.90,57,f,0.47,6.21,3.83,27,55.2
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.14,0.30,2.12,,-,0.38,16.31,-2.28,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.00,-,-,,-,4.89,-,14.09,16.0
0.22,0.065,-,-,AGI,Ainsworth Game Tech,0.13,,-,0.13,0.14,-,,-,0.01,-,-4.95,-
1.12,0.67,1.00,1.00,AIZ,Air New Zealand,1.00,-2,13,1.00,1.03,5.17,,0.75,1.12,5.17,3.9,25.6
