Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5901.5 at 2015-04-09T16:40:36. Report at Thursday, April 9, 2015. Processed Friday at 2015-04-10T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.00,5.62,6.50,6.42,ONT,1300 Smiles,6.42,-8,31,6.42,6.52,17.00,f,1.45,.38,2.65,24.60,26.1,,
2.79,2.141,2.57,2.52,TIX,360 Capital Indust ord unt,2.54,-4,1109,2.53,2.56,19.58,,2.49,2.19,7.71,48.68,5.2,,
1.41,.74,1.30,1.285,TGP,360 Capital Grp stp,1.295,-.5,346,1.285,1.30,5.29,,2.85,-,4.08,15.09,8.6,,
2.24,1.92,2.13,2.11,TOF,360 Capital Office ord unt,2.11,-3,433,2.11,2.14,12.75,,.37,2.10,6.04,4.70,44.9,,
.195,.001,.092,.089,3DM,3D Medical,.089,-.3,16278,.089,.09,-,,-,.01,-,-.24,-,,
2.68,1.94,2.40,2.36,3PL,3P Learning,2.40,+4,12609,2.36,2.44,-,,-,.10,-,-2.29,-,,
.295,.17,-,-,8CO,8common,.19,-,-,.105,.195,-,,-,-,-,-.61,-,,
.55,.25,.545,.54,8IH,8I Hldgs cdi,.545,+.5,600,.53,.545,-,,-,-,-,-,-,,
.73,.15,.17,.155,NNW,99 Wuxian cdi,.155,-.5,828,.155,.18,-,,-,.04,-,.13,119.2,,
.002,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,.04,2.5,,
3.337,2.331,2.94,2.90,ABP,Abacus Prop stp,2.92,-2,10183,2.90,2.92,17.00,,1.43,2.42,5.82,24.24,12.0,,
1.295,1.04,1.185,1.185,ALR,Aberdeen Leaders,1.185,-3.5,100,1.195,1.24,6.50,f,.44,1.36,5.49,2.86,41.4,,
1.40,.645,-,-,AKG,Academies A'asia,.75,-,-,.755,.785,4.50,f,1.38,-.01,6.00,6.20,12.1,,
2.06,1.65,2.05,2.02,ACX,Aconex,2.05,+3,2276,2.00,2.06,-,,-,-,-,27.00,7.6,,
.96,.715,.78,.78,ACQ,Acorn Capital Invest,.78,+.5,150,.765,.78,-,,-,.85,-,-8.05,-,,
.04,.001,.004,.004,ACQO,  opt oct15,.004,-,2730,.003,.004,-,,-,-,-,-,-,,
2.10,.75,.835,.805,ACR,Acrux,.815,-.5,3065,.81,.82,8.00,f,.75,.09,9.82,6.01,13.6,,
.095,.011,.084,.083,ACW,Actinogen,.084,+.2,940,.082,.084,-,,-,.01,-,-.58,-,,
.006,.001,-,-,ACWOA,  opt sep15,.002,-,-,-,.004,-,,-,-,-,-,-,,
.029,.001,-,-,ACU,Acuvax,-,-,-,-,-,-,,-,-,-,-.04,-,,
.38,.20,.375,.375,ADA,Adacel Tech,.375,+3,20,.355,.40,.75,,-,.12,2.00,-2.60,-,,
.095,.04,-,-,AAU,Adcorp Aust,.051,-,-,.042,.048,-,,-,-.03,-,-1.78,-,,
4.71,3.12,4.70,4.59,ABC,Adelaide Brighton,4.62,-7,22832,4.60,4.63,17.00,f,1.58,1.35,3.68,26.90,17.2,,
.167,.071,.083,.076,AHZ,ADMEDUS,.081,+.6,172455,.08,.081,-,,-,.01,-,-1.22,-,,
.17,.065,.09,.086,ADJ,Adslot,.086,-.3,2155,.086,.088,-,,-,.69,-,-1.04,-,,
.01,.005,-,-,ABV,Adv Braking Tech,.007,-,-,.006,.007,-,,-,-,-,-.64,-,,
.003,.002,-,-,ABVO,  opt aug16,.003,-,-,-,.003,-,,-,-,-,-,-,,
.68,.595,-,-,ASW,Advanced Share Reg,.61,-,-,.615,.63,3.85,f,.96,.15,6.31,3.69,16.5,,
.25,.19,.225,.21,AER,Aeeris,.21,+1,2007,.21,.22,-,,-,-,-,-,-,,
.60,.086,.47,.455,AEI,Aeris Environmental,.465,-,1140,.465,.475,-,,-,.01,-,-1.36,-,,
1.480,1.035,1.09,1.065,AFJ,Affinity Education,1.065,+.5,26906,1.065,1.085,-,,-,-.15,-,-2.90,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.063,.006,-,-,AHA,AG Financial,.006,-,-,.006,.01,-,,-,-,-,-.03,-,,
.019,.01,-,-,AGX,Agenix,.014,-,-,.013,.016,-,,-,.01,-,.79,1.8,,
