Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4743.1 at 16:35 25/1/2010  Report at 19:05 Monday 25/1/2010. Processed 19:25 Monday 25/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.70,,-,2.70,2.75,11.4,f,1.64,0.13,4.22,18.7,14.4
0.19,0.105,-,-,TQH,3Q Hldgs Ltd,0.16,,-,0.145,0.18,-,,-,-0.10,-,1.07,15.0
0.09,0.015,0.02,0.02,FCS,4C Sec Solution,0.02,,214,0.02,0.035,-,,-,0.03,-,-4.2,-
0.48,0.216,0.40,0.395,ABP,Abacus Prop stpld,0.395,-1,34761,0.395,0.40,5.75,,-,0.62,14.56,-11.81,-
1.45,0.90,1.41,1.385,ALR,Aberdeen Leaders,1.41,2,983,1.41,1.42,9,f,-,1.52,6.38,-21.34,-
2.54,0.42,2.05,1.98,ACR,Acrux Ltd,2.05,9,2130,2.05,2.07,-,,-,0.09,-,-4.84,-
0.10,0.017,0.055,0.05,ACW,Actinogen Ltd,0.05,-0.5,200,0.05,0.06,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.016,0.016,ACU,Acuvax Ltd,0.016,-0.1,200,0.016,0.017,-,,-,-,-,-0.43,-
0.84,0.325,-,-,ADA,Adacel Tech,0.545,,-,0.53,0.54,-,,-,0.22,-,8.2,6.6
0.31,0.165,0.235,0.235,AAU,Adcorp Aust,0.235,0.5,150,0.23,0.235,1,,0.45,0.08,4.26,0.45,52.2
3.01,1.445,2.59,2.56,ABC,Adelaide Brighton,2.57,-3,8922,2.56,2.60,14,f,1.49,1.15,5.45,20.8,12.4
1.76,1.10,1.35,1.35,AYT,Adelaide Managed unt,1.35,,100,1.35,1.38,15.47,,0.81,1.78,11.46,12.59,10.7
0.142,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.06,0.065,-,,-,-,-,-8.68,-
