Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4542.1 at 16:36 28/7/2010  Report at 19:05 Wednesday 28/7/2010. Processed 19:10 Wednesday 28/7/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.55,-,-,ONT,1300 Smiles Ltd,3.26,,-,3.21,3.26,12.5,f,1.54,0.08,3.83,19.23,17.0,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.04,0.09,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,0.023,0.023,FCS,4C Sec Solution,0.023,,29,0.023,0.034,-,,-,0.01,-,-2.77,-,
0.275,0.07,-,-,AAY,Aacl Hldgs Ltd,0.08,,-,0.08,0.09,-,,-,-,-,-,-,
0.48,0.33,0.42,0.415,ABP,Abacus Prop stp,0.42,,33449,0.415,0.42,3.9,,-,0.60,9.29,-2.32,-,
1.47,1.20,1.235,1.23,ALR,Aberdeen Leaders,1.23,-0.5,145,1.235,1.24,9.5,f,0.81,1.21,7.72,7.67,16.0,
2.60,1.15,1.95,1.87,ACR,Acrux Ltd,1.94,8,2431,1.935,1.94,-,,-,0.06,-,-2.84,-,
0.095,0.027,-,-,ACW,Actinogen Ltd,0.027,,-,0.031,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,0.001,0.001,ACWO,  opt aug12,0.001,,50,0.001,0.001,-,,-,-,-,-,-,
0.035,0.003,-,-,ACU,Acuvax Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.37,-,
0.84,0.30,0.35,0.33,ADA,Adacel Tech,0.35,1.5,79,0.33,0.475,-,,-,0.21,-,2.7,13.0,
0.305,0.145,-,-,AAU,Adcorp Aust,0.165,,-,0.17,0.185,-,,-,0.07,-,-2.18,-,
3.20,2.31,3.19,3.14,ABC,Adelaide Brighton,3.17,-2,21403,3.17,3.19,13.5,f,1.51,1.21,4.26,20.4,15.5,
1.45,1.046,1.43,1.42,AYT,Adelaide Managed unt,1.42,-0.5,1050,1.42,1.43,16.02,,0.43,1.79,11.28,6.83,20.8,
0.118,0.052,0.065,0.065,ADQ,ADG Global Supply,0.065,-1.7,1205,0.065,0.08,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.008,-,,-,-,-,-,-,
0.016,0.002,0.004,0.003,ADL,Admerex Ltd,0.003,-0.1,6982,0.003,0.005,-,,-,-,-,-0.4,-,
3.70,2.35,3.30,3.30,ADG,Adtrans Grp,3.30,-5,75,3.20,3.35,20,f,1.86,2.44,6.06,37.1,8.9,
0.015,0.005,0.012,0.012,ASC,Adultshop Com,0.012,-0.2,2960,0.012,0.013,-,,-,0.02,-,-0.19,-,
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.004,-,,-,-,-,-,-,
0.038,0.015,-,-,ABV,Adv Braking Tech,0.02,,-,0.019,0.02,-,,-,-,-,-0.32,-,
0.64,0.31,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.50,0.54,-,,-,0.22,-,-0.1,-,
0.125,0.032,-,-,AES,Advanced Energy,0.045,,-,0.031,0.045,-,,-,0.01,-,-0.09,-,
0.093,0.031,0.045,0.044,ACE,Advanced Engine,0.044,-0.4,2600,0.03,0.047,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.052,0.052,ANM,Advanced Magnesium,0.052,,5,0.052,0.058,-,,-,0.02,-,-2.64,-,
0.695,0.235,0.57,0.55,ASW,Advanced Share,0.55,-3,490,0.55,0.60,2.75,f,1.15,0.11,5.00,3.16,17.4,
0.16,0.055,-,-,AEI,Aeris Environmental,0.055,,-,0.055,0.06,-,,-,-,-,-2.05,-,
1.67,0.995,1.10,1.10,AVE,Aevum Ltd,1.10,-1.5,74,1.10,1.135,4,,1.05,2.07,3.64,4.2,26.2,
0.002,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.01,-,
15.69,13.37,14.79,14.61,AGK,AGL Energy Ltd,14.79,16,6712,14.79,14.80,57,f,0.47,6.21,3.85,27,54.8,
0.175,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,0.16,2.12,,-,0.38,16.31,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.05,,-,-,2.04,-,,-,4.89,-,14.09,14.5,
16.50,13.95,14.83,14.83,ENY,Aii200energy etf unt,14.83,-6,20,14.81,14.90,-,,-,-,-,-,-,
5.09,4.18,-,-,FIN,Aii200financials etf unt,4.47,,-,4.50,4.53,-,,-,-,-,-,-,
5.98,4.83,-,-,FIX,Aii200finxareit etf unt,5.18,,-,5.21,5.24,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.45,,-,3.43,3.46,-,,-,-,-,-,-,
5.65,4.60,-,-,RSR,Aii200res etf unt,5.04,,-,5.08,5.11,-,,-,-,-,-,-,
4.83,3.90,4.28,4.28,MAM,Aii300metals&Min etf unt,4.28,-1,244,4.28,4.32,-,,-,-,-,-,-,
0.22,0.075,-,-,AGI,Ainsworth Game Tech,0.086,,-,0.084,0.105,-,,-,0.01,-,-4.95,-,
1.145,0.83,0.94,0.89,AIZ,Air New Zealand,0.89,,2514,0.89,0.93,5.17,,0.75,1.12,5.81,3.9,22.8,
0.11,0.10,-,-,AIG,Aircruising Aust,0.11,,-,0.02,0.08,-,,-,-0.11,-,-8.38,-,
5.60,2.00,2.18,2.13,AJL,AJ Lucas Grp,2.16,3,395,2.13,2.20,5.5,,2.91,1.32,2.55,16,13.5,
0.81,0.345,0.48,0.45,ACL,Alchemia Ltd,0.48,2,1903,0.47,0.48,-,,-,0.09,-,-4.6,-,
47.10,12.50,12.75,12.75,AAI,Alcoa Inc cdi,12.75,,52,12.75,13.75,11.61,,-,-,0.91,-14.02,-,
2.43,1.90,2.08,2.03,LEP,ALE Prop Grp stp,2.03,-4,246,2.03,2.05,27,,3.55,2.39,13.30,95.98,2.1,
5.91,2.25,2.55,2.41,ALS,Alesco Corp,2.52,1,4557,2.52,2.55,7,,-,0.65,2.78,-17.36,-,
0.205,0.01,0.16,0.14,AJX,Alexium Int Grp,0.16,2.5,6539,0.14,0.175,-,,-,-,-,-0.13,-,
0.105,0.041,0.06,0.058,AEJ,Alinta Energy Grp stp,0.058,-0.2,2053,0.058,0.059,-,,-,-1.53,-,-58.71,-,
0.245,0.024,0.047,0.044,ABQ,Allied Brands Ltd,0.045,0.2,65010,0.045,0.047,0.5,,4.60,0.06,11.11,2.3,2.0,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,0.26,0.24,AEA,Altera Res Ltd,0.26,2,601,0.20,0.27,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.15,,-,-,0.16,-,,-,-,-,-,-,
1.45,0.91,-,-,AIQ,Alternative Invest unt,1.09,,-,1.08,1.135,47,,-,1.45,43.12,-44.5,-,
0.39,0.20,0.25,0.24,ALU,Altium Ltd,0.24,-1,690,0.15,0.28,-,,-,0.09,-,-6.97,-,
