Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 17:16 Thursday 1/4/2010. Processed 18:01 Thursday 1/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.90,,-,2.82,2.90,12.5,f,1.54,0.08,4.31,19.23,15.1
0.18,0.10,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.095,0.14,-,,-,-0.08,-,3.28,3.0
0.065,0.015,-,-,FCS,4C Sec Solution,0.017,,-,0.015,0.02,-,,-,0.01,-,-2.77,-
0.48,0.28,0.405,0.395,ABP,Abacus Prop stp,0.40,,49559,0.40,0.405,5.75,,-,0.60,14.38,-2.32,-
1.47,1.05,1.465,1.465,ALR,Aberdeen Leaders,1.465,0.5,13,1.45,1.465,9,f,0.85,1.38,6.14,7.67,19.1
2.60,0.54,2.35,2.31,ACR,Acrux Ltd,2.32,-2,1380,2.32,2.34,-,,-,0.06,-,-2.84,-
0.10,0.017,0.045,0.045,ACW,Actinogen Ltd,0.045,,300,0.035,0.045,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,-,-,ACU,Acuvax Ltd,0.011,,-,0.011,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.36,0.36,ADA,Adacel Tech,0.36,,15,0.36,0.375,-,,-,0.21,-,2.7,13.3
0.31,0.18,0.195,0.195,AAU,Adcorp Aust,0.195,,205,0.195,0.20,1,,-,0.07,5.13,-2.18,-
3.01,1.84,2.75,2.60,ABC,Adelaide Brighton,2.72,14,53043,2.71,2.72,13.5,f,1.51,1.21,4.96,20.4,13.3
1.53,1.10,1.32,1.31,AYT,Adelaide Managed unt,1.31,-1,123,1.31,1.35,13.82,,0.49,1.79,10.55,6.83,19.2
0.123,0.058,-,-,ADQ,ADG Global Supply,0.065,,-,0.064,0.067,-,,-,0.02,-,-11.08,-
0.013,0.01,-,-,ADQO,  opt mar11,0.012,,-,0.008,-,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.005,,-,0.005,0.006,-,,-,-,-,-0.4,-
3.70,2.00,-,-,ADG,Adtrans Grp,3.50,,-,2.76,3.50,20,f,1.86,2.44,5.71,37.1,9.4
0.015,0.004,0.011,0.01,ASC,Adultshop Com,0.011,,15455,0.01,0.011,-,,-,0.02,-,-0.19,-
0.005,0.002,-,-,ASCO,  opt dec11,0.004,,-,0.003,0.004,-,,-,-,-,-,-
