Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4573.2 at 16:38 11/5/2010  Report at 19:05 Tuesday 11/5/2010. Processed 19:54 Tuesday 11/5/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.00,2.50,2.90,2.90,ONT,1300 Smiles Ltd,2.90,5,2,2.90,2.95,12.5,f,1.54,0.08,4.31,19.23,15.1,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.06,0.13,-,,-,-0.08,-,3.28,3.0,
0.06,0.015,-,-,FCS,4C Sec Solution,0.029,,-,0.02,0.029,-,,-,0.01,-,-2.77,-,
0.275,0.22,0.24,0.24,AAY,Aacl Hldgs Ltd,0.24,,30,0.15,0.21,-,,-,-,-,-,-,
0.48,0.285,0.43,0.42,ABP,Abacus Prop stp,0.43,0.5,38817,0.425,0.43,5.75,,-,0.60,13.37,-2.32,-,
1.47,1.155,1.37,1.355,ALR,Aberdeen Leaders,1.37,4,269,1.32,1.37,9,f,0.85,1.38,6.57,7.67,17.9,
2.60,0.85,1.93,1.88,ACR,Acrux Ltd,1.90,2.5,2998,1.88,1.92,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.035,,-,0.028,0.048,-,,-,0.04,-,-1.88,-,
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.006,0.007,0.007,ACU,Acuvax Ltd,0.007,,55,0.007,0.008,-,,-,-,-,-0.37,-,
0.84,0.32,0.42,0.385,ADA,Adacel Tech,0.385,-1.5,696,0.385,0.425,-,,-,0.21,-,2.7,14.3,
0.305,0.18,-,-,AAU,Adcorp Aust,0.19,,-,0.19,0.20,1,,-,0.07,5.26,-2.18,-,
3.01,2.03,2.84,2.78,ABC,Adelaide Brighton,2.79,3,43932,2.78,2.80,13.5,f,1.51,1.21,4.84,20.4,13.7,
