Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4577.6 at 16:40 3/9/2010  Report at 19:05 Friday 3/9/2010. Processed 17:33 Sunday 5/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.35,2.61,3.35,3.29,ONT,1300 Smiles Ltd,3.35,6,43,3.20,3.35,13.7,f,1.53,0.15,4.09,21,16.0,
0.18,0.08,-,-,TQH,3Q Hldgs Ltd,0.08,,-,0.08,0.13,-,,-,-0.08,-,3.28,2.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.045,,-,0.022,0.04,-,,-,0.01,-,-2.77,-,
0.275,0.03,0.067,0.03,AAY,Aacl Hldgs Ltd,0.03,-3,550,0.03,0.067,-,,-,-,-,-,-,
0.48,0.34,0.43,0.42,ABP,Abacus Prop stp,0.43,,28746,0.425,0.43,3.9,,0.39,0.58,9.07,1.53,28.1,
1.47,1.21,1.27,1.27,ALR,Aberdeen Leaders,1.27,,35,1.27,1.275,9.5,f,1.08,1.31,7.48,10.29,12.3,
2.60,1.41,2.09,2.04,ACR,Acrux Ltd,2.09,1,683,2.04,2.09,-,,-,-,-,29.08,7.2,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.045,0.068,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.024,0.002,-,-,ACU,Acuvax Ltd,0.003,,-,0.002,0.003,-,,-,-,-,-0.37,-,
0.77,0.30,0.315,0.305,ADA,Adacel Tech,0.315,0.5,188,0.315,0.335,-,,-,0.19,-,-3.5,-,
0.305,0.145,0.195,0.19,AAU,Adcorp Aust,0.195,-0.5,105,0.195,0.205,-,,-,0.08,-,-11.03,-,
3.435,2.293,3.31,3.26,ABC,Adelaide Brighton,3.28,,14082,3.28,3.29,15.5,f,1.52,1.16,4.73,23.6,13.9,
1.54,1.144,1.54,1.50,AYT,Adelaide Managed unt,1.52,8,8176,1.52,1.53,15.35,,0.14,1.63,10.10,2.11,72.0,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.05,,-,0.06,0.071,-,,-,0.01,-,-1.09,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.001,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
4.18,2.75,-,-,ADG,Adtrans Grp,4.09,,-,4.09,4.15,23,f,1.60,2.54,5.62,36.7,11.1,
0.019,0.005,0.015,0.015,ASC,Adultshop Com,0.015,-0.2,910,0.015,0.018,-,,-,0.02,-,-0.19,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.006,0.007,-,,-,-,-,-,-,
0.038,0.016,0.018,0.017,ABV,Adv Braking Tech,0.017,,11222,0.016,0.017,-,,-,-,-,-0.16,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.47,,-,0.29,0.47,-,,-,0.22,-,-0.1,-,
0.125,0.033,-,-,AES,Advanced Energy,0.049,,-,-,-,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.033,,-,0.032,0.033,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.049,0.048,ANM,Advanced Magnesium,0.049,-0.1,1283,0.048,0.05,-,,-,0.02,-,-2.64,-,
0.85,0.235,0.85,0.84,ASW,Advanced Share,0.85,6,150,0.82,0.90,3.6,f,1.00,0.11,4.24,3.61,23.5,
0.175,0.055,0.175,0.155,AEI,Aeris Environmental,0.175,2.5,992,0.16,0.175,-,,-,-,-,-2.05,-,
1.77,1.01,1.705,1.69,AVE,Aevum Ltd,1.705,2,1971,1.68,1.71,5,,3.84,2.02,2.93,19.2,8.9,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,50000,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.37,15.48,15.35,AGK,AGL Energy Ltd,15.40,6,13925,15.31,15.45,59,,1.34,5.89,3.83,79.3,19.4,
0.175,0.121,-,-,AGJ,Agricultural Land unt,0.14,,-,0.13,0.14,2.02,,-,0.38,14.43,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.04,,-,-,2.04,-,,-,4.94,-,-0.31,-,
16.50,13.95,15.18,15.18,ENY,Aii200energy etf unt,15.18,-4,1,15.11,15.20,-,,-,-,-,-,-,
5.09,4.18,-,-,FIN,Aii200financials etf unt,4.49,,-,4.45,4.48,-,,-,-,-,-,-,
5.98,4.83,5.15,5.14,FIX,Aii200finxareit etf unt,5.15,9,225,5.13,5.17,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.43,,-,3.62,3.65,-,,-,-,-,-,-,
5.65,4.60,5.16,5.15,RSR,Aii200res etf unt,5.16,4,195,5.15,5.19,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.14,,-,4.36,4.39,-,,-,-,-,-,-,
0.22,0.08,0.14,0.14,AGI,Ainsworth Game Tech,0.14,,320,0.14,0.15,-,,-,0.01,-,-4.95,-,
1.145,0.83,1.03,1.01,AIZ,Air New Zealand,1.01,-1,277,1.01,1.03,5.17,,1.19,1.15,5.12,6.17,16.4,
0.11,0.065,-,-,AIG,Aircruising Aust,0.065,,-,0.01,0.08,-,,-,-0.11,-,-8.38,-,
5.60,1.82,1.925,1.85,AJL,AJ Lucas Grp,1.88,-2,685,1.85,1.88,5.5,,-,1.19,2.93,-11,-,
0.81,0.345,0.49,0.475,ACL,Alchemia Ltd,0.49,0.5,2585,0.49,0.495,-,,-,0.07,-,-5,-,
47.10,11.50,-,-,AAI,Alcoa Inc cdi,11.50,,-,11.50,11.75,11.4,,-,-,0.99,-14.02,-,
2.43,1.95,2.02,2.00,LEP,ALE Prop Grp stp,2.01,-1,6438,2.00,2.01,24,,-,2.10,11.94,-10.94,-,
5.91,2.25,2.88,2.75,ALS,Alesco Corp,2.87,3,1571,2.82,2.87,7,,-,0.60,2.44,-132.84,-,
0.205,0.01,0.16,0.16,AJX,Alexium Int Grp,0.16,,502,0.16,0.185,-,,-,-,-,-0.13,-,
0.105,0.041,0.051,0.049,AEJ,Alinta Energy Grp stp,0.049,-0.2,3568,0.049,0.05,-,,-,-1.13,-,-76.57,-,
0.195,0.024,0.028,0.027,ABQ,Allied Brands Ltd,0.027,-0.3,362,0.027,0.029,0.5,,4.60,0.06,18.52,2.3,1.2,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,0.28,0.27,AEA,Altera Res Ltd,0.28,,590,0.27,0.28,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.13,,-,-,0.135,-,,-,-,-,-,-,
1.15,0.91,1.12,1.10,AIQ,Alternative Invest unt,1.10,,1702,1.10,1.115,47,,-,1.53,42.73,-44.5,-,
0.365,0.15,-,-,ALU,Altium Ltd,0.15,,-,0.16,0.21,-,,-,0.09,-,-6.97,-,
