Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5207.4 at 2014-12-11T16:37:06. Report at Thursday, December 11, 2014. Processed Friday at 2014-12-12T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
6.98,5.35,6.29,6.20,ONT,1300 Smiles,6.29,+12,38,6.22,6.29,14.50,f,1.45,.35,2.31,21.00,30.0,,
2.49,1.952,2.48,2.41,TIX,360 Capital Indust ord unt,2.48,+6,1620,2.43,2.48,18.75,,2.40,2.21,7.56,45.00,5.5,,
1.07,.60,.99,.99,TGP,360 Capital Grp stp,.99,-,13,.975,.99,5.06,,2.38,.61,5.11,12.05,8.2,,
2.09,1.92,2.03,2.02,TOF,360 Capital Office ord unt,2.03,-1,553,2.03,2.07,-,,-,-,-,-,-,,
2.60,2.13,2.22,2.17,3PL,3P Learning,2.20,-3,237,2.17,2.20,-,,-,-,-,-,-,,
.295,.21,.225,.225,8CO,8common,.225,+.5,150,.21,.225,-,,-,-,-,-,-,,
.73,.30,.38,.355,NNW,99 Wuxian cdi,.365,+1.5,774,.365,.38,-,,-,.02,-,.10,365.0,,
.002,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,-.20,-,,
2.97,2.19,2.97,2.91,ABP,Abacus Prop stp,2.97,+3,6207,2.96,2.97,16.75,,1.33,2.38,5.64,22.27,13.3,,
1.385,1.06,1.07,1.06,ALR,Aberdeen Leaders,1.06,-1.5,357,1.065,1.07,6.25,f,.48,1.20,5.90,3.02,35.1,,
1.40,.835,1.14,1.10,AKG,Academies A'asia,1.10,-3,40,1.10,1.14,5.50,f,1.78,.05,5.00,9.80,11.2,,
1.91,1.66,1.815,1.66,ACX,Aconex,1.70,-10,1375,1.66,1.70,-,,-,-,-,-,-,,
.96,.72,.72,.72,ACQ,Acorn Capital Invest,.72,-.5,90,.72,.745,-,,-,-,-,-,-,,
.04,.006,.006,.006,ACQO,  opt oct15,.006,-,3729,.003,.005,-,,-,-,-,-,-,,
2.632,.75,1.16,1.02,ACR,Acrux,1.14,-3,15846,1.13,1.145,16.00,f,1.05,.12,14.04,16.80,6.8,,
.05,.011,.042,.038,ACW,Actinogen,.042,+.2,3095,.04,.044,-,,-,.01,-,-.29,-,,
.001,.001,-,-,ACWOA,  opt sep15,.001,-,-,-,-,-,,-,-,-,-,-,,
.001,.001,-,-,ACU,Acuvax,.001,-,-,-,.001,-,,-,-,-,-.04,-,,
.49,.20,-,-,ADA,Adacel Tech,.25,-,-,.25,.27,-,,-,.09,-,-2.90,-,,
.095,.04,.046,.046,AAU,Adcorp Aust,.046,+.6,1037,.05,.049,-,,-,-.02,-,-4.30,-,,
4.375,3.12,3.52,3.46,ABC,Adelaide Brighton,3.50,-4,19592,3.49,3.52,16.50,f,1.34,1.33,4.71,22.10,15.8,,
.02,.004,-,-,ADQ,ADG Global Supply,.011,-,-,-,-,-,,-,.01,-,-6.10,-,,
.185,.094,.11,.105,AHZ,ADMEDUS,.105,-.5,15807,.105,.11,-,,-,.02,-,-.55,-,,
