Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5035.7 at 2013-07-31T16:43:36. Report at Wednesday, July 31, 2013. Processed Thursday at 2013-08-01T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
6.79,5.00,6.59,6.59,ONT,1300 Smiles,6.59,+7,2,6.56,6.60,19.20,f,1.51,.65,2.91,28.92,22.8,,
2.26,1.423,2.08,2.05,TIX,360 Cap Indust Fund ord unt,2.05,-2,7559,2.04,2.07,-,,-,-,-,-,-,,
.011,.001,-,-,AYI,A1 Invest & Res,-,-,-,.003,.004,-,,-,-,-,-1.31,-,,
.03,.003,-,-,AAY,AACL Hldgs,.004,-,-,.004,-,-,,-,-.03,-,2.48,.2,,
2.51,1.925,2.27,2.20,ABP,Abacus Prop stp,2.21,-6,5528,2.19,2.21,16.50,,.41,2.30,7.47,6.83,32.4,,
1.365,.98,1.27,1.25,ALR,Aberdeen Leaders,1.27,+1,348,1.25,1.27,9.50,f,.28,1.08,7.48,2.64,48.1,,
.84,.49,-,-,AKG,Academies A'asia,.84,-,-,.81,.84,5.00,f,1.40,.12,5.95,7.01,12.0,,
4.18,2.64,3.40,3.35,ACR,Acrux,3.37,+2,5027,3.36,3.37,8.00,,.34,.11,2.37,2.73,123.4,,
.039,.01,-,-,ACW,Actinogen,.016,-,-,.017,.019,-,,-,-,-,-.15,-,,
.002,.001,-,-,ACWOA,  opt sep15,-,-,-,-,-,-,,-,-,-,-,-,,
.46,.241,-,-,ADA,Adacel Tech,.35,-,-,.38,.41,-,,-,.13,-,1.80,19.4,,
.22,.066,.115,.115,AAU,Adcorp Aust,.115,-,327,.115,.12,.75,,-,.04,6.52,-6.79,-,,
.016,.007,-,-,ABN,AdEffective,.012,-,-,.01,.018,-,,-,-,-,.15,8.0,,
.005,.002,-,-,ABNO,  opt jun14,.002,-,-,-,.005,-,,-,-,-,-,-,,
3.70,2.87,3.295,3.23,ABC,Adelaide Brighton,3.28,+8,12284,3.26,3.28,16.50,f,1.47,1.29,5.03,24.20,13.6,,
.07,.01,.015,.015,ADQ,ADG Global Supply,.015,+.3,347,.012,.015,-,,-,.05,-,.67,2.2,,
.059,.024,.043,.043,ADJ,Adslot,.043,-.2,100,.043,.046,-,,-,.02,-,-.91,-,,
.024,.013,.018,.017,ABV,Adv Braking Tech,.018,+.1,8000,.016,.018,-,,-,-,-,-.07,-,,
.15,.064,-,-,AMT,Adv Surg Dsgn & Mnft,.064,-,-,.055,.08,-,,-,.10,-,.35,18.3,,
.76,.62,-,-,ASW,Advanced Share Reg,.635,-,-,.675,.69,3.70,f,.99,.14,5.83,3.67,17.3,,
.22,.13,-,-,AEI,Aeris Environmental,.16,-,-,.155,.17,-,,-,-,-,-.92,-,,
.001,.001,-,-,AFT,AFT Corp,-,-,-,-,.001,-,,-,-,-,-.02,-,,
.073,.002,-,-,AGX,Agenix,.025,-,-,.025,.026,-,,-,-,-,-8.13,-,,
.01,.001,-,-,AGXO,  opt jun15,-,-,-,.002,.012,-,,-,-,-,-,-,,
16.60,13.66,14.82,14.55,AGK,AGL Energy,14.55,-14,9902,14.55,14.57,62.00,f,1.05,7.61,4.26,65.00,22.4,,
.15,.083,-,-,AGJ,Agricultural Land unt,.14,-,-,.094,.12,3.18,,-,.19,22.71,-10.80,-,,
2.20,1.92,2.10,2.10,AHC,AHC,2.10,-,6,2.10,-,10.00,f,-,4.76,4.76,-5.62,-,,
4.42,1.90,3.68,3.57,AGI,Ainsworth Game Tech,3.60,-6,2826,3.58,3.60,3.00,,5.00,.51,.83,15.00,24.0,,
1.30,.69,1.27,1.265,AIZ,Air New Zealand,1.265,-.5,-,1.265,1.28,4.75,,2.03,1.22,3.75,9.65,13.1,,
1.893,.44,1.61,1.495,AJL,AJ Lucas Grp,1.54,+6,5711,1.51,1.57,-,,-,.35,-,-150.10,-,,
.615,.285,.37,.355,ACL,Alchemia,.37,+1.5,1673,.36,.37,-,,-,.01,-,-5.40,-,,
8.75,7.50,-,-,AAI,Alcoa Inc cdi,8.00,-,-,6.10,9.99,9.86,,1.01,-,1.23,9.91,80.7,,
2.75,2.08,2.72,2.68,LEP,ALE Prop Grp stp,2.72,+3,2554,2.72,2.73,16.00,,-,1.88,5.88,-13.13,-,,
.13,.04,.125,.115,AJX,Alexium Int'l,.12,+.5,6927,.12,.125,-,,-,-.02,-,-1.77,-,,
.385,.17,.225,.215,AEB,Algae.Tec,.22,-,1464,.21,.22,-,,-,-,-,-2.71,-,,
.12,.06,-,-,AEBO,  opt jan14,-,-,-,-,.04,-,,-,-,-,-,-,,
2.33,1.505,1.74,1.74,AQZ,Alliance Aviation,1.74,-,-,1.74,1.83,10.40,f,2.53,1.30,5.98,26.34,6.6,,
.255,.008,-,-,ABQ,Allied Consolidated,.008,-,-,.009,.012,-,,-,-,-,-2.03,-,,
.06,.016,.055,.053,AHZ,Allied Healthcare,.053,-.1,52295,.053,.055,-,,-,.01,-,-1.44,-,,
12.272,7.127,8.58,8.345,ALQ,ALS,8.49,-1,21664,8.49,8.53,48.00,p,1.38,.56,5.65,66.44,12.8,,
1.34,.53,.74,.53,ALQR,  rtsforus,.69,-,9313,.685,.69,-,,-,-,-,-,-,,
.31,.181,.305,.305,AIQ,Alternative Invest unt,.305,-,144,.305,.32,-,,-,.41,-,1.49,20.5,,
2.40,.42,2.29,2.26,ALU,Altium,2.29,-1,446,2.29,2.30,8.00,,1.09,.02,3.49,8.75,26.2,,
