Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4776.7 at 16:47 2/12/2009  Report at 19:05 Wednesday 2/12/2009. Processed 19:31 Wednesday 2/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.40,2.70,2.70,ONT,1300 Smiles Ltd,2.70,,52,2.69,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.18,,-,0.13,0.18,-,,-,-0.10,-,1.07,16.8
0.09,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.03,-,,-,0.03,-,-4.2,-
0.48,0.147,0.44,0.42,ABP,Abacus Prop stpld,0.42,-1.5,27072,0.42,0.425,7.75,,-,0.62,18.45,-11.81,-
1.44,0.90,1.38,1.375,ALR,Aberdeen Leaders,1.38,2,136,1.38,1.41,9,f,-,1.42,6.52,-21.34,-
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.01,-,-,,-,-0.01,-,-0.33,-
2.54,0.42,2.41,2.15,ACR,Acrux Ltd,2.27,-14,5745,2.27,2.28,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.055,,-,0.058,0.06,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.014,0.016,0.016,ACU,Acuvax Ltd,0.016,,5563,0.016,0.017,-,,-,-,-,-0.43,-
0.84,0.325,0.57,0.57,ADA,Adacel Tech,0.57,,20,0.55,0.60,-,,-,0.22,-,8.2,7.0
0.345,0.165,-,-,AAU,Adcorp Aust,0.26,,-,0.26,0.285,1,,0.45,0.08,3.85,0.45,57.8
3.01,1.445,2.67,2.58,ABC,Adelaide Brighton,2.58,-1,12259,2.56,2.62,14,f,1.49,1.15,5.43,20.8,12.4
1.76,1.10,1.33,1.32,AYT,Adelaide Managed unt,1.33,2,190,1.32,1.33,15.47,,0.81,1.79,11.63,12.59,10.6
0.165,0.058,0.08,0.08,ADQ,ADG Global Supply,0.08,,1050,0.08,0.09,-,,-,-,-,-8.68,-
0.016,0.004,0.011,0.01,ADL,Admerex Ltd,0.01,-0.1,2001,0.01,0.012,-,,-,0.01,-,-2.68,-
3.25,1.65,-,-,ADG,Adtrans Grp,3.18,,-,3.18,3.25,16,f,1.74,2.37,5.03,27.9,11.4
0.012,0.003,0.009,0.009,ASC,Adultshop Com,0.009,,1421,0.009,0.011,-,,-,0.04,-,-0.28,-
0.004,0.002,-,-,ASCO,  opt dec11,0.004,,-,0.004,0.005,-,,-,-,-,-,-
0.038,0.005,-,-,ABV,Adv Braking Tech,0.03,,-,0.03,0.031,-,,-,0.01,-,-0.36,-
0.64,0.28,0.59,0.58,AMT,Adv Surg Dsgn & Mnft,0.59,-1,230,0.59,0.60,-,,-,0.20,-,-2.9,-
0.085,0.02,0.066,0.065,AES,Advanced Energy,0.066,-0.1,1000,0.066,0.067,-,,-,0.01,-,-0.06,-
0.093,0.031,0.067,0.067,ACE,Advanced Engine,0.067,0.2,258,0.059,0.067,-,,-,-0.04,-,-1.9,-
0.124,0.013,0.06,0.059,ANM,Advanced Magnesium,0.059,0.2,1176,0.059,0.06,-,,-,0.01,-,-3.07,-
0.36,0.15,-,-,ASW,Advanced Share,0.325,,-,0.32,0.34,2,f,1.05,0.09,6.15,2.1,15.5
0.185,0.05,0.12,0.12,AEI,Aeris Environmental,0.12,0.5,107,0.115,0.16,-,,-,0.01,-,-2.31,-
1.67,0.545,1.395,1.345,AVE,Aevum Ltd,1.38,,481,1.365,1.395,4,,-,2.07,2.90,-9.7,-
0.001,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.03,-
15.80,12.83,14.16,13.93,AGK,AGL Energy Ltd,14.06,7,11763,14.05,14.10,54,f,6.63,6.00,3.84,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.165,,-,0.155,0.17,2.42,,-,0.38,14.67,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.25,2.45,5,,3.56,3.31,2.22,17.79,12.6
0.22,0.05,-,-,AGI,Ainsworth Game Tech,0.18,,-,0.185,0.19,-,,-,0.02,-,-4.45,-
1.12,0.55,0.98,0.955,AIZ,Air New Zealand fpo nz,0.955,-3,191,0.92,0.975,5.22,,0.31,1.18,5.47,1.61,59.3
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,4.32,4.23,AJL,AJ Lucas Grp,4.31,10,1176,4.25,4.31,10.5,f,23.78,2.11,2.44,249.7,1.7
0.739,0.092,0.67,0.65,ACL,Alchemia Ltd,0.67,1.5,727,0.67,0.68,-,,-,0.03,-,-5.2,-
0.081,0.06,0.081,0.081,ACLR,  rts16decd,0.081,0.1,2,0.10,0.17,-,,-,-,-,-,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,46.65,,-,-,44.95,31.58,,-,-,0.68,-251.67,-
2.36,1.416,2.27,2.22,LEP,ALE Prop Grp stpld,2.25,2,1570,2.25,2.27,30,,1.05,3.08,13.33,31.51,7.1
5.91,0.60,4.84,4.70,ALS,Alesco Corp,4.76,4,3391,4.73,4.78,7,f,-,0.49,1.47,-13.94,-
0.28,0.10,0.15,0.145,ABQ,Allied Brands Ltd,0.15,0.5,2145,0.145,0.15,0.5,f,5.60,0.05,3.33,2.8,5.4
0.029,0.001,-,-,ABQO,  opt dec10,0.005,,-,0.002,0.005,-,,-,-,-,-,-
0.078,0.017,0.059,0.055,AMA,Allomak Ltd,0.055,0.1,2761,0.055,0.059,-,,-,-0.23,-,-43.5,-
0.12,0.015,0.11,0.11,AEA,Altera Res Ltd,0.11,,500,0.096,0.115,-,,-,-,-,-3.25,-
1.45,0.575,1.07,1.07,AIQ,Alternative Invest unt,1.07,,101,1.065,1.15,47,,-,1.43,43.93,-33.96,-
0.60,0.235,0.255,0.25,ALU,Altium Ltd,0.255,1.5,300,0.26,0.27,2,,-,0.12,7.84,-0.47,-
6.15,3.598,5.88,5.73,AHD,Amalgamated Hldgs,5.88,15,274,5.73,5.88,32,f,1.67,4.48,5.44,53.5,11.0
-,-,-,-,AHDN,  def,-,,-,-,-,-,,-,-,-,-,-
0.55,0.32,-,-,AMO,Ambertech Ltd,0.49,,-,0.49,0.515,3.5,f,1.69,0.57,7.14,5.9,8.3
0.38,0.096,-,-,AMB,Ambition Grp Ltd,0.345,,-,0.315,0.34,1.5,,-,0.13,4.35,-52.3,-
0.72,0.43,0.69,0.675,AMH,Amcil Ltd,0.675,-1,530,0.67,0.68,2,f,1.31,0.72,2.96,2.63,25.7
0.27,0.096,0.27,0.245,AMM,Amcom Telecomm,0.25,1,39718,0.245,0.25,0.8,f,2.81,0.18,3.20,2.25,11.1
0.07,0.002,0.07,0.06,AMMO,  opt dec09,0.07,0.8,59018,0.063,0.07,-,,-,-,-,-,-
6.05,3.50,5.96,5.87,AMC,Amcor Ltd,5.93,5,33160,5.89,5.95,34,,0.74,1.61,5.73,25.3,23.4
3.00,1.30,2.62,2.56,AEC,Ammtec Ltd,2.56,-6,157,2.56,2.60,16,f,1.69,0.77,6.25,27.1,9.4
1.265,0.73,1.09,1.065,AGF,AMP Capital China unt,1.09,1,2465,1.08,1.09,3.9,,1.12,1.27,3.58,4.35,25.1
6.97,3.52,6.28,6.17,AMP,AMP Ltd,6.26,13,95029,6.26,6.27,30,p,0.99,0.67,4.79,29.6,21.1
0.39,0.09,0.27,0.245,ANQ,Anaeco Ltd,0.245,-0.5,4393,0.25,0.275,-,,-,0.02,-,-5.6,-
0.023,0.003,-,-,ANQO,  opt may10,0.003,,-,0.001,-,-,,-,-,-,-,-
0.016,0.001,-,-,ANQOA,  opt may12,0.004,,-,0.001,-,-,,-,-,-,-,-
0.083,0.019,0.06,0.058,ALT,Analytica Ltd,0.058,-0.2,2123,0.057,0.058,-,,-,-,-,-0.6,-
13.38,7.51,10.79,10.60,ANN,Ansell Ltd,10.67,8,6085,10.55,10.75,28,,3.19,1.98,2.62,89.2,12.0
0.065,0.028,-,-,ANO,Antaria Ltd,0.05,,-,0.045,0.052,-,,-,0.03,-,0.77,6.5
0.013,0.004,0.008,0.007,ADO,Anteo Diagnostics,0.008,0.1,3167,0.007,0.008,-,,-,0.01,-,-1.1,-
0.004,0.002,0.002,0.002,ADOO,  opt sep10,0.002,,4501,0.001,0.002,-,,-,-,-,-,-
-,-,-,-,ADOOA,  opt feb11,-,,-,-,0.009,-,,-,-,-,-,-
0.075,0.029,0.059,0.058,ANP,Antisense Therapeutic,0.058,,610,0.06,0.066,-,,-,0.01,-,-0.46,-
25.25,11.83,22.40,22.11,ANZ,ANZ Banking Grp,22.11,14,69474,22.11,22.15,102,f,1.67,10.72,4.61,170.4,13.0
11.65,4.45,-,-,APE,AP Eagers Ltd,10.69,,-,10.42,10.55,44,f,0.82,8.41,4.12,36.1,29.6
0.081,0.01,-,-,APP,APA Financial,0.018,,-,0.02,0.035,-,,-,-,-,-3.7,-
3.36,2.45,3.36,3.28,APA,APA Grp stpld,3.35,9,12400,3.34,3.36,31,,0.52,1.18,9.25,16.2,20.7
0.115,0.014,0.07,0.067,AEZ,APN European Retail stpld,0.067,-0.1,2212,0.067,0.069,1,,-,0.33,14.93,-56.84,-
2.61,0.866,2.46,2.33,APN,APN News & Media,2.36,5,13936,2.33,2.37,12,,-,-1.23,5.08,-13.1,-
0.41,0.09,0.335,0.335,APD,APN Prop Grp,0.335,-1,20,0.335,0.37,3,,-,0.20,8.96,-18.08,-
0.04,0.009,0.011,0.01,AOP,Apollo Cons,0.011,,5533,0.011,0.012,-,,-,-,-,-0.91,-
0.018,0.008,-,-,AQL,Aquacarotene Ltd,0.012,,-,0.012,0.016,-,,-,-,-,-0.35,-
0.08,0.038,-,-,APB,Arafura Pearls,0.05,,-,0.047,0.049,-,,-,0.22,-,2,2.5
5.20,2.368,5.00,4.87,ARP,ARB Corp,4.91,-3,2065,4.87,4.95,16.5,f,2.05,1.22,3.36,33.86,14.5
1.65,0.79,1.54,1.49,AAD,Ardent Leisure Grp stp,1.53,2,4315,1.51,1.54,14.3,,-,1.18,9.35,-0.32,-
6.91,4.52,6.70,6.63,ARG,Argo Invest,6.68,4,1517,6.64,6.69,27,f,-,6.26,4.04,-11.1,-
0.017,0.005,0.006,0.006,ASV,Argus Solutions,0.006,,440,0.006,0.008,-,,-,-,-,-0.12,-
0.30,0.16,0.29,0.29,ARA,Ariadne Aust,0.29,,25,0.29,0.31,1,,-,0.30,3.45,-4.51,-
5.75,3.16,4.17,3.99,ALL,Aristocrat Leisure,4.00,-10,12782,3.99,4.03,14.5,f,-,0.35,3.62,-0.2,-
0.80,0.44,0.60,0.595,ARJ,ARK Fund Ltd (The),0.60,2,200,0.585,0.60,7,f,1.15,1.08,11.67,8.07,7.4
0.025,0.003,0.014,0.014,AEM,Artist & Entertain,0.014,0.1,1000,0.013,0.014,-,,-,-,-,2.83,0.5
0.26,0.12,0.20,0.20,APH,Ascent Pharmahealth,0.20,,792,0.20,0.21,0.5,,6.20,0.04,2.50,3.1,6.5
1.76,0.32,1.75,1.715,AIO,Asciano Grp stpld,1.72,,204772,1.715,1.72,23,,-,-1.41,13.37,-32.5,-
0.43,0.036,-,-,AFA,ASF Grp Ltd,0.20,,-,0.16,0.195,-,,-,0.01,-,-2.61,-
1.195,0.33,1.16,1.145,ASZ,ASG Grp Ltd,1.145,,4133,1.145,1.15,5.5,f,1.55,0.05,4.80,8.52,13.4
0.50,0.007,-,-,AJJ,Asia Liver Trans,0.14,,-,0.14,0.15,-,,-,-0.02,-,-2.51,-
0.002,0.001,-,-,AJJO,  opt sep10,-,,-,-,0.035,-,,-,-,-,-,-
1.05,0.77,0.98,0.98,AUF,Asian Masters Fund,0.98,,181,0.92,0.98,-,,-,0.95,-,0.76,128.9
0.37,0.125,0.315,0.315,AKF,ASK Funding Ltd,0.315,-2.5,20540,0.29,0.315,1.3,f,4.15,0.35,4.13,5.4,5.8
0.575,0.218,0.515,0.485,APZ,Aspen Grp stpld,0.515,2,8876,0.495,0.515,6.17,,-,0.68,11.98,-22.53,-
0.271,0.14,0.15,0.15,ASP,Aspermont Ltd,0.15,,206,0.15,0.16,0.13,,-,-0.06,0.87,-0.22,-
1.10,0.008,-,-,AKR,Astra Capital Ltd,0.80,,-,0.78,0.85,-,,-,1.60,-,-0.03,-
0.515,0.16,0.455,0.45,AJA,Astro Jap Prop stp,0.455,1,47104,0.45,0.455,9,,-,0.93,19.78,-71.94,-
2.70,1.41,1.80,1.625,ATR,Astron Ltd,1.73,-5,333,1.73,1.795,10,,-,0.03,5.78,-3.9,-
37.90,23.52,33.97,33.34,ASX,ASX Ltd,33.50,9,15445,33.40,33.55,164.9,f,1.11,2.66,4.92,183.2,18.3
0.24,0.125,-,-,ACG,Atcor Medical,0.195,,-,0.20,0.205,-,,-,0.05,-,-1.7,-
0.048,0.005,0.041,0.04,ATI,Atlantic Ltd,0.04,,35225,0.039,0.041,-,,-,0.01,-,-0.11,-
0.039,0.003,0.03,0.029,ATIO,  opt dec11,0.029,,37000,0.028,0.03,-,,-,-,-,-,-
0.22,0.075,0.115,0.11,ATP,Atlas Southsea Pearl,0.115,0.5,619,0.115,0.12,2,,-,0.20,17.39,-4.39,-
0.04,0.01,-,-,ATW,Atos Wellness,0.017,,-,0.008,0.029,-,,-,0.01,-,-0.12,-
1.66,1.175,1.48,1.445,AIA,Auckland Airport fpo nz,1.48,3.5,5922,1.445,1.48,6.7,,0.41,1.21,4.53,2.74,54.0
-,-,-,-,ABWDA,Aurora Buy-Write def,-,,-,1.24,1.25,-,,-,7.25,-,-57.97,-
1.13,1.13,-,-,AIBDA,Aurora Global Tr def,1.13,,-,1.13,1.25,-,,-,8.07,-,-13.91,-
5.37,4.35,-,-,AUP,Aurora Prop unt,5.32,,-,4.95,5.10,-,,-,5.43,-,-,-
1.23,1.055,1.11,1.10,AOD,Aurora Sandringham ,1.11,0.5,908,1.10,1.11,5,f,-,1.08,4.50,-6.57,-
1.95,0.675,1.85,1.79,ASL,Ausdrill Ltd,1.84,6,6563,1.815,1.84,11,f,2.11,1.73,5.98,23.23,7.9
