Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5509.9 at 2014-07-17T16:41:36. Report at Thursday, July 17, 2014. Processed Friday at 2014-07-18T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.25,5.35,6.15,6.09,ONT,1300 Smiles,6.09,-6,17,6.09,6.16,15.00,f,1.39,.61,2.46,20.85,29.2,,
2.35,1.96,-,-,TIX,360 Cap Indust Fund ord unt,2.24,-,-,2.24,2.21,18.45,,.93,1.94,8.24,17.12,13.1,,
.91,.465,.82,.807,TGP,360 Capital Grp stp,.81,+.5,1626,.81,.82,4.75,,1.61,.60,5.86,7.66,10.6,,
2.05,1.92,1.99,1.98,TOF,360 Capital Office ord unt,1.985,-,1214,1.98,1.985,-,,-,-,-,-,-,,
2.39,2.13,2.29,2.23,TPN,3P Learning,2.24,-3,1574,2.22,2.24,-,,-,-,-,-,-,,
.73,.30,.65,.63,NNW,99 Wuxian cdi,.65,-.5,1723,.64,.65,-,,-,-,-,-,-,,
.003,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,-.54,-,,
2.60,2.14,2.59,2.53,ABP,Abacus Prop stp,2.55,-3,8209,2.55,2.57,16.75,,1.10,2.34,6.57,18.46,13.8,,
1.385,1.18,1.22,1.22,ALR,Aberdeen Leaders,1.22,+1.5,140,1.22,1.24,7.00,f,.42,1.16,5.74,2.93,41.6,,
1.40,.78,-,-,AKG,Academies A'asia,1.28,-,-,1.27,1.33,5.00,f,1.74,.16,3.91,8.70,14.7,,
.96,.85,.935,.92,ACQ,Acorn Capital Invest,.935,+2.5,1270,.925,.935,-,,-,-,-,-,-,,
.04,.025,.035,.032,ACQO,  opt oct15,.035,-,600,.035,.04,-,,-,-,-,-,-,,
3.466,.75,1.105,1.057,ACR,Acrux,1.065,-.5,8813,1.06,1.08,8.00,,2.23,.22,7.51,17.87,6.0,,
.045,.01,-,-,ACW,Actinogen,.024,-,-,.016,.03,-,,-,.01,-,-.47,-,,
.001,.001,-,-,ACWOA,  opt sep15,-,-,-,-,.001,-,,-,-,-,-,-,,
.57,.215,.25,.25,ADA,Adacel Tech,.25,-1,20,.25,.26,-,,-,.14,-,.70,35.7,,
.125,.04,.062,.062,AAU,Adcorp Aust,.062,-,200,.061,.064,-,,-,-.01,-,-5.55,-,,
4.375,3.15,3.66,3.58,ABC,Adelaide Brighton,3.65,+7,26993,3.65,3.66,16.50,f,1.44,1.38,4.52,23.70,15.4,,
.025,.005,-,-,ADQ,ADG Global Supply,.011,-,-,.008,.011,-,,-,.04,-,-2.11,-,,
.185,.046,.13,.125,AHZ,ADMEDUS,.125,-,9154,.125,.13,-,,-,.01,-,-.03,-,,
.155,.042,.102,.10,ADJ,Adslot,.10,-,6699,.10,.105,-,,-,.63,-,-1.12,-,,
.018,.006,.006,.006,ABV,Adv Braking Tech,.006,-.1,11000,.006,.007,-,,-,-,-,-.20,-,,
.002,.002,-,-,ABVO,  opt aug16,.002,-,-,.003,.004,-,,-,-,-,-,-,,
.07,.045,-,-,AMT,Adv Surg Dsgn & Mnft,.06,-,-,.01,.06,-,,-,.09,-,-.91,-,,
.72,.60,-,-,ASW,Advanced Share Reg,.68,-,-,.65,.67,3.70,f,.93,.14,5.44,3.43,19.8,,
.185,.08,.10,.10,AEI,Aeris Environmental,.10,-,436,.10,.11,-,,-,-.01,-,-1.03,-,,
1.446,.911,1.127,1.07,AFJ,Affinity Education,1.105,-1.5,9165,1.08,1.125,-,,-,-,-,-,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.045,.03,.045,.038,AHA,AG Financial,.045,+.5,550,.039,.045,-,,-,-,-,-6.31,-,,
.042,.011,-,-,AGX,Agenix,.013,-,-,.012,.013,-,,-,-,-,5.19,.3,,
.005,.001,-,-,AGXO,  opt jun15,.001,-,-,.001,.012,-,,-,-,-,-,-,,
16.27,14.11,15.91,14.91,AGK,AGL Energy,14.91,-87,61457,14.90,14.95,63.00,f,.81,7.56,4.23,51.10,29.2,,
.12,.073,-,-,AGJ,Agricultural Land unt,.095,-,-,.082,.095,2.82,,-,.11,29.68,-3.71,-,,
.122,.069,.115,.11,APW,AIMS Prop Sec Fund unt,.11,-,1302,.11,.115,.18,,-,.13,1.64,-4.40,-,,
4.79,3.33,3.78,3.67,AGI,Ainsworth Game Tech,3.70,-,5267,3.70,3.72,10.00,,2.00,.63,2.70,20.00,18.5,,
2.12,1.15,1.88,1.86,AIZ,Air New Zealand,1.86,-3.5,160,1.86,1.91,8.52,,2.17,1.43,4.58,18.53,10.0,,
1.61,.72,.85,.785,AJL,AJ Lucas Grp,.80,-9,249,.765,.80,-,,-,.47,-,-91.50,-,,
.675,.315,.64,.62,ACL,Alchemia,.625,+1,1902,.625,.635,-,,-,.04,-,-1.20,-,,
17.00,7.873,-,-,AAI,Alcoa Inc cdi,17.00,-,-,17.05,18.99,7.87,,-,-,.46,-246.13,-,,
3.19,2.60,3.04,3.03,LEP,ALE Prop Grp stp,3.03,-2,259,3.03,3.04,16.20,,1.52,1.96,5.35,24.62,12.3,,
.19,.092,.10,.097,AJX,Alexium Int'l,.10,-,8271,.099,.105,-,,-,-.02,-,-2.08,-,,
.245,.068,-,-,AEB,Algae.Tec,.08,-,-,.075,.089,-,,-,-,-,-1.36,-,,
1.845,1.06,1.175,1.16,AQZ,Alliance Aviation,1.16,-.5,377,1.16,1.17,9.20,f,1.99,1.37,7.93,18.33,6.3,,
10.64,7.05,8.545,8.425,ALQ,ALS,8.47,+9,27943,8.47,8.48,39.00,p,1.04,.02,4.60,40.74,20.8,,
.14,.045,.135,.135,AIQ,Alternative Invest unt,.135,-,500,.135,.14,-,,-,.17,-,4.94,2.7,,
2.90,2.07,2.44,2.37,ALU,Altium,2.42,+2,1583,2.39,2.44,12.00,,.74,.03,4.96,8.87,27.3,,
