Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4936.8 at 16:37 22/4/2010  Report at 19:05 Thursday 22/4/2010. Processed 19:17 Thursday 22/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.85,2.85,ONT,1300 Smiles Ltd,2.85,-3,12,2.85,2.88,12.5,f,1.54,0.08,4.39,19.23,14.8
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.08,0.14,-,,-,-0.08,-,3.28,3.0
0.06,0.015,-,-,FCS,4C Sec Solution,0.018,,-,0.018,0.019,-,,-,0.01,-,-2.77,-
0.275,0.23,0.23,0.23,AAY,Aacl Hldgs Ltd,0.23,-2,1000,0.23,0.25,-,,-,-,-,-,-
0.48,0.28,0.415,0.41,ABP,Abacus Prop stp,0.41,-1,10553,0.41,0.415,5.75,,-,0.60,14.02,-2.32,-
1.47,1.12,1.43,1.43,ALR,Aberdeen Leaders,1.43,-1.5,30,1.43,1.445,9,f,0.85,1.38,6.29,7.67,18.6
2.60,0.58,2.23,2.19,ACR,Acrux Ltd,2.21,1,3120,2.21,2.22,-,,-,0.06,-,-2.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.035,,-,0.035,0.039,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,-,-,ACU,Acuvax Ltd,0.012,,-,0.012,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.66,0.61,ADA,Adacel Tech,0.66,4,724,0.63,0.67,-,,-,0.21,-,2.7,24.4
0.31,0.18,-,-,AAU,Adcorp Aust,0.21,,-,0.20,0.21,1,,-,0.07,4.76,-2.18,-
3.01,1.885,2.93,2.88,ABC,Adelaide Brighton,2.90,-3,16424,2.88,2.94,13.5,f,1.51,1.21,4.66,20.4,14.2
1.565,1.10,1.565,1.55,AYT,Adelaide Managed unt,1.565,3.5,650,1.50,1.565,16.02,,0.43,1.79,10.24,6.83,22.9
0.123,0.058,-,-,ADQ,ADG Global Supply,0.064,,-,0.062,0.068,-,,-,0.02,-,-11.08,-
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.005,0.02,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.007,,-,0.004,0.005,-,,-,-,-,-0.4,-
3.70,2.00,3.60,3.60,ADG,Adtrans Grp,3.60,10,30,3.55,3.60,20,f,1.86,2.44,5.56,37.1,9.7
0.015,0.004,0.01,0.01,ASC,Adultshop Com,0.01,-0.1,3071,0.01,0.011,-,,-,0.02,-,-0.19,-
0.005,0.002,-,-,ASCO,  opt dec11,0.002,,-,0.002,0.004,-,,-,-,-,-,-
0.038,0.009,-,-,ABV,Adv Braking Tech,0.024,,-,0.023,0.024,-,,-,-,-,-0.32,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.54,,-,0.32,0.50,-,,-,0.22,-,-0.1,-
0.125,0.02,0.105,0.09,AES,Advanced Energy,0.105,0.5,50,0.09,0.105,-,,-,0.01,-,-0.09,-
0.093,0.031,-,-,ACE,Advanced Engine,0.045,,-,0.045,0.051,-,,-,-0.05,-,-2.58,-
