Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4503.2 at 16:37 17/8/2010  Report at 19:06 Tuesday 17/8/2010. Processed 19:11 Tuesday 17/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,3.20,3.20,ONT,1300 Smiles Ltd,3.20,,10,3.05,3.20,12.5,f,1.54,0.08,3.91,19.23,16.6,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.041,0.08,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.03,,-,0.023,0.03,-,,-,0.01,-,-2.77,-,
0.275,0.055,0.06,0.055,AAY,Aacl Hldgs Ltd,0.055,-1.5,560,0.055,0.06,-,,-,-,-,-,-,
0.48,0.33,0.405,0.40,ABP,Abacus Prop stp,0.405,1,23438,0.40,0.405,3.9,,-,0.60,9.63,-2.32,-,
1.47,1.20,1.235,1.22,ALR,Aberdeen Leaders,1.235,,112,1.225,1.245,9.5,f,0.81,1.31,7.69,7.67,16.1,
2.60,1.205,1.99,1.95,ACR,Acrux Ltd,1.99,2,760,1.965,1.99,-,,-,0.06,-,-2.84,-,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.085,,-,0.045,0.079,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.04,-,,-,-,-,-,-,
0.033,0.002,-,-,ACU,Acuvax Ltd,0.003,,-,0.002,0.004,-,,-,-,-,-0.37,-,
0.84,0.30,-,-,ADA,Adacel Tech,0.32,,-,0.33,0.34,-,,-,0.21,-,2.7,11.9,
0.305,0.145,0.19,0.19,AAU,Adcorp Aust,0.19,0.5,11,0.19,0.195,-,,-,0.07,-,-2.18,-,
3.35,2.31,3.25,3.18,ABC,Adelaide Brighton,3.25,5,20586,3.23,3.25,13.5,f,1.51,1.21,4.15,20.4,15.9,
1.45,1.144,-,-,AYT,Adelaide Managed unt,1.435,,-,1.445,1.47,15.35,,0.14,1.63,10.70,2.11,68.0,
0.118,0.052,-,-,ADQ,ADG Global Supply,0.062,,-,0.045,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.002,0.009,-,,-,-,-,-,-,
0.016,0.002,0.003,0.003,ADL,Admerex Ltd,0.003,,13,0.003,0.005,-,,-,-,-,-0.4,-,
4.18,2.40,4.10,4.09,ADG,Adtrans Grp,4.09,-1,190,4.09,4.11,20,f,1.86,2.44,4.89,37.1,11.0,
0.019,0.005,0.017,0.017,ASC,Adultshop Com,0.017,-0.2,23467,0.017,0.019,-,,-,0.02,-,-0.19,-,
0.008,0.002,0.007,0.007,ASCO,  opt dec11,0.007,-0.1,700,0.007,0.009,-,,-,-,-,-,-,
0.038,0.016,0.022,0.02,ABV,Adv Braking Tech,0.022,0.1,9916,0.02,0.022,-,,-,-,-,-0.32,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.26,0.50,-,,-,0.22,-,-0.1,-,
0.125,0.033,-,-,AES,Advanced Energy,0.043,,-,0.044,0.049,-,,-,0.01,-,-0.09,-,
0.093,0.031,0.037,0.037,ACE,Advanced Engine,0.037,-0.1,260,0.032,0.037,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.054,0.053,ANM,Advanced Magnesium,0.054,,2239,0.054,0.055,-,,-,0.02,-,-2.64,-,
0.75,0.235,0.75,0.75,ASW,Advanced Share,0.75,,410,0.73,0.75,3.6,f,1.00,0.11,4.80,3.61,20.8,
0.16,0.055,0.12,0.12,AEI,Aeris Environmental,0.12,,400,0.10,0.135,-,,-,-,-,-2.05,-,
1.70,1.01,1.67,1.65,AVE,Aevum Ltd,1.65,-2,817,1.65,1.68,4,,1.05,2.07,2.42,4.2,39.3,
0.002,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.01,-,
15.69,13.37,15.29,15.00,AGK,AGL Energy Ltd,15.22,9,13790,15.20,15.25,57,f,0.47,6.21,3.75,27,56.4,
0.175,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.155,0.16,2.12,,-,0.38,16.31,-2.28,-,
