Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:32 Friday 30/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.88,2.88,ONT,1300 Smiles Ltd,2.88,13,70,2.80,2.88,12.5,f,1.54,0.08,4.34,19.23,15.0
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.09,0.135,-,,-,-0.08,-,3.28,3.0
0.06,0.015,0.021,0.021,FCS,4C Sec Solution,0.021,,21,0.021,0.03,-,,-,0.01,-,-2.77,-
0.275,0.22,0.25,0.24,AAY,Aacl Hldgs Ltd,0.24,-1,3410,0.24,0.25,-,,-,-,-,-,-
0.48,0.285,0.41,0.40,ABP,Abacus Prop stp,0.41,1,79453,0.405,0.41,5.75,,-,0.60,14.02,-2.32,-
1.47,1.15,-,-,ALR,Aberdeen Leaders,1.38,,-,1.40,1.42,9,f,0.85,1.38,6.52,7.67,18.0
2.60,0.60,1.99,1.89,ACR,Acrux Ltd,1.97,-1.5,4285,1.97,2.00,-,,-,0.06,-,-2.84,-
0.10,0.025,-,-,ACW,Actinogen Ltd,0.048,,-,0.037,0.048,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,0.013,0.013,ACU,Acuvax Ltd,0.013,,388,0.012,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.66,0.645,ADA,Adacel Tech,0.66,1,361,0.66,0.665,-,,-,0.21,-,2.7,24.4
0.31,0.18,0.22,0.18,AAU,Adcorp Aust,0.18,-4,1607,0.18,0.20,1,,-,0.07,5.56,-2.18,-
3.01,2.03,2.94,2.89,ABC,Adelaide Brighton,2.93,4,22931,2.92,2.94,13.5,f,1.51,1.21,4.61,20.4,14.4
1.565,1.10,1.54,1.54,AYT,Adelaide Managed unt,1.54,,320,1.53,1.54,16.02,,0.43,1.79,10.40,6.83,22.5
0.123,0.058,0.072,0.072,ADQ,ADG Global Supply,0.072,1,200,0.062,0.072,-,,-,0.02,-,-11.08,-
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.005,0.02,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.006,,-,0.004,0.006,-,,-,-,-,-0.4,-
3.70,2.00,3.50,3.50,ADG,Adtrans Grp,3.50,,15,3.50,3.65,20,f,1.86,2.44,5.71,37.1,9.4
0.015,0.004,0.01,0.01,ASC,Adultshop Com,0.01,,16156,0.01,0.011,-,,-,0.02,-,-0.19,-
0.005,0.002,0.004,0.003,ASCO,  opt dec11,0.003,0.1,36669,0.003,0.004,-,,-,-,-,-,-
0.038,0.009,-,-,ABV,Adv Braking Tech,0.022,,-,0.022,0.023,-,,-,-,-,-0.32,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.495,,-,0.32,0.495,-,,-,0.22,-,-0.1,-
0.125,0.02,0.091,0.09,AES,Advanced Energy,0.09,,1300,0.085,0.10,-,,-,0.01,-,-0.09,-
0.093,0.031,-,-,ACE,Advanced Engine,0.045,,-,0.04,0.044,-,,-,-0.05,-,-2.58,-
0.124,0.019,0.062,0.056,ANM,Advanced Magnesium,0.057,-0.5,1445,0.058,0.061,-,,-,0.02,-,-2.64,-
0.44,0.15,-,-,ASW,Advanced Share,0.395,,-,0.40,0.42,2.75,f,1.15,0.11,6.96,3.16,12.5
0.185,0.06,-,-,AEI,Aeris Environmental,0.079,,-,0.08,0.085,-,,-,-,-,-2.05,-
1.67,0.795,1.21,1.19,AVE,Aevum Ltd,1.21,2,868,1.18,1.22,4,,1.05,2.07,3.31,4.2,28.8
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,45000,0.001,0.001,-,,-,-,-,-0.01,-
15.69,13.07,15.09,14.93,AGK,AGL Energy Ltd,15.05,12,18137,15.05,15.07,57,f,0.47,6.21,3.79,27,55.7
0.19,0.13,-,-,AGJ,Agricultural Land unt,0.145,,-,0.145,0.155,2.12,,-,0.38,14.62,-2.28,-
2.45,1.295,-,-,AHC,AHC Ltd,2.10,,-,2.10,2.35,-,,-,4.89,-,14.09,14.9
16.50,16.15,-,-,ENY,Aii200energy etf unt,16.50,,-,15.48,15.65,-,,-,-,-,-,-
5.09,4.95,-,-,FIN,Aii200financials etf unt,5.01,,-,3.96,5.76,-,,-,-,-,-,-
5.98,5.83,5.83,5.83,FIX,Aii200finxareit etf unt,5.83,-15,5,5.73,5.80,-,,-,-,-,-,-
3.97,3.94,-,-,IDD,Aii200industrials etf unt,3.94,,-,3.20,3.94,-,,-,-,-,-,-
5.65,5.28,5.30,5.28,RSR,Aii200res etf unt,5.30,-1,47,5.24,5.27,-,,-,-,-,-,-
4.83,4.43,-,-,MAM,Aii300metals&Min etf unt,4.43,,-,4.37,4.40,-,,-,-,-,-,-
0.22,0.065,-,-,AGI,Ainsworth Game Tech,0.125,,-,0.125,0.13,-,,-,0.01,-,-4.95,-
0.15,0.02,-,-,AHJ,AIR Change Int,-,,-,-,-,-,,-,0.09,-,-4.26,-
1.145,0.67,-,-,AIZ,Air New Zealand,1.055,,-,1.005,1.075,5.17,,0.75,1.12,4.90,3.9,27.1
0.11,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.002,0.10,-,,-,-0.11,-,-8.38,-
5.60,2.03,2.69,2.61,AJL,AJ Lucas Grp,2.63,-4,382,2.61,2.63,5.5,,2.91,1.32,2.09,16,16.4
0.81,0.299,0.54,0.505,ACL,Alchemia Ltd,0.54,,2949,0.525,0.54,-,,-,0.09,-,-4.6,-
47.10,20.00,20.01,20.00,AAI,Alcoa Inc cdi,20.01,-99,5,17.10,28.00,12.39,,-,-,0.62,-137.14,-
