Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4978.4 at 16:34 13/4/2010  Report at 19:05 Tuesday 13/4/2010. Processed 19:14 Tuesday 13/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.85,,-,2.85,2.88,12.5,f,1.54,0.08,4.39,19.23,14.8
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.095,,-,0.09,0.14,-,,-,-0.08,-,3.28,2.9
0.06,0.015,-,-,FCS,4C Sec Solution,0.016,,-,0.017,0.019,-,,-,0.01,-,-2.77,-
0.275,0.25,0.25,0.25,AAY,Aacl Hldgs Ltd,0.25,,2000,0.22,0.25,-,,-,-,-,-,-
0.48,0.28,0.425,0.415,ABP,Abacus Prop stp,0.42,-0.5,39281,0.42,0.425,5.75,,-,0.60,13.69,-2.32,-
1.47,1.07,1.43,1.43,ALR,Aberdeen Leaders,1.43,-2,10,1.43,1.45,9,f,0.85,1.38,6.29,7.67,18.6
2.60,0.58,2.32,2.26,ACR,Acrux Ltd,2.28,-3,1484,2.26,2.29,-,,-,0.06,-,-2.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.045,,-,0.04,0.045,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,0.013,0.012,ACU,Acuvax Ltd,0.012,,4985,0.011,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.62,0.535,ADA,Adacel Tech,0.60,15.5,2469,0.60,0.605,-,,-,0.21,-,2.7,22.2
0.31,0.18,-,-,AAU,Adcorp Aust,0.20,,-,0.20,0.21,1,,-,0.07,5.00,-2.18,-
3.01,1.88,2.88,2.80,ABC,Adelaide Brighton,2.82,1,42150,2.82,2.84,13.5,f,1.51,1.21,4.79,20.4,13.8
1.52,1.10,1.50,1.48,AYT,Adelaide Managed unt,1.48,0.5,752,1.48,1.50,13.82,,0.49,1.79,9.34,6.83,21.7
