Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5890.0 at 2015-02-24T16:39:06. Report at Tuesday, February 24, 2015. Processed Wednesday at 2015-02-25T01:00:15+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.00,5.35,6.60,6.48,ONT,1300 Smiles,6.60,+9,99,6.48,6.60,17.00,f,1.45,.38,2.58,24.60,26.8,,
2.79,2.031,2.67,2.64,TIX,360 Capital Indust ord unt,2.64,-,2072,2.63,2.64,18.75,,2.60,2.19,7.10,48.68,5.4,,
1.20,.68,1.195,1.18,TGP,360 Capital Grp stp,1.195,+.5,552,1.18,1.195,5.06,,2.38,.61,4.23,12.05,9.9,,
2.24,1.92,2.16,2.16,TOF,360 Capital Office ord unt,2.16,+1,76,2.16,2.17,8.50,,.55,2.10,3.94,4.70,46.0,,
.10,.001,.09,.083,3DM,3D Medical,.085,+.3,23803,.083,.085,-,,-,-,-,-.05,-,,
2.60,1.94,2.48,2.40,3PL,3P Learning,2.48,+3,158,2.45,2.48,-,,-,-,-,-,-,,
.295,.195,-,-,8CO,8common,.21,-,-,.21,.23,-,,-,-,-,-,-,,
.43,.25,.41,.40,8IH,8I Hldgs cdi,.405,+.5,1742,.39,.405,-,,-,-,-,-,-,,
.73,.30,.36,.34,NNW,99 Wuxian cdi,.35,+1,909,.34,.35,-,,-,.02,-,.10,350.0,,
.002,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,-.20,-,,
3.35,2.27,3.15,3.09,ABP,Abacus Prop stp,3.13,-,7658,3.12,3.13,17.00,,1.43,2.42,5.43,24.24,12.9,,
1.36,1.04,1.20,1.19,ALR,Aberdeen Leaders,1.20,+.5,130,1.20,1.21,7.25,f,.39,1.23,6.04,2.86,42.0,,
1.40,.68,.70,.68,AKG,Academies A'asia,.68,-,724,.68,.69,4.50,f,1.38,-.01,6.62,6.20,11.0,,
2.00,1.65,1.95,1.90,ACX,Aconex,1.93,-2,497,1.855,1.94,-,,-,-,-,27.00,7.1,,
.96,.715,.75,.74,ACQ,Acorn Capital Invest,.74,-1,1878,.735,.75,-,,-,-,-,-,-,,
.04,.001,-,-,ACQO,  opt oct15,.002,-,-,.003,.005,-,,-,-,-,-,-,,
2.17,.75,1.35,1.28,ACR,Acrux,1.32,-,5493,1.32,1.325,8.00,f,2.10,.12,6.06,16.80,7.9,,
.079,.011,.069,.064,ACW,Actinogen,.069,+.3,3289,.067,.069,-,,-,.01,-,-.29,-,,
.006,.001,-,-,ACWOA,  opt sep15,.006,-,-,.001,.006,-,,-,-,-,-,-,,
.029,.001,.024,.022,ACU,Acuvax,.024,-.1,7910,.023,.024,-,,-,-,-,-.04,-,,
.42,.20,.305,.305,ADA,Adacel Tech,.305,+.5,556,.31,.37,-,,-,.09,-,-2.90,-,,
.095,.04,-,-,AAU,Adcorp Aust,.052,-,-,.052,.06,-,,-,-.02,-,-4.30,-,,
4.375,3.12,3.895,3.83,ABC,Adelaide Brighton,3.84,-1,7795,3.84,3.85,16.50,f,1.34,1.33,4.30,22.10,17.4,,
.175,.094,.105,.10,AHZ,ADMEDUS,.105,-,6077,.10,.105,-,,-,.02,-,-.55,-,,
.17,.062,.105,.105,ADJ,Adslot,.105,-,5433,.10,.105,-,,-,-,-,-1.20,-,,
.012,.005,.006,.006,ABV,Adv Braking Tech,.006,-,150,.006,.007,-,,-,-,-,-.67,-,,
.003,.002,-,-,ABVO,  opt aug16,.003,-,-,-,.003,-,,-,-,-,-,-,,
.69,.595,-,-,ASW,Advanced Share Reg,.605,-,-,.605,.625,3.85,f,.96,.15,6.36,3.69,16.4,,
.60,.08,.56,.50,AEI,Aeris Environmental,.505,-5,9696,.505,.54,-,,-,-.02,-,-.91,-,,
1.53,1.07,1.40,1.38,AFJ,Affinity Education,1.40,-,1189,1.395,1.40,-,,-,.18,-,-4.39,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.063,.017,-,-,AHA,AG Financial,.02,-,-,.02,.025,-,,-,-,-,-.60,-,,
.028,.01,-,-,AGX,Agenix,.015,-,-,.015,.017,-,,-,-,-,.65,2.3,,
.005,.001,-,-,AGXO,  opt jun15,.001,-,-,.001,.012,-,,-,-,-,-,-,,
15.590,12.55,15.36,15.15,AGL,AGL Energy,15.32,-14,49881,15.29,15.33,63.00,f,1.65,8.49,4.11,103.90,14.7,,
.105,.075,-,-,AGJ,Agricultural Land unt,.09,-,-,.08,.10,.52,,-,.06,5.78,-2.67,-,,
