Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5419.7 at 2014-06-05T16:40:06. Report at Thursday, June 5, 2014. Processed Friday at 2014-06-06T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.25,5.35,5.99,5.93,ONT,1300 Smiles,5.99,+6,32,5.98,5.99,15.00,f,1.39,.61,2.50,20.85,28.7,,
2.27,1.96,2.25,2.23,TIX,360 Cap Indust Fund ord unt,2.23,-2,656,2.23,2.29,18.45,,.93,1.94,8.27,17.12,13.0,,
.815,.465,.755,.755,TGP,360 Capital Grp stp,.755,-.5,6206,.755,.76,4.75,,1.61,.60,6.29,7.66,9.9,,
2.04,1.92,2.00,1.99,TOF,360 Capital Office ord unt,1.99,-,2266,1.985,2.03,-,,-,-,-,-,-,,
.60,.30,.47,.445,NNW,99 Wuxian cdi,.465,+2.5,8054,.46,.465,-,,-,-,-,-,-,,
.005,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,-.54,-,,
2.51,2.14,2.50,2.47,ABP,Abacus Prop stp,2.49,+2,7795,2.49,2.50,16.50,,1.12,2.34,6.63,18.46,13.5,,
1.385,1.18,1.285,1.265,ALR,Aberdeen Leaders,1.285,-1,150,1.26,1.285,8.75,f,.33,1.20,6.81,2.93,43.9,,
1.10,.77,1.05,1.05,AKG,Academies A'asia,1.05,+1.5,170,1.04,1.10,5.00,f,1.74,.16,4.76,8.70,12.1,,
.96,.875,.90,.875,ACQ,Acorn Capital Invest,.88,-,1360,.88,.89,-,,-,-,-,-,-,,
.04,.03,.031,.031,ACQO,  opt oct15,.031,-,300,.028,.034,-,,-,-,-,-,-,,
3.646,.757,.795,.757,ACR,Acrux,.775,+.5,19970,.765,.775,8.00,,2.23,.22,10.32,17.87,4.3,,
.045,.01,.024,.024,ACW,Actinogen,.024,-,335,.021,.024,-,,-,.01,-,-.47,-,,
.001,.001,-,-,ACWOA,  opt sep15,-,-,-,-,.01,-,,-,-,-,-,-,,
.57,.215,.25,.215,ADA,Adacel Tech,.25,+2,707,.235,.25,-,,-,.14,-,.70,35.7,,
.125,.04,-,-,AAU,Adcorp Aust,.066,-,-,.066,.07,-,,-,-.01,-,-5.55,-,,
4.375,3.108,3.29,3.22,ABC,Adelaide Brighton,3.27,+2,25404,3.26,3.29,16.50,f,1.44,1.38,5.05,23.70,13.8,,
.025,.009,-,-,ADQ,ADG Global Supply,.012,-,-,.011,.012,-,,-,.04,-,-2.11,-,,
.185,.039,.115,.11,AHZ,ADMEDUS,.11,-,8210,.11,.115,-,,-,.01,-,-.03,-,,
.155,.037,.105,.10,ADJ,Adslot,.105,+.5,3100,.10,.105,-,,-,.63,-,-1.12,-,,
.018,.006,.007,.007,ABV,Adv Braking Tech,.007,+.1,805,.006,.007,-,,-,-,-,-.20,-,,
.105,.045,-,-,AMT,Adv Surg Dsgn & Mnft,.06,-,-,.06,-,-,,-,.09,-,-.91,-,,
