Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4370.6 at 16:36 29/6/2010  Report at 19:05 Tuesday 29/6/2010. Processed 22:16 Tuesday 29/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.20,2.50,-,-,ONT,1300 Smiles Ltd,3.15,,-,-,-,12.5,f,1.54,0.08,3.97,19.23,16.4,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.05,0.10,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.024,0.034,-,,-,0.01,-,-2.77,-,
0.275,0.07,-,-,AAY,Aacl Hldgs Ltd,0.082,,-,0.105,0.14,-,,-,-,-,-,-,
0.48,0.33,0.415,0.41,ABP,Abacus Prop stp,0.415,0.5,103265,0.415,0.42,5.75,,-,0.60,13.86,-2.32,-,
1.47,1.17,1.27,1.27,ALR,Aberdeen Leaders,1.27,-7.5,35,1.265,1.285,9.5,f,0.81,1.21,7.48,7.67,16.6,
2.60,1.05,1.825,1.76,ACR,Acrux Ltd,1.76,-7,1676,1.76,1.80,-,,-,0.06,-,-2.84,-,
0.095,0.027,-,-,ACW,Actinogen Ltd,0.027,,-,-,-,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.003,0.004,0.004,ACU,Acuvax Ltd,0.004,0.1,18025,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,0.34,0.325,ADA,Adacel Tech,0.325,-3.5,680,0.325,0.35,-,,-,0.21,-,2.7,12.0,
