Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4418.4 at 16:38 24/8/2010  Report at 19:05 Tuesday 24/8/2010. Processed 19:19 Tuesday 24/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,3.25,3.20,ONT,1300 Smiles Ltd,3.20,-5,215,3.20,3.30,13.7,f,1.53,0.15,4.28,21,15.2,
0.18,0.08,-,-,TQH,3Q Hldgs Ltd,0.08,,-,0.05,0.10,-,,-,-0.08,-,3.28,2.4,
0.05,0.015,0.039,0.036,FCS,4C Sec Solution,0.039,0.5,297,0.039,0.04,-,,-,0.01,-,-2.77,-,
0.275,0.05,0.063,0.063,AAY,Aacl Hldgs Ltd,0.063,0.3,80,0.063,0.08,-,,-,-,-,-,-,
0.48,0.33,0.42,0.405,ABP,Abacus Prop stp,0.415,1,38703,0.41,0.415,3.9,,-,0.60,9.40,-2.32,-,
1.47,1.21,-,-,ALR,Aberdeen Leaders,1.235,,-,1.23,1.245,9.5,f,1.08,1.31,7.69,10.29,12.0,
2.60,1.24,2.02,1.965,ACR,Acrux Ltd,2.00,0.5,2044,1.98,2.00,-,,-,0.06,-,-2.84,-,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.07,0.082,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.033,0.002,-,-,ACU,Acuvax Ltd,0.002,,-,0.002,0.003,-,,-,-,-,-0.37,-,
0.84,0.30,0.345,0.33,ADA,Adacel Tech,0.33,,443,0.33,0.345,-,,-,0.21,-,2.7,12.2,
0.305,0.145,0.185,0.185,AAU,Adcorp Aust,0.185,,150,0.18,0.19,-,,-,0.07,-,-2.18,-,
3.46,2.31,3.46,3.39,ABC,Adelaide Brighton,3.42,-2,29315,3.41,3.43,15.5,f,1.52,1.16,4.53,23.6,14.5,
1.46,1.144,1.46,1.455,AYT,Adelaide Managed unt,1.455,1,1215,1.455,1.48,15.35,,0.14,1.63,10.55,2.11,69.0,
0.118,0.052,0.06,0.06,ADQ,ADG Global Supply,0.06,-0.2,920,0.06,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.002,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
4.18,2.60,4.10,4.10,ADG,Adtrans Grp,4.10,,111,4.09,4.11,20,f,1.86,2.44,4.88,37.1,11.1,
0.019,0.005,0.014,0.014,ASC,Adultshop Com,0.014,-0.1,750,0.013,0.014,-,,-,0.02,-,-0.19,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.005,0.007,-,,-,-,-,-,-,
0.038,0.016,0.02,0.017,ABV,Adv Braking Tech,0.02,0.1,21296,0.017,0.02,-,,-,-,-,-0.32,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.47,,-,0.275,0.50,-,,-,0.22,-,-0.1,-,
0.125,0.033,-,-,AES,Advanced Energy,0.049,,-,0.046,0.11,-,,-,0.01,-,-0.09,-,
0.093,0.031,0.033,0.033,ACE,Advanced Engine,0.033,,100,0.033,0.037,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.05,0.05,ANM,Advanced Magnesium,0.05,,720,0.05,0.051,-,,-,0.02,-,-2.64,-,
0.78,0.235,0.755,0.755,ASW,Advanced Share,0.755,0.5,210,0.73,0.75,3.6,f,1.00,0.11,4.77,3.61,20.9,
0.16,0.055,-,-,AEI,Aeris Environmental,0.12,,-,0.12,0.14,-,,-,-,-,-2.05,-,
1.715,1.01,1.715,1.67,AVE,Aevum Ltd,1.715,4.5,2949,1.72,1.75,4,,1.05,2.07,2.33,4.2,40.8,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,40000,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.37,15.59,15.35,AGK,AGL Energy Ltd,15.36,-24,11271,15.30,15.43,57,f,0.47,6.21,3.71,27,56.9,
0.175,0.121,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,0.16,2.02,,-,0.38,15.54,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.04,,-,-,2.04,-,,-,4.89,-,14.09,14.5,
16.50,13.95,15.03,15.03,ENY,Aii200energy etf unt,15.03,8,33,14.91,15.00,-,,-,-,-,-,-,
5.09,4.18,4.30,4.30,FIN,Aii200financials etf unt,4.30,-5,10,4.28,4.31,-,,-,-,-,-,-,
5.98,4.83,-,-,FIX,Aii200finxareit etf unt,5.03,,-,4.94,4.98,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.45,,-,3.44,3.47,-,,-,-,-,-,-,
5.65,4.60,-,-,RSR,Aii200res etf unt,5.07,,-,4.96,5.01,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.24,,-,4.17,4.20,-,,-,-,-,-,-,
