Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5869.7 at 2015-04-02T16:52:36. Report at Thursday, April 2, 2015. Processed Tuesday at 2015-04-07T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.00,5.62,6.50,6.46,ONT,1300 Smiles,6.47,-5,20,6.46,6.50,17.00,f,1.45,.38,2.63,24.60,26.3,,
2.79,2.141,2.58,2.51,TIX,360 Capital Indust ord unt,2.54,-,1224,2.52,2.59,19.58,,2.49,2.19,7.71,48.68,5.2,,
1.41,.74,1.33,1.30,TGP,360 Capital Grp stp,1.33,-,49,1.30,1.33,3.81,,3.96,-,2.86,15.09,8.8,,
2.24,1.92,2.16,2.11,TOF,360 Capital Office ord unt,2.15,-,250,2.11,2.15,8.50,,.55,2.10,3.95,4.70,45.7,,
.195,.001,.11,.098,3DM,3D Medical,.10,-,29419,.10,.105,-,,-,.01,-,-.24,-,,
2.68,1.94,2.35,2.34,3PL,3P Learning,2.35,+1,5,2.35,2.40,-,,-,.10,-,-2.29,-,,
.295,.17,-,-,8CO,8common,.19,-,-,.15,.195,-,,-,-,-,-.61,-,,
.54,.25,.52,.52,8IH,8I Hldgs cdi,.52,+3,45,.45,.54,-,,-,-,-,-,-,,
.73,.16,.175,.16,NNW,99 Wuxian cdi,.16,-1.5,3658,.16,.18,-,,-,.04,-,.13,123.1,,
.002,.001,-,-,AYI,A1 Invest & Res,.001,-,-,-,.001,-,,-,-,-,.04,2.5,,
3.337,2.321,2.92,2.86,ABP,Abacus Prop stp,2.88,-,8771,2.87,2.90,17.00,,1.43,2.42,5.90,24.24,11.9,,
1.295,1.04,-,-,ALR,Aberdeen Leaders,1.20,-,-,1.21,1.24,6.50,f,.44,1.36,5.42,2.86,42.0,,
1.40,.645,.755,.755,AKG,Academies A'asia,.755,+.5,75,.75,.785,4.50,f,1.38,-.01,5.96,6.20,12.2,,
2.06,1.65,2.04,2.04,ACX,Aconex,2.04,-,15,2.03,2.04,-,,-,-,-,27.00,7.6,,
.96,.715,.77,.765,ACQ,Acorn Capital Invest,.765,-.5,890,.765,.78,-,,-,.85,-,-8.05,-,,
.04,.001,.004,.004,ACQO,  opt oct15,.004,-,4000,.004,.008,-,,-,-,-,-,-,,
2.10,.75,.875,.835,ACR,Acrux,.84,-3,3772,.835,.85,8.00,f,.75,.09,9.52,6.01,14.0,,
.095,.011,-,-,ACW,Actinogen,.088,-,-,.083,.088,-,,-,.01,-,-.58,-,,
.006,.001,-,-,ACWOA,  opt sep15,.002,-,-,-,.004,-,,-,-,-,-,-,,
.029,.001,-,-,ACU,Acuvax,-,-,-,-,-,-,,-,-,-,-.04,-,,
.39,.20,-,-,ADA,Adacel Tech,.345,-,-,.375,.45,.75,,-,.12,2.17,-2.60,-,,
.095,.04,-,-,AAU,Adcorp Aust,.051,-,-,.042,.051,-,,-,-.03,-,-1.78,-,,
4.60,3.12,4.58,4.48,ABC,Adelaide Brighton,4.56,+8,9673,4.55,4.58,17.00,f,1.58,1.35,3.73,26.90,17.0,,
.167,.071,.072,.071,AHZ,ADMEDUS,.071,-.2,45483,.071,.072,-,,-,.01,-,-1.22,-,,
.17,.064,.09,.088,ADJ,Adslot,.09,-,3407,.089,.09,-,,-,.69,-,-1.04,-,,
.01,.005,-,-,ABV,Adv Braking Tech,.007,-,-,.006,.007,-,,-,-,-,-.64,-,,
.003,.002,-,-,ABVO,  opt aug16,.003,-,-,-,.003,-,,-,-,-,-,-,,
.68,.595,-,-,ASW,Advanced Share Reg,.615,-,-,.605,.635,3.85,f,.96,.15,6.26,3.69,16.7,,
.25,.23,.245,.23,AER,Aeeris,.23,-,512,.22,.23,-,,-,-,-,-,-,,
.60,.086,.49,.49,AEI,Aeris Environmental,.49,-1,110,.485,.49,-,,-,.01,-,-1.36,-,,
1.480,1.035,1.095,1.07,AFJ,Affinity Education,1.07,-1,7086,1.07,1.08,-,,-,-.15,-,-2.90,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.063,.01,-,-,AHA,AG Financial,.01,-,-,.005,.01,-,,-,-,-,-.03,-,,
.019,.01,-,-,AGX,Agenix,.014,-,-,.014,.016,-,,-,.01,-,.79,1.8,,
.005,.001,-,-,AGXO,  opt jun15,.001,-,-,.001,.012,-,,-,-,-,-,-,,
15.590,12.55,15.21,15.09,AGL,AGL Energy,15.12,+3,11920,15.10,15.15,63.00,f,1.65,8.49,4.17,103.90,14.6,,
.105,.075,-,-,AGJ,Agricultural Land unt,.09,-,-,.09,.095,.52,,3.38,.11,5.78,1.76,5.1,,
.15,.083,.14,.14,APW,AIMS Prop Sec Fund unt,.14,-,15000,.135,.14,.23,,25.30,-,1.64,5.82,2.4,,
4.21,2.03,2.88,2.785,AGI,Ainsworth Game Tech,2.83,-2,9470,2.78,2.86,10.00,f,1.90,.71,3.53,19.00,14.9,,
2.90,1.595,2.63,2.63,AIZ,Air New Zealand,2.63,-4,10,2.64,2.70,11.15,,1.95,1.45,4.24,21.72,12.1,,
.945,.215,.255,.25,AJL,AJ Lucas Grp,.255,+2.5,636,.25,.26,-,,-,.38,-,-9.60,-,,
.68,.056,.067,.065,ACL,Alchemia,.066,+.2,2731,.065,.066,-,,-,.04,-,-5.30,-,,
26.86,13.01,-,-,AAI,Alcoa Inc cdi,23.69,-,-,-,23.65,9.50,,-,-,.40,-246.13,-,,
3.94,2.82,3.90,3.72,LEP,ALE Prop Grp stp,3.90,+9,1344,3.71,3.90,16.65,,.96,1.96,4.27,15.98,24.4,,
.835,.082,.695,.68,AJX,Alexium Int'l,.69,-,4803,.685,.69,-,,-,-.01,-,-2.25,-,,
.125,.04,.063,.057,AEB,Algae.Tec,.057,-.6,276,.057,.066,-,,-,.01,-,-.80,-,,
