Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 19:12 Friday 13/11/2009.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.00,2.20,-,-,ONT,1300 Smiles Ltd,2.70,,-,2.65,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4,
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.17,,-,0.165,0.18,-,,-,-0.10,-,1.07,15.9,
0.09,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.03,-,,-,0.03,-,-4.2,-,
0.48,0.147,0.46,0.43,ABP,Abacus Prop stpld,0.45,0.5,64561,0.45,0.455,7.75,,-,0.62,17.22,-11.81,-,
1.44,0.90,1.35,1.335,ALR,Aberdeen Leaders,1.35,1,57,1.35,1.36,9,f,-,1.47,6.67,-21.34,-,
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.015,-,-,,-,-0.01,-,-0.33,-,
2.32,0.38,2.23,2.17,ACR,Acrux Ltd,2.20,4,2320,2.16,2.20,-,,-,0.09,-,-4.84,-,
0.10,0.017,0.063,0.063,ACW,Actinogen Ltd,0.063,0.1,200,0.062,0.07,-,,-,0.05,-,-2.32,-,
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-,
0.05,0.016,0.019,0.019,ACU,Acuvax Ltd,0.019,,10,0.018,0.019,-,,-,-,-,-0.43,-,
0.84,0.325,-,-,ADA,Adacel Tech,0.59,,-,0.54,0.59,-,,-,0.22,-,8.2,7.2
0.345,0.165,-,-,AAU,Adcorp Aust,0.285,,-,0.28,0.29,1,,0.45,0.08,3.51,0.45,63.3
3.01,1.445,2.75,2.68,ABC,Adelaide Brighton,2.71,,25101,2.70,2.72,14,f,1.49,1.15,5.17,20.8,13.0
1.76,1.10,1.33,1.31,AYT,Adelaide Managed unt,1.33,3,190,1.305,1.335,15.47,,0.81,1.78,11.63,12.59,10.6
0.175,0.061,0.10,0.10,ADQ,ADG Global Supply,0.10,,416,0.10,0.105,-,,-,-,-,-8.68,-
0.03,0.004,-,-,ADL,Admerex Ltd,0.013,,-,0.012,0.013,-,,-,0.01,-,-2.68,-
3.25,1.65,-,-,ADG,Adtrans Grp,3.22,,-,3.20,3.70,16,f,1.74,2.37,4.97,27.9,11.5
0.012,0.003,0.01,0.01,ASC,Adultshop Com,0.01,0.1,4813,0.009,0.01,-,,-,0.04,-,-0.28,-
0.003,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.003,-,,-,-,-,-,-
0.038,0.005,0.03,0.03,ABV,Adv Braking Tech,0.03,-0.1,2416,0.029,0.03,-,,-,0.01,-,-0.36,-
0.62,0.28,0.60,0.60,AMT,Adv Surg Dsgn & Mnft,0.60,2,250,0.60,0.625,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.085,,-,0.065,0.085,-,,-,0.01,-,-0.06,-
0.096,0.031,-,-,ACE,Advanced Engine,0.067,,-,0.056,0.065,-,,-,-0.04,-,-1.9,-
0.124,0.013,0.058,0.055,ANM,Advanced Magnesium,0.058,0.1,440,0.055,0.058,-,,-,0.01,-,-3.07,-
0.31,0.15,-,-,ASW,Advanced Share,0.29,,-,0.315,0.35,2,f,1.05,0.09,6.90,2.1,13.8
0.185,0.05,0.12,0.10,AEI,Aeris Environmental,0.10,-6,25000,0.115,0.14,-,,-,0.01,-,-2.31,-
1.67,0.545,1.45,1.395,AVE,Aevum Ltd,1.395,-5.5,128,1.395,1.45,4,,-,2.07,2.87,-9.7,-
0.001,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.03,-
15.80,12.83,13.75,13.64,AGK,AGL Energy Ltd,13.69,-3,15371,13.68,13.76,54,f,6.63,6.00,3.94,358,3.8
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.155,,-,0.155,0.17,2.42,,-,0.38,15.61,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.25,2.45,5,,3.56,3.31,2.22,17.79,12.6
0.22,0.04,0.20,0.19,AGI,Ainsworth Game Tech,0.20,3.5,589,0.175,0.20,-,,-,0.02,-,-4.45,-
1.12,0.55,1.01,1.005,AIZ,Air New Zealand fpo nz,1.005,-1.5,10,1.005,1.01,5.22,,0.31,1.18,5.19,1.61,62.4
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.11,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,5.00,4.90,AJL,AJ Lucas Grp,4.98,-1,1591,4.90,4.98,10.5,f,23.78,2.11,2.11,249.7,2.0
0.765,0.095,0.70,0.685,ACL,Alchemia Ltd,0.685,-1,2150,0.685,0.70,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,44.00,,-,-,45.99,31.58,,-,-,0.72,-251.67,-
2.36,1.416,2.20,2.19,LEP,ALE Prop Grp stpld,2.20,,875,2.20,2.21,30,,1.05,3.08,13.64,31.51,7.0
5.91,0.60,4.94,4.80,ALS,Alesco Corp,4.82,-9,2632,4.81,4.95,7,f,-,0.49,1.45,-13.94,-
0.28,0.10,0.145,0.135,ABQ,Allied Brands Ltd,0.145,0.5,270,0.135,0.145,0.5,f,5.60,0.05,3.45,2.8,5.2
0.07,0.001,-,-,ABQO,  opt dec10,0.005,,-,0.003,0.10,-,,-,-,-,-,-
0.078,0.017,0.06,0.056,AMA,Allomak Ltd,0.06,,4307,0.056,0.06,2.1,,-,-0.23,35.00,-43.5,-
0.09,0.015,-,-,AEA,Altera Res Ltd,0.05,,-,0.04,0.05,-,,-,-,-,-3.25,-
1.45,0.575,1.01,1.005,AIQ,Alternative Invest unt,1.01,,143,1.01,1.03,47,,-,1.45,46.53,-33.96,-
0.60,0.245,0.27,0.265,ALU,Altium Ltd,0.265,,340,0.235,0.30,2,,-,0.12,7.55,-0.47,-
6.15,3.598,5.95,5.75,AHD,Amalgamated Hldgs,5.80,-17,347,5.66,5.95,32,f,1.67,4.48,5.52,53.5,10.8
1.75,1.55,1.62,1.555,AHDR,  rts23novd,1.555,-3.5,268,1.36,1.555,-,,-,-,-,-,-
0.52,0.32,-,-,AMO,Ambertech Ltd,0.50,,-,0.48,0.525,3.5,f,1.69,0.57,7.00,5.9,8.5
0.38,0.096,-,-,AMB,Ambition Grp Ltd,0.36,,-,0.345,0.38,1.5,,-,0.13,4.17,-52.3,-
0.72,0.43,0.68,0.67,AMH,Amcil Ltd,0.67,-1,789,0.67,0.68,2,f,1.31,0.72,2.99,2.63,25.5
0.25,0.096,0.225,0.22,AMM,Amcom Telecomm,0.22,,8415,0.22,0.225,0.8,f,2.81,0.18,3.64,2.25,9.8
0.055,0.002,0.054,0.051,AMMO,  opt dec09,0.054,0.1,17366,0.053,0.054,-,,-,-,-,-,-
5.89,3.50,5.58,5.50,AMC,Amcor Ltd,5.54,-1,32924,5.52,5.58,34,,0.74,1.61,6.14,25.3,21.9
3.00,1.30,2.96,2.96,AEC,Ammtec Ltd,2.96,,14,2.77,2.94,16,f,1.69,0.77,5.41,27.1,10.9
1.265,0.64,1.095,1.075,AGF,AMP Capital China unt,1.095,-0.5,535,1.075,1.095,3.9,,1.12,1.21,3.56,4.35,25.2
6.97,3.52,6.36,6.27,AMP,AMP Ltd,6.30,-5,73007,6.29,6.30,30,p,0.99,0.67,4.76,29.6,21.3
0.39,0.075,0.245,0.23,ANQ,Anaeco Ltd,0.23,-1,867,0.23,0.235,-,,-,0.02,-,-5.6,-
0.023,0.003,-,-,ANQO,  opt may10,0.003,,-,0.001,-,-,,-,-,-,-,-
0.016,0.001,-,-,ANQOA,  opt may12,0.004,,-,0.001,-,-,,-,-,-,-,-
0.08,0.019,0.055,0.052,ALT,Analytica Ltd,0.054,0.1,5526,0.052,0.054,-,,-,-,-,-0.6,-
13.38,7.51,10.44,10.18,ANN,Ansell Ltd,10.40,16,3598,10.20,10.44,28,,3.19,1.98,2.69,89.2,11.7
0.065,0.02,-,-,ANO,Antaria Ltd,0.042,,-,0.042,0.05,-,,-,0.03,-,0.77,5.5
0.015,0.004,0.007,0.006,ADO,Anteo Diagnostics,0.007,0.1,24851,0.007,0.008,-,,-,0.01,-,-1.1,-
