Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4532.5 at 16:45 5/2/2010  Report at 19:05 Friday 5/2/2010. Processed 19:38 Friday 5/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.75,,-,2.72,2.74,11.4,f,1.64,0.13,4.15,18.7,14.7
0.19,0.105,-,-,TQH,3Q Hldgs Ltd,0.145,,-,0.11,0.15,-,,-,-0.10,-,1.07,13.6
0.083,0.015,-,-,FCS,4C Sec Solution,0.018,,-,0.011,0.018,-,,-,0.03,-,-4.2,-
0.48,0.226,0.385,0.375,ABP,Abacus Prop stpld,0.385,-1,54802,0.385,0.39,5.75,,-,0.62,14.94,-11.81,-
1.45,0.90,1.36,1.35,ALR,Aberdeen Leaders,1.36,,175,1.35,1.36,9,f,-,1.52,6.62,-21.34,-
2.54,0.42,1.86,1.73,ACR,Acrux Ltd,1.85,-6,2682,1.845,1.85,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.06,,-,0.05,0.07,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,0.001,-,,-,-,-,-,-
0.05,0.012,0.017,0.017,ACU,Acuvax Ltd,0.017,0.3,300,0.014,0.017,-,,-,-,-,-0.43,-
0.84,0.325,0.47,0.43,ADA,Adacel Tech,0.43,-4,1113,0.415,0.435,-,,-,0.22,-,8.2,5.2
0.31,0.165,-,-,AAU,Adcorp Aust,0.21,,-,0.185,0.21,1,,0.45,0.08,4.76,0.45,46.7
3.01,1.445,2.52,2.45,ABC,Adelaide Brighton,2.50,-2,11770,2.48,2.52,14,f,1.49,1.15,5.60,20.8,12.0
1.76,1.10,1.31,1.30,AYT,Adelaide Managed unt,1.30,-1,370,1.30,1.38,15.47,,0.81,1.78,11.90,12.59,10.3
0.123,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.056,0.063,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,-,0.02,-,,-,-,-,-,-
0.016,0.004,0.008,0.008,ADL,Admerex Ltd,0.008,0.1,1255,0.006,0.008,-,,-,0.01,-,-2.68,-
3.53,1.65,3.50,3.50,ADG,Adtrans Grp,3.50,,170,3.50,3.55,16,f,1.74,2.37,4.57,27.9,12.5
0.014,0.003,0.011,0.01,ASC,Adultshop Com,0.01,-0.1,47950,0.009,0.011,-,,-,0.04,-,-0.28,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.005,-,,-,-,-,-,-
0.038,0.005,0.024,0.024,ABV,Adv Braking Tech,0.024,-0.1,2500,0.02,0.025,-,,-,0.01,-,-0.36,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.38,0.50,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.05,,-,0.022,0.065,-,,-,0.01,-,-0.06,-
0.093,0.031,0.05,0.05,ACE,Advanced Engine,0.05,,3250,0.05,0.055,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.06,0.06,ANM,Advanced Magnesium,0.06,-0.7,334,0.06,0.067,-,,-,0.01,-,-3.07,-
0.435,0.15,0.38,0.38,ASW,Advanced Share,0.38,-2,1868,0.38,0.395,2.75,f,0.76,0.09,7.24,2.1,18.1
0.185,0.05,-,-,AEI,Aeris Environmental,0.105,,-,0.10,0.105,-,,-,0.01,-,-2.31,-
1.67,0.545,1.35,1.30,AVE,Aevum Ltd,1.305,-3.5,801,1.30,1.325,4,,1.05,2.07,3.07,4.2,31.1
0.002,0.001,0.002,0.001,AFT,AFT Corp,0.001,-0.1,61700,0.001,0.002,-,,-,-,-,-0.03,-
15.46,12.83,13.95,13.76,AGK,AGL Energy Ltd,13.82,-19,10507,13.76,13.87,54,f,6.63,6.00,3.91,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.17,,-,0.17,-,2.42,,-,0.38,14.24,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,-,2.45,-,,-,3.31,-,17.79,12.6
0.22,0.05,0.165,0.14,AGI,Ainsworth Game Tech,0.14,-3,843,0.14,0.185,-,,-,0.02,-,-4.45,-
1.12,0.55,1.025,1.025,AIZ,Air New Zealand fpo nz,1.025,-6,143,1.015,1.045,5.22,,0.31,1.18,5.09,1.61,63.7
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.07,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,3.18,2.97,AJL,AJ Lucas Grp,3.11,-10,4871,3.02,3.24,5.5,,45.40,2.11,1.77,249.7,1.2
0.81,0.116,0.685,0.65,ACL,Alchemia Ltd,0.665,-3.5,4015,0.66,0.675,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,45.25,,-,-,45.25,12.39,,-,-,0.27,-251.67,-
2.43,1.416,2.27,2.24,LEP,ALE Prop Grp stpld,2.24,-4,10314,2.23,2.25,30,,1.05,3.08,13.39,31.51,7.1
5.91,0.60,4.28,4.05,ALS,Alesco Corp,4.17,-16,3393,4.10,4.20,14,f,-,0.65,3.36,-17.36,-
0.13,0.032,0.078,0.075,AEJ,Alinta Energy Grp stp,0.077,-0.2,22241,0.077,0.079,-,,-,-1.48,-,-20.34,-
0.245,0.10,0.145,0.13,ABQ,Allied Brands Ltd,0.145,,4552,0.135,0.145,0.5,f,5.60,0.05,3.45,2.8,5.2
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,0.001,0.002,-,,-,-,-,-,-
0.15,0.014,0.11,0.11,AEA,Altera Res Ltd,0.11,-0.5,340,0.11,0.115,-,,-,-,-,-3.25,-
-,-,-,-,AEAO,  opt jan12,-,,-,0.01,-,-,,-,-,-,-,-
1.45,0.575,1.035,1.00,AIQ,Alternative Invest unt,1.005,-3,885,1.005,1.03,47,,-,1.46,46.77,-33.96,-
0.50,0.235,0.28,0.25,ALU,Altium Ltd,0.28,1.5,125,0.10,0.28,2,,-,0.12,7.14,-0.47,-
0.078,0.017,-,-,AMA,AMA Grp Ltd,0.053,,-,0.051,0.059,-,,-,-0.23,-,-43.5,-
6.24,3.598,5.68,5.47,AHD,Amalgamated Hldgs,5.64,-3,97469,5.60,5.64,32,f,1.67,4.48,5.67,53.5,10.5
0.57,0.33,-,-,AMO,Ambertech Ltd,0.50,,-,0.47,0.56,3.5,f,1.69,0.57,7.00,5.9,8.5
0.40,0.096,-,-,AMB,Ambition Grp Ltd,0.385,,-,0.34,0.385,-,,-,0.13,-,-52.3,-
0.72,0.43,0.66,0.65,AMH,Amcil Ltd,0.65,-1,550,0.65,0.685,2,,-,0.74,3.08,-1.14,-
