Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:05 Friday 4/6/2010. Processed 19:28 Friday 4/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.07,2.50,3.07,3.07,ONT,1300 Smiles Ltd,3.07,1,18,3.07,3.15,12.5,f,1.54,0.08,4.07,19.23,16.0,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.061,0.11,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.03,,-,0.008,0.03,-,,-,0.01,-,-2.77,-,
0.275,0.20,-,-,AAY,Aacl Hldgs Ltd,0.21,,-,0.155,0.21,-,,-,-,-,-,-,
0.48,0.325,0.39,0.38,ABP,Abacus Prop stp,0.38,-0.5,22773,0.38,0.385,5.75,,-,0.60,15.13,-2.32,-,
1.47,1.17,-,-,ALR,Aberdeen Leaders,1.24,,-,1.27,1.305,9,f,0.85,1.46,7.26,7.67,16.2,
2.60,1.05,1.96,1.92,ACR,Acrux Ltd,1.95,2.5,861,1.91,1.95,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.04,,-,0.027,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,-,-,ACU,Acuvax Ltd,0.005,,-,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,-,-,ADA,Adacel Tech,0.42,,-,0.42,0.455,-,,-,0.21,-,2.7,15.6,
0.305,0.17,0.20,0.18,AAU,Adcorp Aust,0.18,,150,0.17,0.18,1,,-,0.07,5.56,-2.18,-,
3.01,2.03,2.82,2.76,ABC,Adelaide Brighton,2.81,1,17872,2.80,2.82,13.5,f,1.51,1.21,4.80,20.4,13.8,
1.565,1.10,1.49,1.475,AYT,Adelaide Managed unt,1.49,0.5,54,1.475,1.49,16.02,,0.43,1.78,10.75,6.83,21.8,
0.123,0.056,0.056,0.056,ADQ,ADG Global Supply,0.056,-0.3,345,0.056,0.066,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.004,0.008,-,,-,-,-,-,-,
0.016,0.004,0.004,0.004,ADL,Admerex Ltd,0.004,,1050,0.004,0.005,-,,-,-,-,-0.4,-,
3.70,2.10,3.50,3.50,ADG,Adtrans Grp,3.50,,430,3.50,3.62,20,f,1.86,2.44,5.71,37.1,9.4,
0.015,0.004,0.01,0.01,ASC,Adultshop Com,0.01,,8075,0.009,0.011,-,,-,0.02,-,-0.19,-,
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.003,-,,-,-,-,-,-,
0.038,0.009,0.019,0.018,ABV,Adv Braking Tech,0.018,-0.1,464,0.018,0.019,-,,-,-,-,-0.32,-,
0.64,0.28,0.35,0.35,AMT,Adv Surg Dsgn & Mnft,0.35,2,4,0.38,0.44,-,,-,0.22,-,-0.1,-,
0.125,0.02,-,-,AES,Advanced Energy,0.065,,-,0.035,0.065,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.032,,-,0.035,0.039,-,,-,-0.05,-,-2.58,-,
0.124,0.019,0.05,0.05,ANM,Advanced Magnesium,0.05,,36,0.05,0.056,-,,-,0.02,-,-2.64,-,
0.44,0.22,-,-,ASW,Advanced Share,0.375,,-,0.375,0.39,2.75,f,1.15,0.11,7.33,3.16,11.9,
0.185,0.06,0.061,0.06,AEI,Aeris Environmental,0.06,-0.3,9200,0.06,0.065,-,,-,-,-,-2.05,-,
1.67,0.795,1.20,1.155,AVE,Aevum Ltd,1.185,-1.5,2349,1.165,1.21,4,,1.05,2.07,3.38,4.2,28.2,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,24701,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.07,14.56,14.29,AGK,AGL Energy Ltd,14.38,5,11182,14.35,14.38,57,f,0.47,6.21,3.96,27,53.3,
0.18,0.13,0.15,0.15,AGJ,Agricultural Land unt,0.15,,208,0.13,0.15,2.12,,-,0.38,14.13,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.00,,-,-,2.25,-,,-,4.89,-,14.09,14.2,
16.50,14.36,-,-,ENY,Aii200energy etf unt,14.44,,-,14.72,14.81,-,,-,-,-,-,-,
