Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4687.8 at 16:47 15/12/2009  Report at 19:05 Tuesday 15/12/2009. Processed 19:20 Tuesday 15/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.70,2.70,ONT,1300 Smiles Ltd,2.70,5,59,2.66,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,0.14,0.14,TQH,3Q Hldgs Ltd,0.14,1,56,0.15,0.18,-,,-,-0.10,-,1.07,13.1
0.09,0.015,0.023,0.023,FCS,4C Sec Solution,0.023,,616,0.018,0.038,-,,-,0.03,-,-4.2,-
0.48,0.147,0.42,0.40,ABP,Abacus Prop stpld,0.40,-1.5,46229,0.40,0.405,7.75,,-,0.62,19.38,-11.81,-
1.44,0.90,1.38,1.38,ALR,Aberdeen Leaders,1.38,3,19,1.345,1.38,9,f,-,1.42,6.52,-21.34,-
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.01,-,-,,-,-0.01,-,-0.33,-
2.54,0.42,2.06,1.98,ACR,Acrux Ltd,2.03,,3621,2.03,2.05,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.05,,-,0.05,0.085,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.014,0.012,ACU,Acuvax Ltd,0.014,,1380,0.012,0.015,-,,-,-,-,-0.43,-
0.84,0.325,0.54,0.53,ADA,Adacel Tech,0.54,,564,0.53,0.54,-,,-,0.22,-,8.2,6.6
0.345,0.165,-,-,AAU,Adcorp Aust,0.245,,-,0.245,0.25,1,,0.45,0.08,4.08,0.45,54.4
3.01,1.445,2.58,2.52,ABC,Adelaide Brighton,2.58,3,18069,2.56,2.59,14,f,1.49,1.15,5.43,20.8,12.4
1.76,1.10,1.34,1.34,AYT,Adelaide Managed unt,1.34,,534,1.34,1.365,15.47,,0.81,1.79,11.54,12.59,10.6
0.142,0.058,-,-,ADQ,ADG Global Supply,0.07,,-,0.07,0.085,-,,-,-,-,-8.68,-
-,-,-,-,ADQN,  def,-,,-,-,-,-,,-,-,-,-,-
-,-,-,-,ADQO,  optmar11d,-,,-,-,-,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.008,,-,0.009,0.012,-,,-,0.01,-,-2.68,-
3.48,1.65,3.45,3.40,ADG,Adtrans Grp,3.45,5,58,3.40,3.48,16,f,1.74,2.37,4.64,27.9,12.4
0.012,0.003,0.011,0.009,ASC,Adultshop Com,0.011,0.1,30230,0.01,0.011,-,,-,0.04,-,-0.28,-
0.004,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.003,0.006,-,,-,-,-,-,-
0.038,0.005,0.031,0.03,ABV,Adv Braking Tech,0.031,0.1,3550,0.03,0.032,-,,-,0.01,-,-0.36,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.585,,-,0.54,0.60,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.063,,-,0.063,0.064,-,,-,0.01,-,-0.06,-
0.093,0.031,0.059,0.059,ACE,Advanced Engine,0.059,-0.6,160,0.059,0.064,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.056,0.055,ANM,Advanced Magnesium,0.055,-0.1,25,0.055,0.059,-,,-,0.01,-,-3.07,-
0.36,0.15,0.35,0.35,ASW,Advanced Share,0.35,,100,0.35,0.37,2,f,1.05,0.09,5.71,2.1,16.7
0.185,0.05,0.11,0.10,AEI,Aeris Environmental,0.10,,250,0.10,0.12,-,,-,0.01,-,-2.31,-
1.67,0.545,1.39,1.355,AVE,Aevum Ltd,1.39,4,175,1.38,1.39,4,,-,2.07,2.88,-9.7,-
0.001,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.03,-
15.80,12.83,13.76,13.59,AGK,AGL Energy Ltd,13.65,-10,13781,13.60,13.65,54,f,6.63,6.00,3.96,358,3.8
0.28,0.13,0.155,0.155,AGJ,Agricultural Land unt,0.155,-1,250,0.155,0.16,2.42,,-,0.38,15.61,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.25,2.45,5,,3.56,3.31,2.22,17.79,12.6
0.22,0.05,0.19,0.19,AGI,Ainsworth Game Tech,0.19,-1,534,0.19,0.20,-,,-,0.02,-,-4.45,-
1.12,0.55,0.92,0.92,AIZ,Air New Zealand fpo nz,0.92,-2.5,26,0.92,0.95,5.22,,0.31,1.18,5.67,1.61,57.1
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,4.03,3.97,AJL,AJ Lucas Grp,3.98,-3,3174,3.98,4.05,10.5,f,23.78,2.11,2.64,249.7,1.6
0.76,0.106,0.59,0.565,ACL,Alchemia Ltd,0.565,-4.5,1593,0.565,0.59,-,,-,0.03,-,-5.2,-
0.20,0.04,0.065,0.04,ACLR,  rts 16dec,0.04,,1113,0.04,0.049,-,,-,-,-,-,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,44.89,,-,-,44.90,31.58,,-,-,0.70,-251.67,-
2.42,1.416,2.41,2.38,LEP,ALE Prop Grp stpld,2.40,-1,1644,2.40,2.41,30,,1.05,3.08,12.50,31.51,7.6
