Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5507.9 at 2014-08-13T16:37:06. Report at Wednesday, August 13, 2014. Processed Thursday at 2014-08-14T01:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
7.25,5.35,6.05,6.00,ONT,1300 Smiles,6.00,-,44,6.00,6.19,15.00,f,1.39,.61,2.50,20.85,28.8,,
2.35,1.952,2.28,2.25,TIX,360 Cap Indust Fund ord unt,2.28,+1,1189,2.26,2.28,18.60,,.92,1.94,8.16,17.12,13.3,,
.91,.465,.85,.835,TGP,360 Capital Grp stp,.84,-,17191,.84,.855,5.00,,1.53,.60,5.95,7.66,11.0,,
2.05,1.92,2.00,1.985,TOF,360 Capital Office ord unt,1.985,-1.5,5286,1.985,1.995,-,,-,-,-,-,-,,
2.39,2.13,2.29,2.20,TPN,3P Learning,2.25,-,793,2.22,2.25,-,,-,-,-,-,-,,
.73,.30,.53,.50,NNW,99 Wuxian cdi,.505,-2,22668,.505,.53,-,,-,-,-,-,-,,
.003,.001,-,-,AYI,A1 Invest & Res,.001,-,-,.001,.001,-,,-,-,-,-.54,-,,
2.60,2.17,2.57,2.52,ABP,Abacus Prop stp,2.55,-1,4731,2.55,2.56,16.75,,1.10,2.34,6.57,18.46,13.8,,
1.385,1.18,1.245,1.24,ALR,Aberdeen Leaders,1.245,+.5,342,1.24,1.245,7.00,f,.42,1.22,5.62,2.93,42.5,,
1.40,.835,1.275,1.275,AKG,Academies A'asia,1.275,+3.5,10,1.27,1.275,5.50,f,1.78,.05,4.31,9.80,13.0,,
.96,.85,.91,.91,ACQ,Acorn Capital Invest,.91,-,450,.91,.92,-,,-,-,-,-,-,,
.04,.025,-,-,ACQO,  opt oct15,.031,-,-,.031,.037,-,,-,-,-,-,-,,
3.219,.75,1.67,1.62,ACR,Acrux,1.64,-1.5,6305,1.64,1.645,8.00,,2.23,.22,4.88,17.87,9.2,,
.045,.01,-,-,ACW,Actinogen,.018,-,-,.02,.04,-,,-,.01,-,-.29,-,,
.001,.001,-,-,ACWOA,  opt sep15,-,-,-,-,.001,-,,-,-,-,-,-,,
.57,.215,-,-,ADA,Adacel Tech,.355,-,-,.33,.48,-,,-,.14,-,.70,50.7,,
.12,.04,-,-,AAU,Adcorp Aust,.059,-,-,.059,.064,-,,-,-.01,-,-5.55,-,,
4.375,3.15,3.47,3.425,ABC,Adelaide Brighton,3.45,-2,15365,3.45,3.48,16.50,f,1.44,1.38,4.78,23.70,14.6,,
.025,.005,.01,.01,ADQ,ADG Global Supply,.01,+.1,2000,.009,.01,-,,-,.04,-,-2.11,-,,
.185,.058,.15,.14,AHZ,ADMEDUS,.145,-,26721,.145,.15,-,,-,.01,-,-.03,-,,
.155,.052,.145,.127,ADJ,Adslot,.145,+2.5,169336,.14,.145,-,,-,.63,-,-1.12,-,,
.017,.005,.007,.007,ABV,Adv Braking Tech,.007,-,5000,.007,.008,-,,-,-,-,-.20,-,,
.003,.002,-,-,ABVO,  opt aug16,.002,-,-,.002,.004,-,,-,-,-,-,-,,
.064,.045,-,-,AMT,Adv Surg Dsgn & Mnft,.06,-,-,.05,.10,-,,-,.09,-,-.91,-,,
.72,.60,.66,.66,ASW,Advanced Share Reg,.66,-.5,47,.63,.67,3.70,f,.99,.14,5.61,3.68,17.9,,
