Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4732.7 at 16:36 22/2/2010  Report at 19:05 Monday 22/2/2010. Processed 19:13 Monday 22/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.80,2.68,ONT,1300 Smiles Ltd,2.68,-12,406,2.68,3.00,12.5,f,1.54,0.08,4.66,19.23,13.9
0.18,0.10,-,-,TQH,3Q Hldgs Ltd,0.10,,-,0.135,0.19,-,,-,-0.10,-,1.07,9.3
0.083,0.015,0.026,0.023,FCS,4C Sec Solution,0.026,0.7,2527,0.02,0.026,-,,-,0.03,-,-4.2,-
0.48,0.226,0.395,0.385,ABP,Abacus Prop stpld,0.395,0.5,58986,0.39,0.395,5.75,,-,0.60,14.56,-2.32,-
1.45,0.90,1.385,1.34,ALR,Aberdeen Leaders,1.385,5,20,1.34,1.385,9,f,0.85,1.41,6.50,7.67,18.1
2.54,0.42,2.09,2.01,ACR,Acrux Ltd,2.07,6,2637,2.01,2.07,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.07,,-,0.051,0.069,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,0.001,-,,-,-,-,-,-
0.05,0.012,0.015,0.015,ACU,Acuvax Ltd,0.015,0.1,2500,0.014,0.016,-,,-,-,-,-0.43,-
0.84,0.325,-,-,ADA,Adacel Tech,0.405,,-,0.42,0.445,-,,-,0.21,-,2.7,15.0
0.31,0.165,-,-,AAU,Adcorp Aust,0.225,,-,0.21,0.23,1,,0.45,0.08,4.44,0.45,50.0
3.01,1.445,2.58,2.54,ABC,Adelaide Brighton,2.58,5,24160,2.56,2.58,13.5,f,1.51,1.21,5.23,20.4,12.6
1.575,1.10,1.32,1.32,AYT,Adelaide Managed unt,1.32,,500,1.31,1.32,13.82,,0.91,1.78,10.47,12.59,10.5
0.123,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.063,0.065,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,0.001,0.023,-,,-,-,-,-,-
0.016,0.004,0.008,0.008,ADL,Admerex Ltd,0.008,0.1,2500,0.006,0.008,-,,-,0.01,-,-2.68,-
3.60,1.65,3.60,3.50,ADG,Adtrans Grp,3.50,-6,61,3.50,3.70,16,f,1.74,2.37,4.57,27.9,12.5
0.014,0.004,-,-,ASC,Adultshop Com,0.01,,-,0.01,0.011,-,,-,0.04,-,-0.28,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.001,0.003,-,,-,-,-,-,-
0.038,0.005,0.023,0.021,ABV,Adv Braking Tech,0.023,0.2,2593,0.021,0.023,-,,-,-,-,-0.32,-
0.64,0.28,0.52,0.50,AMT,Adv Surg Dsgn & Mnft,0.50,-2,161,0.50,0.55,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.05,,-,0.025,0.044,-,,-,0.01,-,-0.06,-
0.093,0.031,0.059,0.056,ACE,Advanced Engine,0.056,0.1,648,0.056,0.057,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.055,0.055,ANM,Advanced Magnesium,0.055,,20,0.055,0.059,-,,-,0.01,-,-3.07,-
0.435,0.15,0.395,0.395,ASW,Advanced Share,0.395,-2.5,100,0.385,0.395,2.75,f,0.76,0.09,6.96,2.1,18.8
0.185,0.05,-,-,AEI,Aeris Environmental,0.095,,-,0.09,0.095,-,,-,0.01,-,-2.31,-
1.67,0.545,1.29,1.22,AVE,Aevum Ltd,1.26,5,1222,1.255,1.295,4,,1.05,2.07,3.17,4.2,30.0
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,4500,0.001,0.002,-,,-,-,-,-0.03,-
15.46,12.87,14.07,13.90,AGK,AGL Energy Ltd,14.04,18,9963,14.02,14.04,54,f,6.63,6.00,3.85,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.17,,-,0.17,-,2.42,,-,0.38,14.24,-3.63,-
2.45,1.295,2.25,2.25,AHC,AHC Ltd,2.25,,100,2.25,2.40,-,,-,3.31,-,17.79,12.6
0.22,0.05,-,-,AGI,Ainsworth Game Tech,0.155,,-,0.155,0.16,-,,-,0.02,-,-4.45,-
1.12,0.55,1.05,1.01,AIZ,Air New Zealand fpo nz,1.05,,4077,1.035,1.05,5.22,,0.31,1.18,4.97,1.61,65.2
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,3.33,3.25,AJL,AJ Lucas Grp,3.25,-8,257,3.20,3.33,5.5,,45.40,2.11,1.69,249.7,1.3
0.81,0.116,0.645,0.61,ACL,Alchemia Ltd,0.63,1,3378,0.62,0.63,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,45.25,,-,-,45.20,12.39,,-,-,0.27,-251.67,-
2.43,1.416,2.25,2.15,LEP,ALE Prop Grp stpld,2.16,-3,2528,2.15,2.19,27,,3.55,2.39,12.50,95.98,2.3
5.91,0.60,4.46,4.26,ALS,Alesco Corp,4.38,15,4582,4.35,4.40,14,f,-,0.65,3.20,-17.36,-
0.13,0.032,0.086,0.081,AEJ,Alinta Energy Grp stp,0.085,,16945,0.081,0.085,-,,-,-1.48,-,-20.34,-
0.245,0.10,0.14,0.135,ABQ,Allied Brands Ltd,0.14,0.5,641,0.13,0.14,0.5,f,5.60,0.05,3.57,2.8,5.0
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-
0.16,0.014,-,-,AEA,Altera Res Ltd,0.16,,-,0.14,0.165,-,,-,-,-,-3.25,-
-,-,-,-,AEAO,  opt jan12,-,,-,0.035,0.06,-,,-,-,-,-,-
1.45,0.575,1.02,1.02,AIQ,Alternative Invest unt,1.02,,179,1.02,1.07,47,,-,1.46,46.08,-33.96,-
0.50,0.235,-,-,ALU,Altium Ltd,0.285,,-,0.125,0.28,2,,-,0.12,7.02,-0.47,-
0.078,0.017,0.07,0.07,AMA,AMA Grp Ltd,0.07,0.1,2940,0.065,0.07,-,,-,-0.23,-,-43.5,-
6.24,3.598,6.15,6.05,AHD,Amalgamated Hldgs,6.12,3,798,6.12,6.14,35,f,1.96,4.65,5.72,68.5,8.9
0.57,0.35,0.57,0.50,AMO,Ambertech Ltd,0.53,6,10131,0.53,0.55,3.5,f,1.69,0.57,6.60,5.9,9.0
0.40,0.096,-,-,AMB,Ambition Grp Ltd,0.40,,-,0.36,0.40,-,,-,0.13,-,-52.3,-
0.72,0.43,0.665,0.655,AMH,Amcil Ltd,0.665,1,1594,0.66,0.665,2,,-,0.74,3.01,-1.14,-
0.345,0.105,0.30,0.29,AMM,Amcom Telecomm,0.295,,5944,0.295,0.30,0.8,f,2.81,0.18,2.71,2.25,13.1
6.35,3.50,6.01,5.88,AMC,Amcor Ltd,5.97,7,33628,5.96,5.97,34,,0.74,1.61,5.70,25.3,23.6
3.00,1.30,2.63,2.62,AEC,Ammtec Ltd,2.62,-2,106,2.60,2.62,16.5,f,1.18,1.05,6.30,19.39,13.5
1.265,0.73,0.92,0.905,AGF,AMP Capital China unt,0.905,-1,1425,0.905,0.93,3.9,,1.12,1.33,4.31,4.35,20.8
6.97,3.52,6.34,6.26,AMP,AMP Ltd,6.33,3,94775,6.32,6.33,30,p,1.24,0.80,4.74,37.1,17.1
0.39,0.175,0.21,0.21,ANQ,Anaeco Ltd,0.21,,1000,0.20,0.22,-,,-,0.02,-,-5.6,-
0.023,0.001,-,-,ANQO,  opt may10,0.001,,-,-,-,-,,-,-,-,-,-
0.016,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,-,-,,-,-,-,-,-
0.083,0.019,0.038,0.038,ALT,Analytica Ltd,0.038,0.3,1275,0.036,0.041,-,,-,-,-,-0.6,-
