Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4581.3 at 2012-12-11T16:46:35. Report at Tuesday, December 11, 2012. Processed Wednesday at 2012-12-12T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
6.54,3.80,5.11,5.09,ONT,1300 Smiles,5.09,-1,153,5.05,5.09,17.80,f,1.49,.59,3.50,26.60,19.1,,
.099,.052,-,-,TQH,3Q Hldgs,.09,-,-,.09,.10,-,,-,-.04,-,1.47,6.1,,
.041,.004,-,-,AYI,A1 Invest & Res,.004,-,-,.003,.007,-,,-,.02,-,-1.20,-,,
.041,.02,-,-,AAY,AACL Hldgs,.02,-,-,.016,.02,-,,-,-.03,-,-3.11,-,,
.011,.003,-,-,AAQ,AAQ Hldgs,.005,-,-,.004,.005,-,,-,-,-,-.16,-,,
2.13,1.80,2.05,2.02,ABP,Abacus Prop stp,2.05,+3,2082,2.04,2.05,16.50,,.13,2.34,8.05,2.11,97.2,,
1.125,.975,1.09,1.09,ALR,Aberdeen Leaders,1.09,-,104,1.09,1.10,9.50,f,.31,1.08,8.72,2.98,36.6,,
.80,.44,-,-,AKG,Academies A'asia,.72,-,-,.65,.745,4.50,f,1.40,.10,6.25,6.30,11.4,,
4.77,2.59,2.87,2.83,ACR,Acrux,2.84,-,2354,2.84,2.85,8.00,,.56,.17,2.82,4.44,64.0,,
.052,.015,-,-,ACW,Actinogen,.015,-,-,.005,.015,-,,-,-,-,-2.12,-,,
.003,.001,-,-,ACWOA,  opt sep15,.001,-,-,.001,.002,-,,-,-,-,-,-,,
.002,.001,-,-,ACU,Acuvax,.001,-,-,-,.001,-,,-,-,-,-.02,-,,
.43,.20,.385,.385,ADA,Adacel Tech,.385,-,120,.385,.395,-,,-,.14,-,5.40,7.1,,
.22,.10,.12,.12,AAU,Adcorp Aust,.12,-,150,.11,.12,1.75,f,1.47,.09,14.58,2.57,4.7,,
.044,.001,-,-,ABN,AdEffective,.011,-,-,.012,.014,-,,-,-,-,-1.35,-,,
.005,.002,-,-,ABNO,  opt jun14,.004,-,-,.003,.004,-,,-,-,-,-,-,,
3.40,2.80,3.13,3.065,ABC,Adelaide Brighton,3.07,-5,26323,3.06,3.08,16.50,f,1.47,1.23,5.37,24.20,12.7,,
.08,.043,.057,.057,ADQ,ADG Global Supply,.057,+.1,370,.054,.058,-,,-,.05,-,.79,7.2,,
.089,.027,.042,.04,ADJ,Adslot,.04,-.4,2150,.039,.04,-,,-,.02,-,-1.08,-,,
.024,.013,.021,.019,ABV,Adv Braking Tech,.019,-,6269,.018,.019,-,,-,.01,-,-.01,-,,
.25,.105,-,-,AMT,Adv Surg Dsgn & Mnft,.105,-,-,.105,.11,-,,-,.11,-,-.49,-,,
.76,.62,.69,.69,ASW,Advanced Share Reg,.69,-,71,.67,.69,3.70,f,1.01,.14,5.36,3.73,18.5,,
.30,.13,-,-,AEI,Aeris Environmental,.19,-,-,.18,.19,-,,-,-.02,-,-1.23,-,,
.001,.001,-,-,AFT,AFT Corp,.001,-,-,-,.001,-,,-,-,-,-,-,,
.375,.031,.037,.036,AGX,Agenix,.036,+.5,544,.036,.04,-,,-,-,-,-5.00,-,,
16.01,13.031,14.50,14.34,AGK,AGL Energy,14.45,+10,11795,14.45,14.46,61.00,f,.39,7.26,4.22,23.80,60.7,,
.19,.095,.096,.096,AGJ,Agricultural Land unt,.096,-,1100,.095,.096,3.18,,-,.21,33.13,-10.73,-,,
2.27,1.92,-,-,AHC,AHC,2.02,-,-,2.00,3.50,10.00,f,-,4.90,4.95,-4.64,-,,
14.60,11.50,12.24,12.24,ENY,All 200 Energy etf unt,12.24,+8,13,12.12,12.25,-,,-,-,-,-,-,,
4.89,3.962,-,-,FIN,All 200 Financials etf unt,4.71,-,-,4.70,4.96,-,,-,-,-,-,-,,
5.86,4.62,5.86,5.86,FIX,All 200 Fin-x-A-REIT etf unt,5.86,+1,5,5.84,5.94,-,,-,-,-,-,-,,
3.86,3.18,-,-,IDD,All 200 Industrials etf unt,3.41,-,-,3.29,3.75,-,,-,-,-,-,-,,
4.89,3.51,-,-,RSR,All 200 Resources etf unt,4.00,-,-,4.05,4.70,-,,-,-,-,-,-,,
4.17,3.01,-,-,MAM,All 300 Metals & Mining etf unt,3.49,-,-,3.53,3.59,-,,-,-,-,-,-,,
2.75,.415,2.41,2.35,AGI,Ainsworth Game Tech,2.40,+4,7500,2.39,2.41,-,,-,.36,-,23.00,10.4,,
1.10,.65,1.10,1.07,AIZ,Air New Zealand,1.095,+3,1255,1.085,1.09,3.64,,1.40,1.16,3.32,5.09,21.5,,
.079,.079,-,-,AIG,Aircruising Aust,.079,-,-,-,.05,-,,-,-.21,-,-5.37,-,,
1.50,.495,.80,.75,AJL,AJ Lucas Grp,.785,+3.5,2692,.76,.785,-,,-,.45,-,-133.20,-,,
.615,.27,.595,.58,ACL,Alchemia,.585,-.5,875,.57,.585,-,,-,.03,-,-6.20,-,,
11.39,7.95,7.95,7.95,AAI,Alcoa Inc cdi,7.95,-15,5,6.95,9.46,9.83,,8.81,-,1.24,86.58,9.2,,
2.47,1.92,2.33,2.30,LEP,ALE Prop Grp stp,2.32,-1,4983,2.32,2.33,16.00,,-,1.95,6.90,-10.70,-,,
1.85,.815,1.64,1.625,ALS,Alesco Corp,1.64,+1,163,1.625,1.64,8.00,f,-,.75,4.88,-14.72,-,,
.115,.059,-,-,AJX,Alexium Int'l,.06,-,-,.055,.059,-,,-,-.01,-,-2.11,-,,
.63,.24,.255,.24,AEB,Algae.Tec,.25,-,1372,.24,.25,-,,-,-,-,-2.51,-,,
.12,.035,-,-,AEBO,  opt jan14,.06,-,-,.025,.095,-,,-,-,-,-,-,,
2.36,1.59,1.80,1.80,AQZ,Alliance Aviation,1.80,-3,500,1.78,1.83,5.60,f,4.35,1.15,3.11,24.38,7.4,,
.044,.015,.025,.023,AHZ,Allied Healthcare,.024,-.1,8385,.023,.024,-,,-,.01,-,-1.51,-,,
.23,.10,.145,.135,AZG,Allmine Grp,.14,-.5,8252,.135,.145,-,,-,-,-,5.00,2.8,,
13.984,7.23,9.54,9.30,ALQ,ALS,9.52,+22,14641,9.50,9.52,47.00,p,1.60,.58,4.94,75.38,12.6,,
.458,.327,-,-,AIQ,Alternative Invest unt,.405,-,73008,.395,.405,-,,-,.55,-,1.55,26.1,,
1.35,.12,1.26,1.25,ALU,Altium,1.25,-3,89,1.24,1.25,5.00,,1.22,.07,4.00,6.11,20.5,,
.40,.125,.39,.37,AMA,AMA Grp,.39,+2,2787,.36,.39,1.60,f,1.70,.02,4.10,2.72,14.3,,
7.16,5.56,6.80,6.70,AHD,Amalgamated Hldgs,6.75,+1,167,6.72,6.80,39.00,f,1.30,5.12,5.78,50.60,13.3,,
.29,.20,-,-,AMO,Ambertech,.25,-,-,.25,.27,-,,-,.50,-,-15.40,-,,
.21,.12,-,-,AMB,Ambition Grp,.175,-,-,.175,.19,-,,-,.19,-,1.59,11.0,,
81.212,78.588,80.28,80.28,AKY,AMCB Fund No 5,80.28,+11,2,80.00,-,419.00,f,1.18,84.98,5.22,496.00,16.2,,
22.420,3.70,-,-,AKX,AMCB Fund No 4,25.50,-,-,-,-,169.00,f,2.04,4.03,6.63,344.00,7.4,,
.795,.635,.795,.78,AMH,AMCIL,.785,+.5,2211,.78,.79,6.00,f,.71,.80,7.64,4.27,18.4,,
1.45,.78,1.415,1.37,AMM,Amcom Telco,1.39,-1.5,3383,1.39,1.405,5.00,f,2.35,.32,3.60,11.76,11.8,,
8.10,6.72,8.10,8.03,AMC,Amcor,8.03,-3,20209,8.03,8.05,37.00,,.92,.96,4.61,34.00,23.6,,
4.85,3.71,4.815,4.75,AMP,AMP,4.75,-3,73856,4.75,4.76,26.50,p,.96,1.06,5.58,25.40,18.7,,
.72,.55,.645,.635,AGF,AMP Capital China unt,.635,-1,5162,.64,.645,2.05,,-,.79,3.23,-16.10,-,,
100.81,100.81,-,-,AYD,Aust Masters YF1,100.81,-,-,100.81,-,-,,-,-,-,-,-,,
.063,.024,.024,.024,ANQ,AnaeCo,.024,-,-,.024,.026,-,,-,-.05,-,-6.20,-,,
.034,.016,.018,.018,ALT,Analytica,.018,-,346,.018,.019,-,,-,-,-,-.40,-,,
