Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4854.2 at 16:37 28/4/2010  Report at 19:05 Wednesday 28/4/2010. Processed 19:11 Wednesday 28/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.81,2.75,ONT,1300 Smiles Ltd,2.75,-10,70,2.66,2.88,12.5,f,1.54,0.08,4.55,19.23,14.3
0.18,0.095,0.10,0.10,TQH,3Q Hldgs Ltd,0.10,,30,0.09,0.14,-,,-,-0.08,-,3.28,3.0
0.06,0.015,0.021,0.018,FCS,4C Sec Solution,0.02,0.2,1381,0.02,0.03,-,,-,0.01,-,-2.77,-
0.275,0.22,-,-,AAY,Aacl Hldgs Ltd,0.23,,-,0.21,0.23,-,,-,-,-,-,-
0.48,0.285,0.405,0.395,ABP,Abacus Prop stp,0.40,-1,128138,0.40,0.405,5.75,,-,0.60,14.38,-2.32,-
1.47,1.12,1.42,1.38,ALR,Aberdeen Leaders,1.38,-4,685,1.38,1.42,9,f,0.85,1.38,6.52,7.67,18.0
2.60,0.58,2.16,1.75,ACR,Acrux Ltd,2.07,-9,3536,2.06,2.12,-,,-,0.06,-,-2.84,-
0.10,0.025,-,-,ACW,Actinogen Ltd,0.048,,-,0.037,0.048,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.011,0.013,0.013,ACU,Acuvax Ltd,0.013,,1513,0.012,0.014,-,,-,-,-,-0.37,-
0.84,0.32,0.63,0.58,ADA,Adacel Tech,0.63,2,1366,0.63,0.65,-,,-,0.21,-,2.7,23.3
0.31,0.18,-,-,AAU,Adcorp Aust,0.22,,-,0.21,0.22,1,,-,0.07,4.55,-2.18,-
3.01,1.97,2.87,2.83,ABC,Adelaide Brighton,2.85,-4,8171,2.84,2.86,13.5,f,1.51,1.21,4.74,20.4,14.0
1.565,1.10,1.55,1.54,AYT,Adelaide Managed unt,1.54,-1.5,1215,1.54,1.55,16.02,,0.43,1.79,10.40,6.83,22.5
0.123,0.058,0.068,0.068,ADQ,ADG Global Supply,0.068,,225,0.062,0.072,-,,-,0.02,-,-11.08,-
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.005,0.02,-,,-,-,-,-,-
0.016,0.004,0.006,0.004,ADL,Admerex Ltd,0.006,-0.1,41873,0.004,0.006,-,,-,-,-,-0.4,-
3.70,2.00,3.55,3.55,ADG,Adtrans Grp,3.55,,95,3.55,3.65,20,f,1.86,2.44,5.63,37.1,9.6
0.015,0.004,-,-,ASC,Adultshop Com,0.011,,-,0.01,0.011,-,,-,0.02,-,-0.19,-
0.005,0.002,-,-,ASCO,  opt dec11,0.002,,-,0.002,0.004,-,,-,-,-,-,-
0.038,0.009,0.022,0.022,ABV,Adv Braking Tech,0.022,-0.2,1000,0.022,0.023,-,,-,-,-,-0.32,-
0.64,0.28,0.495,0.49,AMT,Adv Surg Dsgn & Mnft,0.495,-4.5,200,0.32,0.495,-,,-,0.22,-,-0.1,-
0.125,0.02,0.11,0.092,AES,Advanced Energy,0.11,,946,0.092,0.11,-,,-,0.01,-,-0.09,-
0.093,0.031,0.045,0.045,ACE,Advanced Engine,0.045,,6,0.04,0.044,-,,-,-0.05,-,-2.58,-
0.124,0.019,0.056,0.055,ANM,Advanced Magnesium,0.056,0.1,306,0.056,0.062,-,,-,0.02,-,-2.64,-
0.44,0.15,-,-,ASW,Advanced Share,0.395,,-,0.40,0.42,2.75,f,1.15,0.11,6.96,3.16,12.5
0.185,0.06,-,-,AEI,Aeris Environmental,0.079,,-,0.079,0.085,-,,-,-,-,-2.05,-
