Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4773.8 at 16:47 16/11/2009  Report at 19:05 Monday 16/11/2009. Processed 19:44 Monday 16/11/2009.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.00,2.20,2.73,2.70,ONT,1300 Smiles Ltd,2.73,3,32,2.65,2.70,11.4,f,1.64,0.13,4.18,18.7,14.6,
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.17,,-,0.165,0.18,-,,-,-0.10,-,1.07,15.9,
0.09,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.03,-,,-,0.03,-,-4.2,-,
0.48,0.147,0.455,0.435,ABP,Abacus Prop stpld,0.45,,29002,0.445,0.45,7.75,,-,0.62,17.22,-11.81,-,
1.44,0.90,1.37,1.36,ALR,Aberdeen Leaders,1.37,2,185,1.35,1.37,9,f,-,1.42,6.57,-21.34,-,
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.015,-,-,,-,-0.01,-,-0.33,-,
2.32,0.38,2.24,2.16,ACR,Acrux Ltd,2.19,-1,2101,2.17,2.19,-,,-,0.09,-,-4.84,-,
0.10,0.017,-,-,ACW,Actinogen Ltd,0.063,,-,0.063,0.07,-,,-,0.05,-,-2.32,-,
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-,
0.05,0.016,0.018,0.018,ACU,Acuvax Ltd,0.018,-0.1,10000,0.018,0.019,-,,-,-,-,-0.43,-,
0.84,0.325,-,-,ADA,Adacel Tech,0.59,,-,0.54,0.585,-,,-,0.22,-,8.2,7.2
0.345,0.165,-,-,AAU,Adcorp Aust,0.285,,-,0.28,0.285,1,,0.45,0.08,3.51,0.45,63.3
3.01,1.445,2.78,2.71,ABC,Adelaide Brighton,2.76,5,9142,2.75,2.77,14,f,1.49,1.15,5.07,20.8,13.3
1.76,1.10,1.31,1.31,AYT,Adelaide Managed unt,1.31,-2,6,1.30,1.335,15.47,,0.81,1.79,11.81,12.59,10.4
0.175,0.061,0.105,0.10,ADQ,ADG Global Supply,0.10,,600,0.098,0.105,-,,-,-,-,-8.68,-
0.02,0.004,0.013,0.013,ADL,Admerex Ltd,0.013,,380,0.013,0.015,-,,-,0.01,-,-2.68,-
3.25,1.65,3.20,3.20,ADG,Adtrans Grp,3.20,-2,55,3.20,3.70,16,f,1.74,2.37,5.00,27.9,11.5
0.012,0.003,0.01,0.009,ASC,Adultshop Com,0.01,,16300,0.009,0.01,-,,-,0.04,-,-0.28,-
0.003,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.003,-,,-,-,-,-,-
0.038,0.005,0.03,0.03,ABV,Adv Braking Tech,0.03,,2584,0.029,0.031,-,,-,0.01,-,-0.36,-
0.62,0.28,0.56,0.56,AMT,Adv Surg Dsgn & Mnft,0.56,-4,11,0.46,0.625,-,,-,0.20,-,-2.9,-
0.085,0.02,0.07,0.07,AES,Advanced Energy,0.07,-1.5,167,0.065,0.10,-,,-,0.01,-,-0.06,-
0.093,0.031,-,-,ACE,Advanced Engine,0.067,,-,0.055,0.065,-,,-,-0.04,-,-1.9,-
0.124,0.013,0.058,0.055,ANM,Advanced Magnesium,0.058,,1454,0.056,0.058,-,,-,0.01,-,-3.07,-
0.31,0.15,-,-,ASW,Advanced Share,0.29,,-,0.31,0.325,2,f,1.05,0.09,6.90,2.1,13.8
0.185,0.05,-,-,AEI,Aeris Environmental,0.10,,-,0.115,0.14,-,,-,0.01,-,-2.31,-
1.67,0.545,1.40,1.395,AVE,Aevum Ltd,1.40,0.5,39,1.40,1.425,4,,-,2.07,2.86,-9.7,-
0.001,0.001,0.001,0.001,AFT,AFT Corp,0.001,,5000,-,0.001,-,,-,-,-,-0.03,-
15.80,12.83,13.85,13.71,AGK,AGL Energy Ltd,13.79,10,8848,13.71,13.80,54,f,6.63,6.00,3.92,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.155,,-,0.165,0.17,2.42,,-,0.38,15.61,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.25,2.45,5,,3.56,3.31,2.22,17.79,12.6
0.22,0.04,0.18,0.18,AGI,Ainsworth Game Tech,0.18,-2,150,0.185,0.20,-,,-,0.02,-,-4.45,-
1.12,0.55,1.01,1.01,AIZ,Air New Zealand fpo nz,1.01,0.5,5,1.01,1.05,5.22,,0.31,1.18,5.17,1.61,62.7
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.11,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,4.94,4.71,AJL,AJ Lucas Grp,4.72,-26,2414,4.70,4.80,10.5,f,23.78,2.11,2.22,249.7,1.9
0.765,0.095,0.745,0.70,ACL,Alchemia Ltd,0.725,4,2228,0.71,0.725,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,44.00,,-,-,45.99,31.58,,-,-,0.72,-251.67,-
2.36,1.416,2.24,2.22,LEP,ALE Prop Grp stpld,2.22,2,1178,2.21,2.23,30,,1.05,3.08,13.51,31.51,7.0
5.91,0.60,5.02,4.88,ALS,Alesco Corp,4.99,17,1526,4.91,5.00,7,f,-,0.49,1.40,-13.94,-
0.28,0.10,0.145,0.14,ABQ,Allied Brands Ltd,0.14,-0.5,2890,0.135,0.14,0.5,f,5.60,0.05,3.57,2.8,5.0
0.07,0.001,-,-,ABQO,  opt dec10,0.005,,-,0.003,0.10,-,,-,-,-,-,-
0.078,0.017,0.06,0.06,AMA,Allomak Ltd,0.06,,1744,0.057,0.061,2.1,,-,-0.23,35.00,-43.5,-
0.09,0.015,0.05,0.05,AEA,Altera Res Ltd,0.05,,24,0.05,0.087,-,,-,-,-,-3.25,-
1.45,0.575,1.01,1.005,AIQ,Alternative Invest unt,1.005,-0.5,107,1.005,1.02,47,,-,1.45,46.77,-33.96,-
0.60,0.245,0.27,0.27,ALU,Altium Ltd,0.27,0.5,20,0.235,0.30,2,,-,0.12,7.41,-0.47,-
6.15,3.598,5.90,5.55,AHD,Amalgamated Hldgs,5.55,-25,1243,5.55,5.58,32,f,1.67,4.48,5.77,53.5,10.4
1.75,1.31,1.555,1.31,AHDR,  rts23novd,1.31,-24.5,1761,1.20,1.545,-,,-,-,-,-,-
0.52,0.32,-,-,AMO,Ambertech Ltd,0.50,,-,0.48,0.525,3.5,f,1.69,0.57,7.00,5.9,8.5
0.38,0.096,-,-,AMB,Ambition Grp Ltd,0.36,,-,0.35,0.38,1.5,,-,0.13,4.17,-52.3,-
0.72,0.43,0.68,0.67,AMH,Amcil Ltd,0.68,1,1570,0.675,0.685,2,f,1.31,0.72,2.94,2.63,25.9
0.25,0.096,0.225,0.22,AMM,Amcom Telecomm,0.225,0.5,11854,0.225,0.23,0.8,f,2.81,0.18,3.56,2.25,10.0
