Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4722.9 at 2011-05-23T16:36:50. Report at Monday, May 23, 2011. Processed Tuesday at 2011-05-24T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
4.25,2.90,3.55,3.55,ONT,1300 Smiles,3.55,-5,30,3.55,3.60,14.70,f,1.55,.18,4.14,22.77,15.6,,
.11,.052,-,-,TQH,3Q Hldgs,.055,-,-,.055,.19,-,,-,-.06,-,1.08,5.1,,
.045,.02,.027,.027,FCS,4C Sec Solution,.027,-,143,.027,.031,-,,-,.01,-,-.15,-,,
.21,.03,-,-,AAY,AACL Hldgs,.06,-,-,-,-,-,,-,-,-,-3.00,-,,
.725,.01,.011,.01,AAQ,AAQ Hldgs,.01,-.1,18761,.009,.01,-,,-,-,-,-3.24,-,,
2.45,1.85,2.20,2.16,ABP,Abacus Prop stp,2.18,-1,6019,2.17,2.18,9.90,,.29,2.83,4.54,2.91,74.9,,
1.345,1.21,1.24,1.22,ALR,Aberdeen Leaders,1.22,-,635,1.22,1.235,9.50,f,.50,1.38,7.79,4.77,25.6,,
.56,.365,-,-,AKG,Academies A'asia,.55,-,-,-,-,4.00,f,1.24,.15,7.27,4.95,11.1,,
3.65,1.433,3.64,3.59,ACR,Acrux,3.61,-3,2224,3.61,3.63,-,,-,.77,-,65.08,5.5,,
.105,.023,-,-,ACW,Actinogen,.06,-,-,-,-,-,,-,.02,-,-2.12,-,,
.014,.001,-,-,ACWO,  opt aug12,.01,-,-,-,-,-,,-,-,-,-,-,,
.015,.01,-,-,ACWOA,  opt sep15,.015,-,-,-,-,-,,-,-,-,-,-,,
.005,.001,-,-,ACU,Acuvax,.001,-,-,-,-,-,,-,-,-,-.14,-,,
.47,.215,-,-,ADA,Adacel Tech,.25,-,-,-,-,-,,-,.17,-,-2.10,-,,
.25,.145,-,-,AAU,Adcorp Aust,.16,-,-,-,-,1.00,f,-,.08,6.25,-9.67,-,,
.003,.001,-,-,ABN,AdEffective,.001,-,-,-,-,-,,-,-,-,.21,.5,,
3.692,2.503,3.08,3.04,ABC,Adelaide Brighton,3.05,-3,9852,3.05,3.10,16.50,f,1.45,1.19,5.41,23.90,12.8,,
.296,.163,.25,.25,AYT,Adelaide Mgd unt,.25,-,100,.25,.255,8.30,,1.43,.27,33.20,11.88,2.1,,
.082,.05,-,-,ADQ,ADG Global Supply,.07,-,-,.07,.077,-,,-,.03,-,-.86,-,,
.038,.014,-,-,ABV,Adv Braking Tech,.025,-,-,-,-,-,,-,.01,-,-.03,-,,
.54,.15,-,-,AMT,Adv Surg Dsgn & Mnft,.30,-,-,-,-,-,,-,.14,-,-6.01,-,,
.065,.035,-,-,AES,Advanced Energy,.05,-,-,-,-,-,,-,-,-,-.06,-,,
.087,.036,.066,.066,ANM,Advanced Magnesium,.066,-,106,.066,.07,-,,-,.02,-,-.65,-,,
1.20,.375,-,-,ASW,Advanced Share Reg,.87,-,-,.85,.87,3.70,f,.96,.15,4.25,3.56,24.4,,
.39,.055,.22,.19,AEI,Aeris Environmental,.20,-3,2955,.19,.20,-,,-,-.02,-,-1.54,-,,
.002,.001,-,-,AFT,AFT Corp,.001,-,-,-,-,-,,-,-,-,.02,5.0,,
.047,.014,.015,.015,AGX,Agenix,.015,-,454,.015,.017,-,,-,-,-,.57,2.6,,
.01,.001,-,-,AGXO,  opt jun11,.001,-,-,-,-,-,,-,-,-,-,-,,
16.92,13.51,14.58,14.40,AGK,AGL Energy,14.47,-17,11154,14.47,14.50,59.00,,1.54,6.40,4.08,91.10,15.9,,
.195,.121,-,-,AGJ,Agricultural Land unt,.195,-,-,.13,.19,1.88,,1.19,.37,9.64,2.23,8.7,,
2.10,1.80,-,-,AHC,AHC,1.90,-,-,-,-,10.00,f,1.16,4.92,5.26,11.63,16.3,,
18.26,13.95,-,-,ENY,AII 200 Energy etf unt,16.44,-,-,16.00,16.20,-,p,-,-,-,-,-,,
4.87,4.18,-,-,FIN,AII 200 Financials etf unt,4.60,-,-,4.49,4.52,-,p,-,-,-,-,-,,
5.54,4.83,-,-,FIX,AII 200 Fin X-A-REIT etf unt,5.33,-,-,5.21,5.24,-,p,-,-,-,-,-,,
3.90,3.21,-,-,IDD,AII 200 Industrials etf unt,3.68,-,-,3.66,3.69,-,p,-,-,-,-,-,,
6.42,4.60,5.73,5.71,RSR,AII 200 Resources etf unt,5.73,-4,11,5.67,5.71,-,p,-,-,-,-,-,,
