Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4504.1 at 16:37 24/6/2010  Report at 19:05 Thursday 24/6/2010. Processed 21:18 Thursday 24/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.20,2.50,3.15,3.15,ONT,1300 Smiles Ltd,3.15,-5,4,3.15,3.20,12.5,f,1.54,0.08,3.97,19.23,16.4,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.071,0.10,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,0.026,0.026,FCS,4C Sec Solution,0.026,0.1,66,0.025,0.034,-,,-,0.01,-,-2.77,-,
0.275,0.07,0.071,0.071,AAY,Aacl Hldgs Ltd,0.071,0.1,110,0.045,0.09,-,,-,-,-,-,-,
0.48,0.33,0.42,0.41,ABP,Abacus Prop stp,0.415,0.5,90483,0.41,0.42,5.75,,-,0.60,13.86,-2.32,-,
1.47,1.17,1.30,1.29,ALR,Aberdeen Leaders,1.30,1,252,1.29,1.34,9,f,0.85,1.21,6.92,7.67,16.9,
2.60,1.05,1.87,1.81,ACR,Acrux Ltd,1.87,-0.5,265,1.85,1.875,-,,-,0.06,-,-2.84,-,
0.10,0.027,0.027,0.027,ACW,Actinogen Ltd,0.027,-1.3,80,0.027,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,0.004,0.004,ACU,Acuvax Ltd,0.004,,1000,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,-,-,ADA,Adacel Tech,0.37,,-,0.35,0.45,-,,-,0.21,-,2.7,13.7,
0.305,0.15,0.17,0.16,AAU,Adcorp Aust,0.17,1.5,1070,0.16,0.17,1,,-,0.07,5.88,-2.18,-,
3.01,2.03,2.80,2.73,ABC,Adelaide Brighton,2.80,7,15442,2.79,2.80,13.5,f,1.51,1.21,4.82,20.4,13.7,
1.565,1.10,1.51,1.505,AYT,Adelaide Managed unt,1.51,-2,257,1.51,1.54,16.02,,0.43,1.79,10.61,6.83,22.1,
0.118,0.052,-,-,ADQ,ADG Global Supply,0.06,,-,0.06,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.002,0.008,-,,-,-,-,-,-,
0.016,0.003,0.003,0.003,ADL,Admerex Ltd,0.003,,1000,0.003,0.004,-,,-,-,-,-0.4,-,
3.70,2.15,3.50,3.20,ADG,Adtrans Grp,3.20,-30,119,3.20,3.70,20,f,1.86,2.44,6.25,37.1,8.6,
0.015,0.004,0.01,0.01,ASC,Adultshop Com,0.01,,15,0.01,0.011,-,,-,0.02,-,-0.19,-,
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.003,0.004,-,,-,-,-,-,-,
0.038,0.009,0.018,0.018,ABV,Adv Braking Tech,0.018,,1751,0.018,0.019,-,,-,-,-,-0.32,-,
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.44,,-,0.43,0.44,-,,-,0.22,-,-0.1,-,
0.125,0.02,-,-,AES,Advanced Energy,0.065,,-,0.045,0.065,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.037,,-,0.034,0.037,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.052,0.051,ANM,Advanced Magnesium,0.051,,1788,0.051,0.052,-,,-,0.02,-,-2.64,-,
0.49,0.22,-,-,ASW,Advanced Share,0.49,,-,0.465,0.495,2.75,f,1.15,0.11,5.61,3.16,15.5,
0.17,0.06,0.062,0.061,AEI,Aeris Environmental,0.061,,2276,0.065,0.07,-,,-,-,-,-2.05,-,
1.67,0.795,1.15,1.06,AVE,Aevum Ltd,1.10,-0.5,414,1.10,1.15,4,,1.05,2.07,3.64,4.2,26.2,
0.002,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.01,-,
15.69,13.11,14.99,14.70,AGK,AGL Energy Ltd,14.71,,9507,14.71,14.79,57,f,0.47,6.21,3.87,27,54.5,
0.175,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,-,2.12,,-,0.38,16.31,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.10,,-,-,2.10,-,,-,4.89,-,14.09,14.9,
16.50,14.36,-,-,ENY,Aii200energy etf unt,14.92,,-,14.63,14.72,-,,-,-,-,-,-,
5.09,4.32,-,-,FIN,Aii200financials etf unt,4.35,,-,4.39,4.43,-,,-,-,-,-,-,
5.98,5.08,-,-,FIX,Aii200finxareit etf unt,5.30,,-,5.08,5.11,-,,-,-,-,-,-,
3.97,3.35,-,-,IDD,Aii200industrials etf unt,3.35,,-,3.32,3.35,-,,-,-,-,-,-,
5.65,4.60,5.13,5.12,RSR,Aii200res etf unt,5.12,1,39,5.10,5.12,-,,-,-,-,-,-,
4.83,3.90,4.35,4.33,MAM,Aii300metals&Min etf unt,4.33,-12,50,4.30,4.33,-,,-,-,-,-,-,
0.22,0.067,0.09,0.09,AGI,Ainsworth Game Tech,0.09,,20,0.09,0.095,-,,-,0.01,-,-4.95,-,
1.145,0.67,0.93,0.92,AIZ,Air New Zealand,0.93,1,1066,0.91,0.93,5.17,,0.75,1.12,5.56,3.9,23.8,
0.11,0.10,-,-,AIG,Aircruising Aust,0.11,,-,0.002,-,-,,-,-0.11,-,-8.38,-,
5.60,2.00,2.52,2.30,AJL,AJ Lucas Grp,2.30,-11,739,2.25,2.30,5.5,,2.91,1.32,2.39,16,14.4,
0.81,0.299,0.53,0.52,ACL,Alchemia Ltd,0.52,-0.5,698,0.515,0.525,-,,-,0.09,-,-4.6,-,
47.10,14.50,-,-,AAI,Alcoa Inc cdi,15.50,,-,14.50,15.00,11.61,,-,-,0.75,-137.14,-,
2.43,1.871,2.20,2.12,LEP,ALE Prop Grp stp,2.16,-12,1310,2.14,2.16,27,,3.55,2.39,12.50,95.98,2.3,
5.91,2.37,2.66,2.46,ALS,Alesco Corp,2.56,-5,4735,2.53,2.56,7,,-,0.65,2.73,-17.36,-,
0.205,0.01,0.125,0.125,AJX,Alexium Int Grp,0.125,,1250,0.125,0.14,-,,-,-,-,-0.13,-,
0.105,0.041,0.071,0.062,AEJ,Alinta Energy Grp stp,0.062,-0.2,51794,0.062,0.064,-,,-,-1.53,-,-58.71,-,
0.245,0.027,0.029,0.027,ABQ,Allied Brands Ltd,0.027,-0.3,6450,0.027,0.028,0.5,,4.60,0.06,18.52,2.3,1.2,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.037,-,-,AEA,Altera Res Ltd,0.21,,-,0.14,0.21,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.16,,-,-,0.16,-,,-,-,-,-,-,
1.45,0.91,1.035,1.03,AIQ,Alternative Invest unt,1.03,,364,1.02,1.06,47,,-,1.45,45.63,-44.5,-,
0.39,0.20,0.22,0.215,ALU,Altium Ltd,0.22,0.5,223,0.22,0.24,2,,-,0.09,9.09,-6.97,-,
0.078,0.019,0.051,0.05,AMA,AMA Grp Ltd,0.051,-0.4,1795,0.038,0.051,-,,-,-0.09,-,7.75,0.7,
6.24,3.995,5.80,5.71,AHD,Amalgamated Hldgs,5.75,5,171,5.73,5.85,35,f,1.96,4.65,6.09,68.5,8.4,
0.63,0.38,0.42,0.42,AMO,Ambertech Ltd,0.42,,62,0.33,0.42,5.5,f,1.69,0.61,13.10,9.3,4.5,
0.42,0.165,-,-,AMB,Ambition Grp Ltd,0.37,,-,0.21,0.33,-,,-,0.14,-,-13.07,-,
104.17,104.17,-,-,AKS,Amcbf One,104.17,,-,104.17,106.00,-,,-,-,-,-,-,
101.94,101.94,-,-,AKT,Amcbf Two,101.94,,-,100.00,101.94,-,,-,-,-,-,-,
0.72,0.53,0.64,0.64,AMH,Amcil Ltd,0.64,-1,40,0.64,0.65,2,,-,0.71,3.13,-1.14,-,
0.355,0.145,0.325,0.315,AMM,Amcom Telecomm,0.315,,1762,0.315,0.325,0.9,f,3.09,0.18,2.86,2.78,11.3,
6.76,4.276,6.65,6.37,AMC,Amcor Ltd,6.57,10,55365,6.54,6.58,29.5,,0.71,2.25,4.49,20.9,31.4,
3.40,1.83,3.40,3.38,AEC,Ammtec Ltd,3.40,4,381,3.36,3.40,16.5,f,1.18,1.05,4.85,19.39,17.5,
1.265,0.675,0.78,0.77,AGF,AMP Capital China unt,0.78,-1,2169,0.78,0.79,8.47,,1.18,0.99,10.86,10.02,7.8,
6.97,4.55,5.58,5.48,AMP,AMP Ltd,5.49,1,63264,5.48,5.54,30,p,1.24,0.80,5.46,37.1,14.8,
0.31,0.15,-,-,ANQ,Anaeco Ltd,0.15,,-,0.18,0.185,-,,-,-,-,-5.5,-,
0.004,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,-,-,,-,-,-,-,-,
0.115,0.019,0.029,0.027,ALT,Analytica Ltd,0.027,-0.2,5242,0.026,0.028,-,,-,-,-,-0.24,-,
13.50,8.16,13.44,13.23,ANN,Ansell Ltd,13.35,-8,3206,13.15,13.50,29,,2.82,1.92,2.17,81.7,16.3,
0.065,0.029,-,-,ANO,Antaria Ltd,0.038,,-,0.035,0.038,-,,-,0.04,-,1.46,2.6,
0.105,0.006,0.06,0.055,ADO,Anteo Diagnostics,0.058,-0.2,22561,0.058,0.059,-,,-,-,-,-0.8,-,
0.07,0.001,-,-,ADOO,  opt sep10,0.044,,-,0.042,0.046,-,,-,-,-,-,-,
0.025,0.005,-,-,ADOOA,  opt feb11,0.01,,-,0.006,0.025,-,,-,-,-,-,-,
0.20,0.013,0.015,0.015,ANP,Antisense Therapeutic,0.015,,360,0.014,0.015,-,,-,-,-,-0.55,-,
26.23,15.68,23.20,22.81,ANZ,ANZ Banking Grp,22.83,-5,81511,22.80,22.86,108,f,1.34,9.99,4.73,144.8,15.8,
13.55,8.10,12.50,12.50,APE,AP Eagers Ltd,12.50,,2,12.50,13.17,62,f,1.96,8.81,4.96,121.6,10.3,
0.023,0.009,-,-,APP,APA Financial,0.017,,-,0.017,0.021,-,,-,-,-,0.1,17.0,
3.83,2.60,3.72,3.56,APA,APA Grp stp,3.72,-8,33093,3.66,3.72,31.75,,0.79,-,8.53,25,14.9,
0.115,0.029,0.03,0.029,AEZ,APN European Retail stp,0.029,-0.1,7980,0.029,0.03,-,,-,0.24,-,-11.22,-,
2.61,1.32,2.11,2.04,APN,APN News & Media,2.09,4,20120,2.06,2.10,4,f,4.17,-0.78,1.91,16.7,12.5,
0.41,0.15,0.18,0.18,APD,APN Prop Grp,0.18,,289,0.16,0.18,1.25,f,-,0.21,6.94,-17.88,-,
0.04,0.007,0.009,0.009,AOP,Apollo Cons,0.009,,35,0.009,0.01,-,,-,-,-,0.18,5.0,
0.18,0.008,-,-,AQL,Aquacarotene Ltd,0.15,,-,0.15,0.18,-,,-,-,-,-0.27,-,
0.058,0.008,-,-,APB,Arafura Pearls,0.01,,-,0.01,0.012,-,,-,0.12,-,-7.66,-,
6.40,3.213,6.27,6.21,ARP,ARB Corp,6.25,9,302,6.21,6.25,17.5,f,2.31,1.22,2.80,40.44,15.5,
1.845,1.00,1.11,1.05,AAD,Ardent Leisure stp,1.11,-0.5,9282,1.105,1.11,14.3,,0.19,1.10,12.88,2.73,40.7,
7.05,5.61,6.03,5.93,ARG,Argo Invest,6.02,4,1370,5.98,6.03,25,f,-,5.99,4.15,-11.1,-,
0.878,0.006,0.095,0.095,ASV,Argus Solutions,0.095,,2,0.095,0.13,-,,-,-,-,-0.44,-,
0.37,0.225,-,-,ARA,Ariadne Aust,0.255,,-,0.245,0.26,1,,-,0.32,3.92,-2.46,-,
5.75,3.37,3.82,3.74,ALL,Aristocrat Leisure,3.74,-1,10701,3.71,3.78,4.5,,-,0.07,1.20,-31.3,-,
0.025,0.008,-,-,AEM,Artist & Entertain,0.011,,-,0.01,0.011,-,,-,-,-,-1.54,-,
0.30,0.075,0.125,0.085,AKW,Arturus Capital,0.125,3.8,1273,0.087,0.12,-,,-,0.25,-,21.65,0.6,
0.345,0.12,0.29,0.285,APH,Ascent Pharmahealth,0.285,-0.5,681,0.28,0.295,-,,-,0.06,-,3.7,7.7,
1.94,1.24,1.68,1.65,AIO,Asciano Grp stp,1.66,1.5,90257,1.655,1.665,-,,-,0.10,-,-41.9,-,
