Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4547.6 at 16:47 4/11/2009  Report at 19:05 Wednesday 4/11/2009. Processed 20:12 Wednesday 4/11/2009.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.00,2.20,2.70,2.70,ONT,1300 Smiles Ltd,2.70,,70,2.70,2.73,11.4,f,1.64,0.13,4.22,18.7,14.4,
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.18,,-,0.17,0.18,-,,-,-0.10,-,1.07,16.8,
0.09,0.015,0.022,0.022,FCS,4C Sec Solution,0.022,,1,0.022,0.044,-,,-,0.03,-,-4.2,-,
0.48,0.147,0.43,0.40,ABP,Abacus Prop stpld,0.41,-1,42150,0.405,0.41,7.75,,-,0.62,18.90,-11.81,-,
1.44,0.90,1.35,1.33,ALR,Aberdeen Leaders,1.345,1.5,270,1.33,1.345,9,f,-,1.47,6.69,-21.34,-,
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.015,-,-,,-,-0.01,-,-0.33,-,
2.20,0.38,1.97,1.94,ACR,Acrux Ltd,1.95,-1.5,1350,1.95,1.99,-,,-,0.09,-,-4.84,-,
0.10,0.017,-,-,ACW,Actinogen Ltd,0.063,,-,0.063,0.08,-,,-,0.05,-,-2.32,-,
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,0.001,-,-,,-,-,-,-,-,
0.05,0.016,0.02,0.02,ACU,Acuvax Ltd,0.02,,1250,0.019,0.02,-,,-,-,-,-0.43,-,
0.84,0.30,0.54,0.53,ADA,Adacel Tech,0.53,-2,919,0.53,0.54,-,,-,0.22,-,8.2,6.5
0.345,0.165,0.305,0.30,AAU,Adcorp Aust,0.305,3.5,1392,0.28,0.295,1,,0.45,0.08,3.28,0.45,67.8
3.01,1.445,2.73,2.55,ABC,Adelaide Brighton,2.66,-6,22796,2.64,2.66,14,f,1.49,1.15,5.26,20.8,12.8
1.76,1.10,-,-,AYT,Adelaide Managed unt,1.315,,-,1.315,1.34,15.47,,0.81,1.78,11.76,12.59,10.4
0.20,0.061,-,-,ADQ,ADG Global Supply,0.09,,-,0.083,0.09,-,,-,-,-,-8.68,-
0.03,0.004,-,-,ADL,Admerex Ltd,0.012,,-,0.012,0.015,-,,-,0.01,-,-2.68,-
3.20,1.65,-,-,ADG,Adtrans Grp,3.20,,-,3.18,3.70,16,f,1.74,2.37,5.00,27.9,11.5
0.012,0.003,0.008,0.008,ASC,Adultshop Com,0.008,-0.1,200,0.008,0.009,-,,-,0.04,-,-0.28,-
0.002,0.002,0.002,0.002,ASCO,  opt dec11,0.002,,898,0.002,0.003,-,,-,-,-,-,-
0.038,0.005,-,-,ABV,Adv Braking Tech,0.032,,-,0.029,0.032,-,,-,0.01,-,-0.36,-
0.62,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.60,,-,0.595,0.61,-,,-,0.20,-,-2.9,-
0.079,0.02,0.067,0.06,AES,Advanced Energy,0.067,1.2,385,0.055,0.067,-,,-,0.01,-,-0.06,-
0.11,0.031,-,-,ACE,Advanced Engine,0.063,,-,0.063,0.066,-,,-,-0.04,-,-1.9,-
0.124,0.013,0.054,0.052,ANM,Advanced Magnesium,0.052,-0.3,3526,0.056,0.058,-,,-,0.01,-,-3.07,-
0.31,0.15,0.31,0.31,ASW,Advanced Share,0.31,,25,0.275,0.35,2,f,1.05,0.09,6.45,2.1,14.8
0.185,0.05,-,-,AEI,Aeris Environmental,0.13,,-,0.11,0.13,-,,-,0.01,-,-2.31,-
1.67,0.545,1.44,1.375,AVE,Aevum Ltd,1.43,5,167,1.38,1.43,4,,-,2.07,2.80,-9.7,-
0.001,0.001,-,-,AFT,AFT Corp,0.001,,-,-,0.001,-,,-,-,-,-0.03,-
15.82,12.83,13.90,13.71,AGK,AGL Energy Ltd,13.75,-22,14379,13.72,13.78,54,f,6.63,6.00,3.93,358,3.8
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.15,,-,0.155,0.17,2.42,,-,0.38,16.13,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.45,,-,2.25,2.45,5,,3.56,3.31,2.04,17.79,13.8
0.22,0.04,0.18,0.17,AGI,Ainsworth Game Tech,0.18,1,200,0.16,0.19,-,,-,0.02,-,-4.45,-
1.12,0.55,-,-,AIZ,Air New Zealand fpo nz,1.08,,-,1.01,1.05,5.22,,0.31,1.18,4.83,1.61,67.1
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.11,-,-,,-,-0.07,-,-5.34,-
