Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:05 Friday 10/9/2010. Processed 20:54 Friday 10/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.55,2.61,3.52,3.48,ONT,1300 Smiles Ltd,3.48,-7,29,3.30,3.48,13.7,f,1.53,0.15,3.94,21,16.6,
0.18,0.07,0.075,0.07,TQH,3Q Hldgs Ltd,0.075,-0.5,1300,0.075,0.08,-,,-,-0.07,-,0.84,8.9,
0.05,0.015,0.04,0.04,FCS,4C Sec Solution,0.04,-0.5,268,0.039,0.045,-,,-,0.10,-,-0.58,-,
0.275,0.03,0.058,0.058,AAY,Aacl Hldgs Ltd,0.058,0.2,450,0.057,0.076,-,,-,-,-,-,-,
0.48,0.365,0.43,0.42,ABP,Abacus Prop stp,0.425,,33640,0.425,0.43,3.9,,0.39,0.58,9.18,1.53,27.8,
1.47,1.21,1.25,1.25,ALR,Aberdeen Leaders,1.25,,50,1.25,1.28,9.5,f,1.08,1.31,7.60,10.29,12.1,
2.60,1.43,2.16,2.10,ACR,Acrux Ltd,2.16,1,639,2.16,2.18,-,,-,-,-,29.08,7.4,
0.11,0.027,0.10,0.07,ACW,Actinogen Ltd,0.10,3,1257,0.071,0.115,-,,-,0.03,-,-1.85,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,0.02,-,,-,-,-,-,-,
0.02,0.002,0.002,0.002,ACU,Acuvax Ltd,0.002,,265,0.002,0.003,-,,-,-,-,-0.34,-,
0.735,0.30,0.32,0.32,ADA,Adacel Tech,0.32,,55,0.32,0.335,-,,-,0.19,-,-3.5,-,
0.305,0.145,0.195,0.19,AAU,Adcorp Aust,0.19,-0.5,100,0.19,0.20,-,,-,0.08,-,-11.03,-,
3.435,2.293,3.37,3.34,ABC,Adelaide Brighton,3.34,-2,7113,3.34,3.36,15.5,f,1.52,1.16,4.64,23.6,14.2,
1.56,1.144,1.55,1.545,AYT,Adelaide Managed unt,1.55,0.5,2200,1.545,1.56,15.35,,0.14,1.63,9.90,2.11,73.5,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.05,,-,0.06,0.08,-,,-,0.01,-,-1.09,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.009,-,,-,-,-,-,-,
0.016,0.002,0.003,0.003,ADL,Admerex Ltd,0.003,,400,0.003,0.004,-,,-,-,-,-0.56,-,
4.19,2.75,3.97,3.97,ADG,Adtrans Grp,3.97,2,50,3.97,4.03,23,f,1.60,2.54,5.79,36.7,10.8,
0.019,0.005,-,-,ASC,Adultshop Com,0.015,,-,0.013,0.016,-,,-,0.02,-,-0.43,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.005,0.007,-,,-,-,-,-,-,
0.038,0.016,0.017,0.017,ABV,Adv Braking Tech,0.017,0.1,2000,0.016,0.018,-,,-,-,-,-0.16,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.47,,-,0.35,0.47,-,,-,0.16,-,-1.31,-,
0.125,0.033,-,-,AES,Advanced Energy,0.05,,-,0.04,0.065,-,,-,0.01,-,-0.1,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.035,,-,0.032,0.035,-,,-,-0.03,-,-2.3,-,
0.07,0.03,0.05,0.05,ANM,Advanced Magnesium,0.05,,22,0.05,0.052,-,,-,0.03,-,-1.66,-,
0.86,0.235,0.86,0.86,ASW,Advanced Share,0.86,,25,0.855,0.86,3.6,f,1.00,0.11,4.19,3.61,23.8,
0.20,0.055,-,-,AEI,Aeris Environmental,0.195,,-,0.19,0.195,-,,-,0.01,-,-1.93,-,
1.83,1.01,1.80,1.76,AVE,Aevum Ltd,1.76,-3,2765,1.76,1.77,5,,3.84,2.02,2.84,19.2,9.2,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,282980,0.001,0.002,-,,-,-,-,-,-,
0.035,0.017,0.035,0.02,AGX,Agenix Ltd,0.035,1.8,30070,0.032,0.035,-,,-,0.01,-,0.54,6.5,
0.01,0.01,-,-,AGXO,  opt jun11,0.01,,-,0.001,-,-,,-,-,-,-,-,
15.70,13.37,15.70,15.51,AGK,AGL Energy Ltd,15.59,,9262,15.50,15.62,59,,1.34,5.89,3.78,79.3,19.7,
0.175,0.121,-,-,AGJ,Agricultural Land unt,0.14,,-,0.13,0.135,2.02,,1.11,0.37,14.43,2.25,6.2,
2.45,2.00,-,-,AHC,AHC Ltd,2.00,,-,1.50,2.04,-,,-,4.94,-,-0.31,-,
16.50,13.95,-,-,ENY,Aii200energy etf unt,15.18,,-,14.76,14.88,-,,-,-,-,-,-,
5.09,4.18,-,-,FIN,Aii200financials etf unt,4.49,,-,4.52,4.56,-,,-,-,-,-,-,
5.98,4.83,-,-,FIX,Aii200finxareit etf unt,5.23,,-,5.22,5.26,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.43,,-,3.67,3.70,-,,-,-,-,-,-,
5.65,4.60,5.20,5.20,RSR,Aii200res etf unt,5.20,2,1,5.14,5.19,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.40,,-,4.38,4.42,-,,-,-,-,-,-,
0.22,0.08,0.12,0.105,AGI,Ainsworth Game Tech,0.12,2,587,0.11,0.135,-,,-,0.01,-,-1,-,
1.145,0.83,1.00,0.985,AIZ,Air New Zealand,0.985,-3.5,626,0.98,1.02,5.52,,1.12,1.15,5.60,6.17,16.0,
0.11,0.065,-,-,AIG,Aircruising Aust,0.065,,-,-,0.08,-,,-,-0.11,-,-3.63,-,
5.60,1.75,1.78,1.75,AJL,AJ Lucas Grp,1.76,-1.5,1393,1.72,1.76,5.5,,-,1.19,3.13,-11,-,
0.81,0.345,0.495,0.495,ACL,Alchemia Ltd,0.495,0.5,221,0.495,0.50,-,,-,0.07,-,-5,-,
47.10,11.50,-,-,AAI,Alcoa Inc cdi,11.78,,-,11.82,12.48,11.4,,-,-,0.97,-14.02,-,
2.43,1.95,2.02,2.00,LEP,ALE Prop Grp stp,2.00,,752,1.99,2.02,24,,-,2.10,12.00,-10.94,-,
5.91,2.25,2.86,2.83,ALS,Alesco Corp,2.83,-3,1181,2.83,2.85,7,,-,0.60,2.47,-132.84,-,
0.205,0.01,0.195,0.185,AJX,Alexium Int Grp,0.195,1.5,4454,0.17,0.195,-,,-,0.03,-,-3.54,-,
0.105,0.041,0.053,0.049,AEJ,Alinta Energy Grp stp,0.053,0.4,14590,0.052,0.053,-,,-,-1.13,-,-76.57,-,
0.195,0.024,-,-,ABQ,Allied Brands Ltd,0.027,,-,0.026,0.026,0.5,,-,-0.07,18.52,-18.9,-,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,0.30,0.30,AEA,Altera Res Ltd,0.30,2,170,0.28,0.30,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.13,,-,0.10,0.12,-,,-,-,-,-,-,
1.15,0.91,1.11,1.10,AIQ,Alternative Invest unt,1.11,1,123,1.10,1.12,47,,-,1.53,42.34,-2.79,-,
0.365,0.15,0.15,0.15,ALU,Altium Ltd,0.15,,15,0.15,0.21,-,,-,0.03,-,-13.61,-,
0.078,0.033,0.049,0.048,AMA,AMA Grp Ltd,0.049,0.4,550,0.049,0.055,-,,-,0.08,-,2.01,2.4,
6.24,4.561,5.85,5.79,AHD,Amalgamated Hldgs,5.80,-6,769,5.80,5.84,37,f,1.79,4.57,6.38,66.4,8.7,
0.63,0.34,-,-,AMO,Ambertech Ltd,0.39,,-,0.35,0.39,3.5,,1.49,0.56,8.97,5.2,7.5,
0.42,0.26,-,-,AMB,Ambition Grp Ltd,0.35,,-,0.31,0.40,-,,-,0.15,-,-10.32,-,
106.00,100.00,106.00,106.00,AKS,Amcbf One,106.00,,2,106.00,110.00,-,,-,-,-,-,-,
105.00,103.19,-,-,AKU,Amcbf Thr,105.00,,-,104.00,105.00,-,,-,-,-,-,-,
102.69,100.00,-,-,AKT,Amcbf Two,102.45,,-,100.25,102.45,-,,-,-,-,-,-,
0.72,0.595,0.62,0.62,AMH,Amcil Ltd,0.62,,428,0.615,0.62,2,f,1.87,0.73,3.23,3.73,16.6,
0.365,0.19,0.33,0.325,AMM,Amcom Telecomm,0.325,-1,1377,0.325,0.33,1.4,f,1.95,0.16,4.31,2.73,11.9,
7.04,5.27,6.98,6.79,AMC,Amcor Ltd,6.82,-15,21103,6.81,6.83,29.5,,0.54,1.49,4.33,15.8,43.2,
3.90,2.11,3.83,3.71,AEC,Ammtec Ltd,3.83,-2,720,3.80,3.83,17.5,f,1.16,1.11,4.57,20.34,18.8,
1.13,0.675,0.86,0.85,AGF,AMP Capital China unt,0.85,,350,0.845,0.86,8.47,,-,0.93,9.96,-1.38,-,
6.97,4.85,5.08,4.96,AMP,AMP Ltd,5.00,-4,90184,4.99,5.00,31,p,1.28,0.90,6.20,39.8,12.6,
0.295,0.115,0.135,0.135,ANQ,Anaeco Ltd,0.135,0.5,22,0.12,0.145,-,,-,-,-,-4.4,-,
0.004,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.115,0.019,0.024,0.024,ALT,Analytica Ltd,0.024,0.1,20,0.024,0.025,-,,-,-,-,-0.31,-,
13.73,9.09,13.70,13.43,ANN,Ansell Ltd,13.47,-3,3460,13.29,13.50,30.5,,2.94,2.22,2.26,89.6,15.0,
0.055,0.032,0.038,0.038,ANO,Antaria Ltd,0.038,0.3,250,0.038,0.042,-,,-,0.01,-,-5.04,-,
0.105,0.006,0.047,0.046,ADO,Anteo Diagnostics,0.047,0.1,3295,0.045,0.047,-,,-,-,-,-0.62,-,
0.07,0.001,0.031,0.031,ADOO,  opt sep10,0.031,-0.2,100,0.031,0.033,-,,-,-,-,-,-,
0.025,0.005,-,-,ADOOA,  opt feb11,0.015,,-,0.019,0.022,-,,-,-,-,-,-,
0.20,0.013,0.014,0.014,ANP,Antisense Therapeutic,0.014,,300,0.014,0.015,-,,-,-,-,-0.59,-,
26.23,19.95,23.97,23.68,ANZ,ANZ Banking Grp,23.71,-5,68951,23.70,23.73,108,f,1.34,9.99,4.56,144.8,16.4,
13.55,9.21,12.50,12.50,APE,AP Eagers Ltd,12.50,,7,12.50,13.00,63,f,1.90,8.60,5.04,120,10.4,
0.022,0.009,0.018,0.018,APP,APA Financial,0.018,,800,0.017,0.02,-,,-,-,-,0.41,4.4,
3.99,2.96,3.92,3.85,APA,APA Grp stp,3.86,-4,8507,3.85,3.89,32.75,,0.59,1.28,8.48,19.4,19.9,
0.115,0.024,0.028,0.028,AEZ,APN European Retail stp,0.028,0.1,474,0.027,0.028,-,,-,0.16,-,-12.21,-,
2.61,1.68,1.88,1.84,APN,APN News & Media,1.84,-3,26676,1.83,1.88,9,,1.86,-0.75,4.89,16.7,11.0,
0.41,0.165,0.21,0.21,APD,APN Prop Grp,0.21,,300,0.185,0.22,1.25,,-,0.19,5.95,-4.49,-,
0.04,0.007,0.012,0.011,AOP,Apollo Cons,0.011,,72727,0.011,0.012,-,,-,-,-,0.08,13.7,
0.352,0.12,-,-,AQL,Aquacarotene Ltd,0.16,,-,0.15,0.20,-,,-,0.15,-,6.52,2.5,
0.047,0.008,-,-,APB,Arafura Pearls,0.019,,-,0.015,0.019,-,,-,0.05,-,-6,-,
7.20,4.104,7.20,6.96,ARP,ARB Corp,7.15,20,2548,7.10,7.20,19.5,f,2.37,1.39,2.73,46.28,15.4,
1.845,0.92,1.03,1.01,AAD,Ardent Leisure stp,1.01,-1.5,4292,1.01,1.03,10.75,,0.59,0.92,10.64,6.3,16.0,
7.05,5.51,5.78,5.73,ARG,Argo Invest,5.73,-1,1395,5.73,5.75,25,f,1.04,6.03,4.36,26,22.0,
0.732,0.006,0.066,0.066,ASV,Argus Solutions,0.066,0.1,68,0.066,0.075,-,,-,-0.06,-,-5.88,-,
0.37,0.23,-,-,ARA,Ariadne Aust,0.30,,-,0.30,0.305,1.5,,1.83,0.33,5.00,2.75,10.9,
5.75,3.34,3.80,3.75,ALL,Aristocrat Leisure,3.75,2,8946,3.75,3.80,3.5,,-,0.15,0.93,-15,-,
0.025,0.007,-,-,AEM,Artist & Entertain,0.008,,-,0.008,0.01,-,,-,-,-,-0.4,-,
0.30,0.042,-,-,AKW,Arturus Capital,0.08,,-,-,-,-,,-,0.25,-,21.65,0.4,
0.345,0.17,0.27,0.27,APH,Ascent Pharmahealth,0.27,,100,0.275,0.28,-,,-,0.08,-,4.4,6.1,
1.94,1.435,1.72,1.675,AIO,Asciano Grp stp,1.675,-4.5,107442,1.67,1.685,-,,-,0.08,-,-31.6,-,
0.43,0.085,-,-,AFA,ASF Grp Ltd,0.13,,-,0.10,0.125,-,,-,0.03,-,-1.02,-,
1.55,0.81,1.38,1.37,ASZ,ASG Grp Ltd,1.375,-0.5,642,1.37,1.38,6.5,f,1.35,-,4.73,8.77,15.7,
0.19,0.04,0.04,0.04,AJJ,Asia Liver Trans,0.04,-1.5,200,0.042,0.099,0.5,,-,0.01,12.50,-0.25,-,
0.001,0.001,-,-,AJJO,  opt sep10,-,,-,-,-,-,,-,-,-,-,-,
1.06,0.98,-,-,AUF,Asian Masters Fund,1.05,,-,1.04,1.17,1,,-,1.01,0.95,-0.21,-,
